M,omega,lag_k,scaled_lag_eta,C_k,rho_k
255,0.0024313725490196078,103,0.403921568627451,-2.5410651436973775e-06,-0.20157231046595286
255,0.0024313725490196078,104,0.40784313725490196,-2.716275279300911e-06,-0.21547101429818458
255,0.0024313725490196078,105,0.4117647058823529,-2.891705947931678e-06,-0.22938721211397028
255,0.0024313725490196078,106,0.41568627450980394,-3.067345375698644e-06,-0.24331996993866364
255,0.0024313725490196078,107,0.4196078431372549,-3.2431817908271763e-06,-0.25726835396550374
255,0.0024313725490196078,108,0.4235294117647059,-3.419203427386385e-06,-0.27123143085129
255,0.0024313725490196078,109,0.42745098039215684,-3.5953985322036103e-06,-0.28520826826487994
255,0.0024313725490196078,110,0.43137254901960786,-3.771755374855934e-06,-0.29919793567977526
255,0.0024313725490196078,111,0.43529411764705883,-3.948262253394199e-06,-0.31319950482818454
255,0.0024313725490196078,112,0.4392156862745098,-4.124907502487394e-06,-0.3272120503470843
255,0.0024313725490196078,113,0.44313725490196076,-4.301679499026368e-06,-0.34123465022273863
255,0.0024313725490196078,114,0.4470588235294118,-4.478566672988651e-06,-0.355266386652561
255,0.0024313725490196078,115,0.45098039215686275,-4.655557513204805e-06,-0.36930634650253535
255,0.0024313725490196078,116,0.4549019607843137,-4.832640572855006e-06,-0.3833536217432374
255,0.0024313725490196078,117,0.4588235294117647,-5.0098044811428e-06,-0.3974073103758661
255,0.0024313725490196078,118,0.4627450980392157,-5.187037949511555e-06,-0.41146651692536923
255,0.0024313725490196078,119,0.4666666666666667,-5.364329778670588e-06,-0.42553035299779746
255,0.0024313725490196078,120,0.47058823529411764,-5.541668867464391e-06,-0.4395979379838638
255,0.0024313725490196078,121,0.4745098039215686,-5.7190442190526204e-06,-0.4536683995491766
255,0.0024313725490196078,122,0.47843137254901963,-5.8964449515736074e-06,-0.4677408744801328
255,0.0024313725490196078,123,0.4823529411764706,-6.073860303624288e-06,-0.4818145091186177
255,0.0024313725490196078,124,0.48627450980392156,-6.251279642966856e-06,-0.4958884600526688
255,0.0024313725490196078,125,0.49019607843137253,-6.428692474574077e-06,-0.5099618947546771
255,0.0024313725490196078,126,0.49411764705882355,-6.60608844894904e-06,-0.5240339922413596
255,0.0024313725490196078,127,0.4980392156862745,-6.783457365957889e-06,-0.5381039433777935
255,0.0024313725490196078,128,0.5019607843137255,-6.960789188720898e-06,-0.5521709519793391
255,0.0024313725490196078,129,0.5058823529411764,-7.138074046205932e-06,-0.5662342350173678
255,0.0024313725490196078,130,0.5098039215686274,-7.3153022426814706e-06,-0.5802930233691326
255,0.0024313725490196078,131,0.5137254901960784,-7.4924642677236956e-06,-0.5943465626115887
255,0.0024313725490196078,132,0.5176470588235295,-7.669550798599812e-06,-0.6083941132104529
255,0.0024313725490196078,133,0.5215686274509804,-7.846552710252404e-06,-0.6224349513122219
255,0.0024313725490196078,134,0.5254901960784314,-8.02346108497176e-06,-0.6364683695114384
255,0.0024313725490196078,135,0.5294117647058824,-8.200267214456541e-06,-0.6504936770141547
255,0.0024313725490196078,136,0.5333333333333333,-8.376962611622073e-06,-0.6645102005746373
255,0.0024313725490196078,137,0.5372549019607843,-8.553539014674228e-06,-0.6785172848185307
255,0.0024313725490196078,138,0.5411764705882353,-8.729988395147797e-06,-0.6925142928805086
255,0.0024313725490196078,139,0.5450980392156862,-8.906302963778626e-06,-0.7065006068700868
255,0.0024313725490196078,140,0.5490196078431373,-9.082475176392317e-06,-0.7204756283387492
255,0.0024313725490196078,141,0.5529411764705883,-9.258497741328866e-06,-0.7344387788689148
255,0.0024313725490196078,142,0.5568627450980392,-9.434363626437893e-06,-0.74838950062884
255,0.0024313725490196078,143,0.5607843137254902,-9.610066061970296e-06,-0.7623272566020018
255,0.0024313725490196078,144,0.5647058823529412,-9.785598549167934e-06,-0.7762515312684829
255,0.0024313725490196078,145,0.5686274509803921,-9.9609548645892e-06,-0.7901618309481004
255,0.0024313725490196078,146,0.5725490196078431,-1.013612906544464e-05,-0.8040576842236602
255,0.0024313725490196078,147,0.5764705882352941,-1.0311115494503091e-05,-0.8179386423301396
255,0.0024313725490196078,148,0.5803921568627451,-1.0485908785618707e-05,-0.8318042795931246
255,0.0024313725490196078,149,0.5843137254901961,-1.0660503867524308e-05,-0.8456541937297201
255,0.0024313725490196078,150,0.5882352941176471,-1.0834895968804743e-05,-0.8594880062430668
255,0.0024313725490196078,151,0.592156862745098,-1.1009080619535166e-05,-0.8733053625522986
255,0.0024313725490196078,152,0.596078431372549,-1.1183053658625348e-05,-0.8871059325751378
255,0.0024313725490196078,153,0.6,-1.1356811234546389e-05,-0.9008894107855409
255,0.0024313725490196078,154,0.6039215686274509,-1.1530349809121783e-05,-0.9146555165144289
255,0.0024313725490196078,155,0.6078431372549019,-1.1703666161083342e-05,-0.9284039942317646
255,0.0024313725490196078,156,0.611764705882353,-1.187675738745705e-05,-0.9421346136564859
255,0.0024313725490196078,157,0.615686274509804,-1.2049620908390739e-05,-0.9558471701394664
255,0.0024313725490196078,158,0.6196078431372549,-1.2222254464128479e-05,-0.9695414844235056
255,0.0024313725490196078,159,0.6235294117647059,-1.2394656118941821e-05,-0.9832174029551786
255,0.0024313725490196078,160,0.6274509803921569,-1.25668242660766e-05,-0.9968747982772453
255,0.0024313725490196078,161,0.6313725490196078,-1.273875762021211e-05,-1.0105135684304685
255,0.0024313725490196078,162,0.6352941176470588,-1.2910455226628844e-05,-1.0241336376808523
255,0.0024313725490196078,163,0.6392156862745098,-1.3081916454849421e-05,-1.0377349560152036
255,0.0024313725490196078,164,0.6431372549019608,-1.3253141000619946e-05,-1.051317499298304
255,0.0024313725490196078,165,0.6470588235294118,-1.3424128884964962e-05,-1.0648812691979455
255,0.0024313725490196078,166,0.6509803921568628,-1.3594880453779007e-05,-1.078426293152527
255,0.0024313725490196078,167,0.6549019607843137,-1.3765396376064688e-05,-1.091952624231291
255,0.0024313725490196078,168,0.6588235294117647,-1.3935677640767268e-05,-1.1054603408832224
255,0.0024313725490196078,169,0.6627450980392157,-1.410572555696635e-05,-1.1189495469522548
255,0.0024313725490196078,170,0.6666666666666666,-1.4275541748228785e-05,-1.13242037122931
255,0.0024313725490196078,171,0.6705882352941176,-1.4445128151200465e-05,-1.1458729673405896
255,0.0024313725490196078,172,0.6745098039215687,-1.4614487009475334e-05,-1.15930751326123
255,0.0024313725490196078,173,0.6784313725490196,-1.4783620877277299e-05,-1.1727242116073726
255,0.0024313725490196078,174,0.6823529411764706,-1.4952532604573063e-05,-1.1861232884552257
255,0.0024313725490196078,175,0.6862745098039216,-1.512122533994463e-05,-1.199504993568929
255,0.0024313725490196078,176,0.6901960784313725,-1.52897025265604e-05,-1.2128696000809565
255,0.0024313725490196078,177,0.6941176470588235,-1.54579678870772e-05,-1.226217403294457
255,0.0024313725490196078,178,0.6980392156862745,-1.5626025430326877e-05,-1.2395487212136735
255,0.0024313725490196078,179,0.7019607843137254,-1.5793879436750486e-05,-1.2528638933884972
255,0.0024313725490196078,180,0.7058823529411765,-1.596153445293974e-05,-1.2661632804814633
255,0.0024313725490196078,181,0.7098039215686275,-1.612899528878818e-05,-1.2794472640417642
255,0.0024313725490196078,182,0.7137254901960784,-1.6296267006450588e-05,-1.2927162456294459
255,0.0024313725490196078,183,0.7176470588235294,-1.646335491559416e-05,-1.305970646438702
255,0.0024313725490196078,184,0.7215686274509804,-1.663026456242474e-05,-1.3192109064273705
255,0.0024313725490196078,185,0.7254901960784313,-1.679700172156913e-05,-1.3324374836729898
255,0.0024313725490196078,186,0.7294117647058823,-1.6963572391165532e-05,-1.345650853983344
255,0.0024313725490196078,187,0.7333333333333333,-1.712998278828026e-05,-1.3588515105328902
255,0.0024313725490196078,188,0.7372549019607844,-1.729623932632458e-05,-1.3720399620713275
255,0.0024313725490196078,189,0.7411764705882353,-1.746234861901375e-05,-1.3852167332376508
255,0.0024313725490196078,190,0.7450980392156863,-1.7628317467286476e-05,-1.3983823635225274
255,0.0024313725490196078,191,0.7490196078431373,-1.7794152843380408e-05,-1.4115374060050687
255,0.0024313725490196078,192,0.7529411764705882,-1.7959861891424755e-05,-1.4246824273998413
255,0.0024313725490196078,193,0.7568627450980392,-1.812545191067287e-05,-1.4378180067267754
255,0.0024313725490196078,194,0.7607843137254902,-1.8290930346482354e-05,-1.4509447345956543
255,0.0024313725490196078,195,0.7647058823529411,-1.845630478365452e-05,-1.4640632126777613
255,0.0024313725490196078,196,0.7686274509803922,-1.862158293120408e-05,-1.4771740524977204
255,0.0024313725490196078,197,0.7725490196078432,-1.878677261817434e-05,-1.4902778751015333
255,0.0024313725490196078,198,0.7764705882352941,-1.89518817734966e-05,-1.5033753094589084
255,0.0024313725490196078,199,0.7803921568627451,-1.9116918427037565e-05,-1.5164669925463463
255,0.0024313725490196078,200,0.7843137254901961,-1.9281890689873433e-05,-1.5295535677823657
255,0.0024313725490196078,201,0.788235294117647,-1.944680675092807e-05,-1.542635684760822
255,0.0024313725490196078,202,0.792156862745098,-1.961167485610477e-05,-1.5557139975955163
255,0.0024313725490196078,203,0.796078431372549,-1.9776503305749184e-05,-1.5687891647189383
255,0.0024313725490196078,204,0.8,-1.9941300443810406e-05,-1.5818618480224613
255,0.0024313725490196078,205,0.803921568627451,-2.010607464047323e-05,-1.5949327114786294
255,0.0024313725490196078,206,0.807843137254902,-2.027083428655999e-05,-1.6080024206970784
255,0.0024313725490196078,207,0.8117647058823529,-2.0435587780171323e-05,-1.621071641864802
255,0.0024313725490196078,208,0.8156862745098039,-2.0600343519754593e-05,-1.634141041196298
255,0.0024313725490196078,209,0.8196078431372549,-2.0765109887379268e-05,-1.6472112836068733
255,0.0024313725490196078,210,0.8235294117647058,-2.092989524383233e-05,-1.660283032323582
255,0.0024313725490196078,211,0.8274509803921568,-2.1094707912108865e-05,-1.6733569475756014
255,0.0024313725490196078,212,0.8313725490196079,-2.1259556172210775e-05,-1.6864336861816351
255,0.0024313725490196078,213,0.8352941176470589,-2.142444824606986e-05,-1.6995139003539235
255,0.0024313725490196078,214,0.8392156862745098,-2.1589392290222014e-05,-1.7125982371171165
255,0.0024313725490196078,215,0.8431372549019608,-2.1754396383623934e-05,-1.7256873373418236
255,0.0024313725490196078,216,0.8470588235294118,-2.1919468524164413e-05,-1.738781835467869
255,0.0024313725490196078,217,0.8509803921568627,-2.208461661141288e-05,-1.7518823581358038
255,0.0024313725490196078,218,0.8549019607843137,-2.2249848438485717e-05,-1.7649895235416937
255,0.0024313725490196078,219,0.8588235294117647,-2.2415171678439105e-05,-1.7781039403577192
255,0.0024313725490196078,220,0.8627450980392157,-2.2580593882569858e-05,-1.7912262075973888
255,0.0024313725490196078,221,0.8666666666666667,-2.2746122465836102e-05,-1.8043569134590196
255,0.0024313725490196078,222,0.8705882352941177,-2.2911764699052783e-05,-1.8174966347066392
255,0.0024313725490196078,223,0.8745098039215686,-2.3077527700859663e-05,-1.830645936032841
255,0.0024313725490196078,224,0.8784313725490196,-2.32434184209019e-05,-1.8438053687245661
255,0.0024313725490196078,225,0.8823529411764706,-2.3409443641332735e-05,-1.856975470782307
255,0.0024313725490196078,226,0.8862745098039215,-2.3575609968179777e-05,-1.8701567662352299
255,0.0024313725490196078,227,0.8901960784313725,-2.374192380377875e-05,-1.883349762954456
255,0.0024313725490196078,228,0.8941176470588236,-2.390839136954317e-05,-1.896554954459288
255,0.0024313725490196078,229,0.8980392156862745,-2.407501866393748e-05,-1.9097728165833894
255,0.0024313725490196078,230,0.9019607843137255,-2.424181149075782e-05,-1.923003809718183
255,0.0024313725490196078,231,0.9058823529411765,-2.440877541100149e-05,-1.9362483749948527
255,0.0024313725490196078,232,0.9098039215686274,-2.45759157675506e-05,-1.9495069362423951
255,0.0024313725490196078,233,0.9137254901960784,-2.4743237657735912e-05,-1.9627798978112232
255,0.0024313725490196078,234,0.9176470588235294,-2.4910745940278808e-05,-1.9760676451238424
255,0.0024313725490196078,235,0.9215686274509803,-2.5078445213604562e-05,-1.9893705429545323
255,0.0024313725490196078,236,0.9254901960784314,-2.524633982580683e-05,-2.0026889362197884
255,0.0024313725490196078,237,0.9294117647058824,-2.5414433850363307e-05,-2.0160231480519446
255,0.0024313725490196078,238,0.9333333333333333,-2.5582731086655292e-05,-2.029373479840389
255,0.0024313725490196078,239,0.9372549019607843,-2.5751235060882716e-05,-2.0427402113041464
255,0.0024313725490196078,240,0.9411764705882353,-2.591994900498579e-05,-2.056123598819823
255,0.0024313725490196078,241,0.9450980392156862,-2.6088875847492922e-05,-2.0695238746956055
255,0.0024313725490196078,242,0.9490196078431372,-2.6258018229067163e-05,-2.0829412484045
255,0.0024313725490196078,243,0.9529411764705882,-2.6427378496437893e-05,-2.096375906102955
255,0.0024313725490196078,244,0.9568627450980393,-2.6596958650062576e-05,-2.1098280064790838
255,0.0024313725490196078,245,0.9607843137254902,-2.6766760410644507e-05,-2.123297686029244
255,0.0024313725490196078,246,0.9647058823529412,-2.6936785176566266e-05,-2.1367850556814107
255,0.0024313725490196078,247,0.9686274509803922,-2.710703397260395e-05,-2.1502901967268815
255,0.0024313725490196078,248,0.9725490196078431,-2.727750752508111e-05,-2.163813166781935
255,0.0024313725490196078,249,0.9764705882352941,-2.7448206198063875e-05,-2.177353994726449
255,0.0024313725490196078,250,0.9803921568627451,-2.7619130038217232e-05,-2.190912684262166
255,0.0024313725490196078,251,0.984313725490196,-2.7790278709530284e-05,-2.204489208734716
255,0.0024313725490196078,252,0.9882352941176471,-2.7961651537819446e-05,-2.2180835146638693
255,0.0024313725490196078,253,0.9921568627450981,-2.8133247470472035e-05,-2.2316955185501666
255,0.0024313725490196078,254,0.996078431372549,-2.8305065162027898e-05,-2.2453251136637524
