line_time_seconds,applied_shear_Pa,mean_bow_m,phase
6.724310396648408e-08,5956.993044924339,-3.3182700117623135e-11,cyclic
6.728916088700908e-08,6055.110414043242,-3.0098023377626265e-11,cyclic
6.733521780753406e-08,6152.315905806266,-2.7008813986984923e-11,cyclic
6.738127472805904e-08,6248.594881423844,-2.3915537169257728e-11,cyclic
6.742733164858404e-08,6343.932841636472,-2.081865876054294e-11,cyclic
6.747338856910903e-08,6438.315428897915,-1.7718645139328135e-11,cyclic
6.751944548963402e-08,6531.728429537778,-1.46159631562488e-11,cyclic
6.756550241015901e-08,6624.15777590171,-1.1511080063789693e-11,cyclic
6.761155933068399e-08,6715.58954847016,-8.404463445911947e-12,cyclic
6.765761625120899e-08,6806.009977954543,-5.296581147639382e-12,cyclic
6.770367317173397e-08,6895.405447370665,-2.1879012046054948e-12,cyclic
6.774973009225896e-08,6983.762494089708,9.21108227436443e-13,cyclic
6.779578701278395e-08,7071.067811865463,4.029978943113184e-12,cyclic
6.784184393330894e-08,7157.308252838159,7.138242757938859e-12,cyclic
6.788790085383393e-08,7242.470829514676,1.0245431578828074e-11,cyclic
6.793395777435892e-08,7326.54271672412,1.3351077474581888e-11,cyclic
6.79800146948839e-08,7409.511253549591,1.6454712746362742e-11,cyclic
6.80260716154089e-08,7491.363945234578,1.9555869998125488e-11,cyclic
6.807212853593388e-08,7572.088465064839,2.2654082207003016e-11,cyclic
6.811818545645888e-08,7651.672656224592,2.5748882793644125e-11,cyclic
6.816424237698386e-08,7730.10453362738,2.8839805692471866e-11,cyclic
6.821029929750885e-08,7807.37228572094,3.192638542187724e-11,cyclic
6.825635621803384e-08,7883.464276266067,3.500815715431642e-11,cyclic
6.830241313855883e-08,7958.369046088826,3.8084656786309695e-11,cyclic
6.834847005908383e-08,8032.075314806469,4.115542100833944e-11,cyclic
6.839452697960881e-08,8104.571982525953,4.42199873746163e-11,cyclic
6.84405839001338e-08,8175.84813151583,4.7277894372727535e-11,cyclic
6.848664082065879e-08,8245.893027850252,5.0328681493136624e-11,cyclic
6.853269774118377e-08,8314.69612302544,5.337188929853197e-11,cyclic
6.857875466170877e-08,8382.247055548394,5.640705949302195e-11,cyclic
6.862481158223376e-08,8448.535652497072,5.943373499114643e-11,cyclic
6.867086850275874e-08,8513.551931052642,6.245145998671742e-11,cyclic
6.871692542328374e-08,8577.286100002717,6.545978002145968e-11,cyclic
6.876298234380872e-08,8639.728561215852,6.845824205344801e-11,cyclic
6.880903926433372e-08,8700.869911087124,7.144639452533918e-11,cyclic
6.88550961848587e-08,8760.700941954065,7.442378743236862e-11,cyclic
6.890115310538369e-08,8819.212643483555,7.738997239012481e-11,cyclic
6.894721002590868e-08,8876.396204028533,8.03445027020721e-11,cyclic
6.899326694643367e-08,8932.243011955154,8.328693342681925e-11,cyclic
6.903932386695865e-08,8986.744656939529,8.621682144513056e-11,cyclic
6.908538078748365e-08,9039.892931234444,8.913372552665559e-11,cyclic
6.913143770800863e-08,9091.679830905225,9.203720639637483e-11,cyclic
6.917749462853363e-08,9142.097557035313,9.492682680075782e-11,cyclic
6.922355154905861e-08,9191.138516900575,9.780215157360635e-11,cyclic
6.92696084695836e-08,9238.795325112857,1.0066274770159364e-10,cyclic
6.93156653901086e-08,9285.06080473215,1.0350818438947265e-10,cyclic
6.936172231063358e-08,9329.927988347376,1.063380331249501e-10,cyclic
6.940777923115857e-08,9373.390119125754,1.0915186774322362e-10,cyclic
6.945383615168356e-08,9415.440651830204,1.1194926449115523e-10,cyclic
6.949989307220854e-08,9456.073253805202,1.1472980209109164e-10,cyclic
6.954594999273354e-08,9495.281805930359,1.1749306180430522e-10,cyclic
6.959200691325852e-08,9533.060403541935,1.2023862749405247e-10,cyclic
6.963806383378352e-08,9569.40335732209,1.2296608568824704e-10,cyclic
6.96841207543085e-08,9604.305194155651,1.2567502564172265e-10,cyclic
6.973017767483349e-08,9637.760657954397,1.2836503939809334e-10,cyclic
6.977623459535849e-08,9669.764710448522,1.3103572185118878e-10,cyclic
6.982229151588347e-08,9700.312531945436,1.3368667080606017e-10,cyclic
6.986834843640847e-08,9729.3995220556,1.3631748703955302e-10,cyclic
6.991440535693345e-08,9757.021300385288,1.3892777436042428e-10,cyclic
6.996046227745843e-08,9783.173707196273,1.415171396690114e-10,cyclic
7.000651919798343e-08,9807.852804032304,1.4408519301642957e-10,cyclic
7.005257611850842e-08,9831.05487431216,1.4663154766329554e-10,cyclic
7.009863303903341e-08,9852.776423889416,1.4915582013797253e-10,cyclic
7.01446899595584e-08,9873.014181578585,1.516576302943153e-10,cyclic
7.019074688008338e-08,9891.765099647806,1.5413660136892288e-10,cyclic
7.023680380060838e-08,9909.0263542778,1.5659236003787569e-10,cyclic
7.028286072113336e-08,9924.795345987097,1.5902453647295566e-10,cyclic
7.032891764165835e-08,9939.069700023558,1.6143276439734383e-10,cyclic
7.037497456218334e-08,9951.847266721968,1.638166811407787e-10,cyclic
7.042103148270833e-08,9963.126121827778,1.6617592769417175e-10,cyclic
7.046708840323332e-08,9972.904566786901,1.68510148763676e-10,cyclic
7.051314532375831e-08,9981.181129001492,1.7081899282418875e-10,cyclic
7.055920224428329e-08,9987.954562051724,1.7310211217229237e-10,cyclic
7.060525916480829e-08,9993.223845883495,1.753591629786165e-10,cyclic
7.065131608533327e-08,9996.988186962042,1.775898053396159e-10,cyclic
7.069737300585827e-08,9999.247018391447,1.797937033287617e-10,cyclic
7.074342992638325e-08,10000.0,1.8197052504712712e-10,cyclic
7.078948684690824e-08,9999.247018391447,1.8411994267337373e-10,cyclic
7.083554376743323e-08,9996.988186962042,1.8624163251311805e-10,cyclic
7.088160068795822e-08,9993.223845883496,1.8833527504767847e-10,cyclic
7.092765760848322e-08,9987.954562051724,1.9040055498219553e-10,cyclic
7.09737145290082e-08,9981.181129001492,1.924371612931115e-10,cyclic
7.101977144953318e-08,9972.904566786905,1.9444478727501228e-10,cyclic
7.106582837005818e-08,9963.12612182778,1.9642313058681404e-10,cyclic
7.111188529058316e-08,9951.84726672197,1.983718932972949e-10,cyclic
7.115794221110816e-08,9939.069700023561,2.002907819299635e-10,cyclic
7.120399913163315e-08,9924.795345987102,2.0217950750725398e-10,cyclic
7.125005605215813e-08,9909.026354277801,2.0403778559404576e-10,cyclic
7.129611297268313e-08,9891.76509964781,2.0586533634049903e-10,cyclic
7.134216989320811e-08,9873.014181578586,2.0766188452419698e-10,cyclic
7.13882268137331e-08,9852.776423889414,2.0942715959159576e-10,cyclic
7.143428373425809e-08,9831.054874312162,2.111608956987676e-10,cyclic
7.148034065478308e-08,9807.852804032307,2.1286283175143554e-10,cyclic
7.152639757530807e-08,9783.173707196276,2.1453271144429448e-10,cyclic
7.157245449583306e-08,9757.021300385282,2.1617028329960854e-10,cyclic
7.161851141635804e-08,9729.399522055604,2.1777530070508374e-10,cyclic
7.166456833688304e-08,9700.31253194544,2.1934752195100643e-10,cyclic
7.171062525740802e-08,9669.764710448526,2.2088671026664353e-10,cyclic
7.175668217793302e-08,9637.760657954392,2.2239263385590012e-10,cyclic
7.1802739098458e-08,9604.305194155657,2.2386506593222646e-10,cyclic
7.184879601898299e-08,9569.403357322093,2.253037847527714e-10,cyclic
7.189485293950798e-08,9533.06040354194,2.2670857365177643e-10,cyclic
7.194090986003297e-08,9495.281805930375,2.2807922107320366e-10,cyclic
7.198696678055796e-08,9456.073253805205,2.2941552060259686e-10,cyclic
7.203302370108295e-08,9415.440651830208,2.307172709981654e-10,cyclic
7.207908062160793e-08,9373.390119125757,2.3198427622109136e-10,cyclic
7.212513754213293e-08,9329.927988347394,2.33216345465052e-10,cyclic
7.217119446265791e-08,9285.060804732155,2.3441329318495425e-10,cyclic
7.221725138318291e-08,9238.795325112862,2.3557493912487763e-10,cyclic
7.22633083037079e-08,9191.13851690058,2.367011083452194e-10,cyclic
7.230936522423288e-08,9142.097557035318,2.377916312490408e-10,cyclic
7.235542214475788e-08,9091.679830905216,2.388463436076068e-10,cyclic
7.240147906528286e-08,9039.892931234435,2.3986508658511896e-10,cyclic
7.244753598580786e-08,8986.744656939534,2.4084770676263484e-10,cyclic
7.249359290633284e-08,8932.24301195516,2.4179405616117347e-10,cyclic
7.253964982685782e-08,8876.396204028557,2.4270399226399917e-10,cyclic
7.258570674738282e-08,8819.212643483545,2.435773780380846e-10,cyclic
7.26317636679078e-08,8760.700941954072,2.4441408195474805e-10,cyclic
7.267782058843279e-08,8700.869911087131,2.4521397800946014e-10,cyclic
7.272387750895779e-08,8639.728561215878,2.459769457408198e-10,cyclic
7.276993442948277e-08,8577.286100002724,2.467028702486964e-10,cyclic
7.281599135000777e-08,8513.551931052649,2.473916422115315e-10,cyclic
7.286204827053275e-08,8448.53565249708,2.480431579028041e-10,cyclic
7.290810519105773e-08,8382.247055548383,2.4865731920665015e-10,cyclic
7.295416211158273e-08,8314.696123025467,2.492340336326388e-10,cyclic
7.300021903210772e-08,8245.893027850261,2.4977321432970195e-10,cyclic
7.304627595263271e-08,8175.848131515838,2.502747800992119e-10,cyclic
7.30923328731577e-08,8104.571982525941,2.507386554072119e-10,cyclic
7.313838979368268e-08,8032.075314806456,2.511647703957891e-10,cyclic
7.318444671420768e-08,7958.369046088835,2.515530608935958e-10,cyclic
7.323050363473266e-08,7883.464276266076,2.5190346842551426e-10,cyclic
7.327656055525766e-08,7807.372285720929,2.5221594022146095e-10,cyclic
7.332261747578264e-08,7730.104533627366,2.5249042922433596e-10,cyclic
7.336867439630763e-08,7651.6726562246,2.52726894097107e-10,cyclic
7.341473131683262e-08,7572.088465064849,2.5292529922903626e-10,cyclic
7.346078823735761e-08,7491.3639452346115,2.5308561474104347e-10,cyclic
7.35068451578826e-08,7409.511253549576,2.53207816490204e-10,cyclic
7.355290207840759e-08,7326.54271672413,2.532918860733867e-10,cyclic
7.359895899893257e-08,7242.470829514686,2.5333781083002357e-10,cyclic
7.364501591945757e-08,7157.308252838195,2.533455838440173e-10,cyclic
7.369107283998255e-08,7071.067811865499,2.5331520394478327e-10,cyclic
7.373712976050755e-08,6983.762494089718,2.532466757074239e-10,cyclic
7.378318668103253e-08,6895.405447370675,2.5314000945204285e-10,cyclic
7.382924360155752e-08,6806.009977954527,2.529952212421872e-10,cyclic
7.387530052208252e-08,6715.589548470198,2.528123328824309e-10,cyclic
7.39213574426075e-08,6624.157775901721,2.525913719150908e-10,cyclic
7.396741436313248e-08,6531.7284295377885,2.5233237161607756e-10,cyclic
7.401347128365748e-08,6438.315428897899,2.520353709898851e-10,cyclic
7.405952820418246e-08,6343.932841636457,2.5170041476371814e-10,cyclic
7.410558512470746e-08,6248.594881423855,2.513275533807534e-10,cyclic
7.415164204523245e-08,6152.315905806278,2.5091684299254655e-10,cyclic
7.419769896575743e-08,6055.110414043282,2.504683454505727e-10,cyclic
7.424375588628243e-08,5956.993044924322,2.4998212829691347e-10,cyclic
7.428981280680741e-08,5857.978574564395,2.4945826475408645e-10,cyclic
7.433586972733241e-08,5758.0819141784505,2.4889683371401544e-10,cyclic
7.438192664785739e-08,5657.318107836147,2.482979197261525e-10,cyclic
7.442798356838238e-08,5555.702330196056,2.476616129847428e-10,cyclic
7.447404048890737e-08,5453.249884220458,2.4698800931524223e-10,cyclic
7.452009740943236e-08,5349.976198870985,2.4627721015988836e-10,cyclic
7.456615432995735e-08,5245.89682678469,2.4552932256242025e-10,cyclic
7.461221125048234e-08,5141.027441932239,2.447444591519621e-10,cyclic
7.465826817100732e-08,5035.383837257185,2.439227381260576e-10,cyclic
7.470432509153232e-08,4928.981922297839,2.430642832328717e-10,cyclic
7.47503820120573e-08,4821.837720791215,2.421692237525568e-10,cyclic
7.47964389325823e-08,4713.967368259984,2.412376944777786e-10,cyclic
7.484249585310728e-08,4605.387109582397,2.4026983569342223e-10,cyclic
7.488855277363227e-08,4496.113296546083,2.392657931554618e-10,cyclic
7.493460969415726e-08,4386.16238538525,2.38225718069011e-10,cyclic
7.498066661468225e-08,4275.550934302846,2.3714976706555523e-10,cyclic
7.502672353520725e-08,4164.295600976354,2.360381021793581e-10,cyclic
7.507278045573223e-08,4052.413140049901,2.348908908230652e-10,cyclic
7.511883737625721e-08,3939.920400610504,2.337083057624882e-10,cyclic
7.516489429678221e-08,3826.834323650909,2.3249052509058768e-10,cyclic
7.52109512173072e-08,3713.1719395184077,2.3123773220065673e-10,cyclic
7.525700813783218e-08,3598.9503653499023,2.2995011575869695e-10,cyclic
7.530306505835718e-08,3484.186802494354,2.286278696750091e-10,cyclic
7.534912197888216e-08,3368.8985339222304,2.2727119307499257e-10,cyclic
7.539517889940716e-08,3253.102921622647,2.2588029026915307e-10,cyclic
7.544123581993214e-08,3136.81740398892,2.2445537072233983e-10,cyclic
7.548729274045712e-08,3020.059493192308,2.2299664902219605e-10,cyclic
7.553334966098212e-08,2902.846772544639,2.2150434484684472e-10,cyclic
7.55794065815071e-08,2785.196893850534,2.1997868293180834e-10,cyclic
7.56254635020321e-08,2667.1275747489744,2.1841989303615934e-10,cyclic
7.567152042255709e-08,2548.656596045158,2.1682820990792516e-10,cyclic
7.571757734308207e-08,2429.801799032673,2.1520387324873067e-10,cyclic
7.576363426360707e-08,2310.581082806698,2.1354712767770257e-10,cyclic
7.580969118413205e-08,2191.012401568707,2.118582226946326e-10,cyclic
7.585574810465705e-08,2071.113761922182,2.1013741264239872e-10,cyclic
7.590180502518203e-08,1950.9032201612663,2.0838495666866778e-10,cyclic
7.594786194570702e-08,1830.3988795514506,2.0660111868686403e-10,cyclic
7.599391886623201e-08,1709.6188876030405,2.0478616733642623e-10,cyclic
7.6039975786757e-08,1588.58143333863,2.0294037594235483e-10,cyclic
7.6086032707282e-08,1467.3047445536204,2.0106402247404383e-10,cyclic
7.613208962780698e-08,1345.807085071252,1.991573895034266e-10,cyclic
7.617814654833196e-08,1224.1067519921746,1.9722076416241572e-10,cyclic
7.622420346885696e-08,1102.2220729388303,1.9525443809966437e-10,cyclic
7.627026038938194e-08,980.1714032956282,1.932587074366477e-10,cyclic
7.631631730990694e-08,857.9731234444084,1.9123387272306197e-10,cyclic
7.636237423043192e-08,735.6456359966708,1.8918023889157007e-10,cyclic
7.640843115095691e-08,613.2073630221049,1.870981152118733e-10,cyclic
7.64544880714819e-08,490.6767432741864,1.8498781524413934e-10,cyclic
7.650054499200689e-08,368.07222941358174,1.8284965679178382e-10,cyclic
7.654660191253187e-08,245.41228522917442,1.8068396185360515e-10,cyclic
7.659265883305687e-08,122.71538285720236,1.7849105657529503e-10,cyclic
7.663871575358185e-08,2.57237725884603e-11,1.7627127120032504e-10,cyclic
7.668477267410685e-08,-122.71538285718644,1.7402494002020685e-10,cyclic
7.673082959463184e-08,-245.41228522912294,1.7175240132415627e-10,cyclic
7.677688651515682e-08,-368.07222941356576,1.694539973481421e-10,cyclic
7.682294343568182e-08,-490.676743274206,1.6713007422334872e-10,cyclic
7.68690003562068e-08,-613.2073630220536,1.647809819240536e-10,cyclic
7.69150572767318e-08,-735.645635996655,1.6240707421491552e-10,cyclic
7.696111419725678e-08,-857.9731234443924,1.6000870859770624e-10,cyclic
7.700717111778177e-08,-980.1714032955771,1.575862462574658e-10,cyclic
7.705322803830676e-08,-1102.2220729388498,1.5514005200811218e-10,cyclic
7.709928495883175e-08,-1224.1067519921587,1.5267049423750417e-10,cyclic
7.714534187935674e-08,-1345.8070850712713,1.501779448519574e-10,cyclic
7.719139879988173e-08,-1467.3047445536047,1.476627792202438e-10,cyclic
7.723745572040671e-08,-1588.5814333385792,1.4512537611705582e-10,cyclic
7.728351264093171e-08,-1709.6188876030249,1.4256611766596738e-10,cyclic
7.732956956145669e-08,-1830.3988795514,1.3998538928189035e-10,cyclic
7.737562648198169e-08,-1950.9032201612858,1.3738357961302554e-10,cyclic
7.742168340250667e-08,-2071.1137619222013,1.3476108048234174e-10,cyclic
7.746774032303166e-08,-2191.012401568657,1.3211828682856142e-10,cyclic
7.751379724355665e-08,-2310.5810828067174,1.2945559664668784e-10,cyclic
7.755985416408164e-08,-2429.801799032623,1.2677341092807086e-10,cyclic
7.760591108460662e-08,-2548.6565960451426,1.2407213360001376e-10,cyclic
7.765196800513162e-08,-2667.127574748993,1.213521714649457e-10,cyclic
7.76980249256566e-08,-2785.1968938505183,1.186139341391624e-10,cyclic
7.77440818461816e-08,-2902.846772544657,1.1585783399113168e-10,cyclic
7.779013876670658e-08,-3020.0594931922587,1.1308428607940089e-10,cyclic
7.783619568723157e-08,-3136.8174039888713,1.1029370809008333e-10,cyclic
7.788225260775657e-08,-3253.102921622632,1.0748652027395938e-10,cyclic
7.792830952828155e-08,-3368.8985339221817,1.0466314538319122e-10,cyclic
7.797436644880655e-08,-3484.1868024943724,1.0182400860765095e-10,cyclic
7.802042336933153e-08,-3598.9503653498873,9.896953751089647e-11,cyclic
7.806648028985651e-08,-3713.1719395183272,9.610016196577501e-11,cyclic
7.811253721038151e-08,-3826.8343236508945,9.321631408968913e-11,cyclic
7.81585941309065e-08,-3939.920400610457,9.031842817952389e-11,cyclic
7.820465105143149e-08,-4052.4131400498864,8.740694064623677e-11,cyclic
7.825070797195648e-08,-4164.295600976371,8.448228994914366e-11,cyclic
7.829676489248146e-08,-4275.550934302768,8.154491652988145e-11,cyclic
7.834282181300646e-08,-4386.1623853853,7.85952627460823e-11,cyclic
7.838887873353144e-08,-4496.1132965460365,7.563377280475893e-11,cyclic
7.843493565405644e-08,-4605.387109582382,7.266089269540201e-11,cyclic
7.848099257458142e-08,-4713.9673682599705,6.967707012282332e-11,cyclic
7.85270494951064e-08,-4821.837720791202,6.668275443972675e-11,cyclic
7.85731064156314e-08,-4928.981922297857,6.367839657903975e-11,cyclic
7.861916333615639e-08,-5035.383837257173,6.066444898600776e-11,cyclic
7.866522025668138e-08,-5141.027441932194,5.7641365550050854e-11,cyclic
7.871127717720637e-08,-5245.896826784678,5.4609601536417155e-11,cyclic
7.875733409773135e-08,-5349.9761988709415,5.1569613517615066e-11,cyclic
7.880339101825635e-08,-5453.249884220475,4.852185930465785e-11,cyclic
7.884944793878133e-08,-5555.702330196014,4.5466797878121934e-11,cyclic
7.889550485930632e-08,-5657.318107836133,4.240488931902036e-11,cyclic
7.894156177983131e-08,-5758.081914178466,3.9336594739519154e-11,cyclic
7.89876187003563e-08,-5857.978574564354,3.626237621349836e-11,cyclic
7.90336756208813e-08,-5956.993044924338,3.318269670695876e-11,cyclic
7.907973254140628e-08,-6055.110414043242,3.009802000830848e-11,cyclic
7.912578946193126e-08,-6152.315905806265,2.7008810658511623e-11,cyclic
7.917184638245626e-08,-6248.59488142387,2.3915533881132815e-11,cyclic
7.921790330298124e-08,-6343.932841636417,2.081865551227917e-11,cyclic
7.926396022350624e-08,-6438.315428897941,1.7718641930440443e-11,cyclic
7.931001714403122e-08,-6531.728429537749,1.4615959986261675e-11,cyclic
7.935607406455621e-08,-6624.15777590171,1.1511076932230644e-11,cyclic
7.94021309850812e-08,-6715.589548470186,8.404460352314233e-12,cyclic
7.944818790560619e-08,-6806.009977954516,5.296578091544625e-12,cyclic
7.949424482613119e-08,-6895.405447370689,2.1878981855572623e-12,cyclic
7.954030174665617e-08,-6983.762494089707,-9.21111209886345e-13,cyclic
7.958635866718115e-08,-7071.067811865463,-4.029981889407541e-12,cyclic
7.963241558770615e-08,-7157.308252838184,-7.13824566851773e-12,cyclic
7.967847250823114e-08,-7242.470829514651,-1.0245434454122652e-11,cyclic
7.972452942875613e-08,-7326.542716724142,-1.3351080315021656e-11,cyclic
7.977058634928112e-08,-7409.51125354959,-1.645471555236935e-11,cyclic
7.98166432698061e-08,-7491.3639452346015,-1.955587277011552e-11,cyclic
7.98627001903311e-08,-7572.088465064861,-2.2654084945390538e-11,cyclic
7.990875711085608e-08,-7651.672656224568,-2.5748885498834765e-11,cyclic
7.995481403138108e-08,-7730.104533627379,-2.8839808364869746e-11,cyclic
8.000087095190606e-08,-7807.37228572094,-3.192638806187903e-11,cyclic
8.004692787243105e-08,-7883.464276266066,-3.500815976231406e-11,cyclic
8.009298479295604e-08,-7958.3690460888465,-3.8084659362692766e-11,cyclic
8.013904171348103e-08,-8032.075314806425,-4.115542355348956e-11,cyclic
8.018509863400601e-08,-8104.571982525932,-4.421998988891287e-11,cyclic
8.023115555453101e-08,-8175.84813151583,-4.7277896856545406e-11,cyclic
8.027721247505599e-08,-8245.893027850252,-5.0328683946843705e-11,cyclic
8.032326939558099e-08,-8314.696123025458,-5.337189172249484e-11,cyclic
8.036932631610597e-08,-8382.247055548374,-5.640706188759963e-11,cyclic
8.041538323663096e-08,-8448.535652497072,-5.94337373566959e-11,cyclic
8.046144015715595e-08,-8513.551931052642,-6.245146232359135e-11,cyclic
8.050749707768094e-08,-8577.286100002717,-6.545978233000416e-11,cyclic
8.055355399820594e-08,-8639.72856121587,-6.845824433400802e-11,cyclic
8.059961091873092e-08,-8700.869911087106,-7.144639677825238e-11,cyclic
8.06456678392559e-08,-8760.700941954065,-7.442378965797091e-11,cyclic
8.06917247597809e-08,-8819.212643483554,-7.738997458874806e-11,cyclic
8.073778168030588e-08,-8876.396204028517,-8.034450487404186e-11,cyclic
8.078383860083088e-08,-8932.243011955168,-8.32869355724601e-11,cyclic
8.082989552135587e-08,-8986.744656939529,-8.621682356476094e-11,cyclic
8.087595244188085e-08,-9039.892931234428,-8.913372762059012e-11,cyclic
8.092200936240585e-08,-9091.679830905225,-9.203720846492637e-11,cyclic
8.096806628293083e-08,-9142.097557035298,-9.492682884423271e-11,cyclic
8.101412320345583e-08,-9191.138516900588,-9.780215359230994e-11,cyclic
8.106018012398081e-08,-9238.795325112857,-1.0066274969582555e-10,cyclic
8.11062370445058e-08,-9285.06080473215,-1.035081863595289e-10,cyclic
8.115229396503079e-08,-9329.927988347388,-1.0633803507112507e-10,cyclic
8.119835088555578e-08,-9373.39011912574,-1.0915186966580549e-10,cyclic
8.124440780608077e-08,-9415.440651830215,-1.1194926639043125e-10,cyclic
8.129046472660576e-08,-9456.073253805213,-1.147298039673438e-10,cyclic
8.133652164713074e-08,-9495.28180593037,-1.1749306365781196e-10,cyclic
8.138257856765574e-08,-9533.060403541935,-1.2023862932509066e-10,cyclic
8.142863548818072e-08,-9569.403357322079,-1.2296608749708802e-10,cyclic
8.14746924087057e-08,-9604.305194155651,-1.2567502742863595e-10,cyclic
8.15207493292307e-08,-9637.760657954395,-1.2836504116334542e-10,cyclic
8.156680624975569e-08,-9669.764710448522,-1.310357235950411e-10,cyclic
8.161286317028068e-08,-9700.312531945445,-1.3368667252877324e-10,cyclic
8.165892009080567e-08,-9729.399522055592,-1.3631748874138192e-10,cyclic
8.170497701133065e-08,-9757.021300385279,-1.389277760416229e-10,cyclic
8.175103393185565e-08,-9783.173707196273,-1.415171413298302e-10,cyclic
8.179709085238063e-08,-9807.852804032304,-1.4408519465711468e-10,cyclic
8.184314777290563e-08,-9831.054874312165,-1.4663154928409203e-10,cyclic
8.188920469343061e-08,-9852.77642388941,-1.4915582173912043e-10,cyclic
8.19352616139556e-08,-9873.01418157858,-1.5165763187605332e-10,cyclic
8.19813185344806e-08,-9891.765099647806,-1.5413660293148678e-10,cyclic
8.202737545500558e-08,-9909.0263542778,-1.5659236158149694e-10,cyclic
8.207343237553058e-08,-9924.7953459871,-1.5902453799786492e-10,cyclic
8.211948929605556e-08,-9939.069700023558,-1.614327659037675e-10,cyclic
8.216554621658054e-08,-9951.847266721968,-1.638166826289403e-10,cyclic
8.221160313710554e-08,-9963.126121827781,-1.6617592916429356e-10,cyclic
8.225766005763053e-08,-9972.904566786903,-1.6851015021597592e-10,cyclic
8.230371697815552e-08,-9981.181129001492,-1.7081899425888356e-10,cyclic
8.23497738986805e-08,-9987.954562051724,-1.7310211358959516e-10,cyclic
8.239583081920549e-08,-9993.223845883495,-1.7535916437873768e-10,cyclic
8.244188773973049e-08,-9996.988186962042,-1.775898067227646e-10,cyclic
8.248794466025547e-08,-9999.247018391445,-1.7979370469514279e-10,cyclic
8.253400158078047e-08,-10000.0,-1.819705263969447e-10,cyclic
8.258005850130545e-08,-9999.247018391447,-1.841199440068281e-10,cyclic
8.262611542183044e-08,-9996.988186962042,-1.8624163383040737e-10,cyclic
8.267217234235543e-08,-9993.223845883496,-1.883352763489993e-10,cyclic
8.271822926288042e-08,-9987.954562051724,-1.904005562677407e-10,cyclic
8.27642861834054e-08,-9981.181129001492,-1.9243716256307276e-10,cyclic
8.28103431039304e-08,-9972.904566786901,-1.9444478852957868e-10,cyclic
8.285640002445538e-08,-9963.126121827781,-1.9642313182617175e-10,cyclic
8.290245694498038e-08,-9951.84726672197,-1.983718945216288e-10,cyclic
8.294851386550536e-08,-9939.069700023561,-2.0029078313945521e-10,cyclic
8.299457078603035e-08,-9924.795345987102,-2.0217950870208358e-10,cyclic
8.304062770655534e-08,-9909.026354277801,-2.040377867743914e-10,cyclic
8.308668462708033e-08,-9891.76509964781,-2.0586533750653565e-10,cyclic
8.313274154760533e-08,-9873.014181578581,-2.076618856760986e-10,cyclic
8.317879846813031e-08,-9852.776423889414,-2.094271607295335e-10,cyclic
8.322485538865529e-08,-9831.054874312169,-2.1116089682291055e-10,cyclic
8.327091230918029e-08,-9807.852804032307,-2.1286283286195126e-10,cyclic
8.331696922970527e-08,-9783.173707196276,-2.1453271254134786e-10,cyclic
8.336302615023027e-08,-9757.021300385284,-2.161702843833631e-10,cyclic
8.340908307075526e-08,-9729.399522055597,-2.177753017757005e-10,cyclic
8.345513999128024e-08,-9700.312531945448,-2.1934752300864452e-10,cyclic
8.350119691180524e-08,-9669.764710448526,-2.2088671131146056e-10,cyclic
8.354725383233022e-08,-9637.7606579544,-2.223926348880513e-10,cyclic
8.359331075285522e-08,-9604.305194155657,-2.2386506695186556e-10,cyclic
8.36393676733802e-08,-9569.403357322084,-2.2530378576004994e-10,cyclic
8.368542459390519e-08,-9533.06040354194,-2.267085746468441e-10,cyclic
8.373148151443018e-08,-9495.281805930364,-2.280792220562088e-10,cyclic
8.377753843495517e-08,-9456.073253805218,-2.2941552157368547e-10,cyclic
8.382359535548015e-08,-9415.44065183022,-2.30717271957482e-10,cyclic
8.386965227600515e-08,-9373.39011912576,-2.3198427716877875e-10,cyclic
8.391570919653013e-08,-9329.927988347394,-2.3321634640125104e-10,cyclic
8.396176611705513e-08,-9285.060804732157,-2.3441329410980427e-10,cyclic
8.400782303758011e-08,-9238.795325112864,-2.3557494003851614e-10,cyclic
8.40538799581051e-08,-9191.138516900595,-2.367011092477825e-10,cyclic
8.409993687863009e-08,-9142.097557035318,-2.3779163214066245e-10,cyclic
8.414599379915508e-08,-9091.679830905232,-2.3884634448841987e-10,cyclic
8.419205071968007e-08,-9039.892931234435,-2.398650874552543e-10,cyclic
8.423810764020506e-08,-8986.744656939536,-2.4084770762222206e-10,cyclic
8.428416456073004e-08,-8932.24301195516,-2.417940570103403e-10,cyclic
8.433022148125504e-08,-8876.396204028557,-2.427039931028718e-10,cyclic
8.437627840178002e-08,-8819.212643483563,-2.435773788667883e-10,cyclic
8.442233532230502e-08,-8760.700941954072,-2.444140827734058e-10,cyclic
8.446839224283e-08,-8700.869911087113,-2.452139788181936e-10,cyclic
8.451444916335499e-08,-8639.728561215878,-2.4597694653974977e-10,cyclic
8.456050608387999e-08,-8577.286100002726,-2.467028710379411e-10,cyclic
8.460656300440497e-08,-8513.55193105265,-2.473916429912087e-10,cyclic
8.465261992492997e-08,-8448.535652497081,-2.480431586730296e-10,cyclic
8.469867684545495e-08,-8382.247055548383,-2.486573199675386e-10,cyclic
8.474473376597993e-08,-8314.69612302547,-2.492340343843036e-10,cyclic
8.479079068650493e-08,-8245.893027850261,-2.4977321507225444e-10,cyclic
8.483684760702992e-08,-8175.848131515838,-2.502747808327632e-10,cyclic
