model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,robust_margin,normalized_density,normalized_density_truncation
nested_range,0.99,12.0,0.64,0.48,0.08,29.04199770881633,0.00025843126193472477,29.041739277554395,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.48,0.16,27.490226922831496,0.0002584292315733485,27.489968493599925,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.48,0.24,25.486428420881012,0.0002584245710255973,25.486169996309986,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.48,0.32,23.328457914477845,0.0002584179865716188,23.328199496491273,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.56,0.0,26.790770575598287,0.00025841128358228385,26.790512164314706,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.56,0.08,26.514154635791595,0.0002584119982175644,26.513896223793378,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.56,0.16,25.763527233218998,0.0002584125250805275,25.763268820693916,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.56,0.24,24.68350345701527,0.000258411971923077,24.683245045043346,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.64,0.0,27.775961258395334,0.0002583916100574404,27.775702866785277,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.64,0.08,27.592531466345573,0.0002583943657027222,27.59227307197987,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.64,0.64,0.16,27.04038245111727,0.00025839926141241524,27.04012405185586,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.0,0.0,41.909413980983665,0.00025847272390790697,41.90915550825976,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.08,0.0,42.78724379224341,0.0002584704110546861,42.786985321832354,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.08,0.08,41.033014368763034,0.0002584681513148039,41.03275590061172,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.16,0.0,45.796417566586584,0.0002584636761582651,45.79615910291042,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.16,0.08,41.96461291145315,0.0002584615781043716,41.964354449875046,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.16,0.16,38.34062883569954,0.0002584554900897762,38.34037038020945,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.24,0.0,50.437647351213144,0.00025845308795648044,50.437388898125185,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.24,0.08,45.72083536600137,0.00025845127009438,45.720576914731275,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.24,0.16,38.353810565066084,0.000258445997335296,38.35355211906875,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.24,0.24,33.901234564753295,0.00025843779291344696,33.90097612696038,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.32,0.0,54.319844814075815,0.0002584394709829707,54.31958637460483,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.32,0.08,49.753305118226635,0.00025843808112932206,49.7530466801455,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.32,0.16,40.695152270454955,0.0002584339941040097,40.69489383646085,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.32,0.24,32.88537203236101,0.00025842752454201473,32.88511360483647,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.32,0.32,28.34799342470722,0.0002584195156607943,28.34773500519156,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.4,0.0,54.82386680926767,0.00025842377315456113,54.823608385494516,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.4,0.08,51.06701841550261,0.0002584230391599583,51.066759992463446,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.4,0.16,42.5280471171293,0.00025842065708843014,42.52778869647221,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.4,0.24,33.62115250728174,0.0002584166004344505,33.62089409068131,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.4,0.32,26.81703533211912,0.00025841225896910833,26.81677691986015,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.48,0.0,50.90576021655423,0.0002584069564870273,50.90550180959774,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.48,0.08,48.20895819766831,0.0002584073155286002,48.20869979035278,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.48,0.16,41.6172604520099,0.00025840757351305583,41.61700204443639,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.48,0.24,33.903249156364645,0.000258407610668357,33.90299074875398,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.56,0.0,43.88594230092688,0.00025838993360015024,43.88568391099328,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.56,0.08,42.24493969579938,0.00025839237459136956,42.24468130342479,1.0356264383129798,4.52556902145815e-09
nested_range,0.99,12.0,0.72,0.56,0.16,38.063084750408386,0.00025839708447752643,38.062826353323906,1.0356264383129798,4.52556902145815e-09
