study,axis,parts,block,nw,lower_cycle_THz,upper_cycle_THz,mobility_m2_per_J_s,integral_proxy_m2_s,cell_extensivity_hypothesis_mobility_m2_per_J_s,zero_frequency_certified
nvt_1000ps_dt5,transverse,4,2,2.0,0.08,0.16,47866714599.95721,3.415870479394761e-39,27571227609575.35,False
nvt_1000ps_dt5,normal,4,2,3.0,0.02,0.04,11183834635.85573,6.801978428919801e-40,6441888750252.9,False
nvt_1000ps_dt5,direct110,4,2,3.0,0.02,0.04,55990451320.76999,3.4996671292973324e-39,32250499960763.516,False
nvt_1000ps_dt5,transverse,4,2,3.0,0.02,0.04,74402893269.42885,2.2036096383239396e-39,42856066523191.016,False
nvt_1000ps_dt5,normal,4,2,3.0,0.04,0.08,15060822620.73198,5.227386406633231e-40,8675033829541.62,False
nvt_1000ps_dt5,direct110,4,2,3.0,0.04,0.08,63426852103.0181,3.248959971604523e-39,36533866811338.42,False
nvt_1000ps_dt5,transverse,4,2,3.0,0.04,0.08,65190309671.153404,2.530378449939118e-39,37549618370584.36,False
nvt_1000ps_dt5,normal,4,2,3.0,0.08,0.16,19043847570.500767,4.05271221684782e-40,10969256200608.441,False
nvt_1000ps_dt5,direct110,4,2,3.0,0.08,0.16,61507913872.297066,3.200616402427745e-39,35428558390443.11,False
nvt_1000ps_dt5,transverse,4,2,3.0,0.08,0.16,48644132062.33456,3.3623016592792345e-39,28019020067904.703,False
nvt_1000ps_dt5,normal,4,3,2.0,0.02,0.04,17952269994.008976,3.9685543363276635e-40,10340507516549.17,False
nvt_1000ps_dt5,direct110,4,3,2.0,0.02,0.04,53957570820.53966,2.915435149936621e-39,31079560792630.844,False
nvt_1000ps_dt5,transverse,4,3,2.0,0.02,0.04,78205989753.04755,2.2568289489950554e-39,45046650097755.39,False
nvt_1000ps_dt5,normal,4,3,2.0,0.04,0.08,16710266002.617407,4.172093213912804e-40,9625113217507.627,False
nvt_1000ps_dt5,direct110,4,3,2.0,0.04,0.08,52825833294.23612,3.03979673161666e-39,30427679977480.008,False
nvt_1000ps_dt5,transverse,4,3,2.0,0.04,0.08,50596967667.78226,3.3391074358615746e-39,29143853376642.58,False
nvt_1000ps_dt5,normal,4,3,2.0,0.08,0.16,16346825195.554125,4.1508333166742925e-40,9415771312639.176,False
nvt_1000ps_dt5,direct110,4,3,2.0,0.08,0.16,53059498740.33007,2.9803249097984584e-39,30562271274430.12,False
nvt_1000ps_dt5,transverse,4,3,2.0,0.08,0.16,54189016943.85403,3.137029699506506e-39,31212873759659.918,False
nvt_1000ps_dt5,normal,4,3,3.0,0.02,0.04,18569422391.26974,3.9404082230069676e-40,10695987297371.371,False
nvt_1000ps_dt5,direct110,4,3,3.0,0.02,0.04,50984245928.39914,3.1045212510384524e-39,29366925654757.906,False
nvt_1000ps_dt5,transverse,4,3,3.0,0.02,0.04,84143202652.2311,2.158996512564764e-39,48466484727685.11,False
nvt_1000ps_dt5,normal,4,3,3.0,0.04,0.08,17199645117.108288,4.0150308786131374e-40,9906995587454.373,False
nvt_1000ps_dt5,direct110,4,3,3.0,0.04,0.08,53869912173.69889,2.952135106495104e-39,31029069412050.562,False
nvt_1000ps_dt5,transverse,4,3,3.0,0.04,0.08,52916215610.04661,3.1963618955627876e-39,30479740191386.848,False
nvt_1000ps_dt5,normal,4,3,3.0,0.08,0.16,16853463436.587624,4.025454772877065e-40,9707594939474.47,False
nvt_1000ps_dt5,direct110,4,3,3.0,0.08,0.16,55216598031.4462,2.867292891944091e-39,31804760466113.008,False
nvt_1000ps_dt5,transverse,4,3,3.0,0.08,0.16,55676588473.43412,3.056190810430124e-39,32069714960698.055,False
nve_1000ps_dt2p5,normal,1,0,2.0,0.02,0.04,13903290758.893484,4.883979897883374e-40,8008295477122.646,False
nve_1000ps_dt2p5,direct110,1,0,2.0,0.02,0.04,61524129706.03899,2.8403934721874825e-39,35437898710678.45,False
nve_1000ps_dt2p5,transverse,1,0,2.0,0.02,0.04,57889026508.43132,3.063237086181273e-39,33344079268856.44,False
nve_1000ps_dt2p5,normal,1,0,2.0,0.04,0.08,15796781757.390238,4.288287782479894e-40,9098946292256.777,False
nve_1000ps_dt2p5,direct110,1,0,2.0,0.04,0.08,56443649090.33861,3.094377576808847e-39,32511541876035.04,False
nve_1000ps_dt2p5,transverse,1,0,2.0,0.04,0.08,49541129383.02138,3.574808764569948e-39,28535690524620.312,False
nve_1000ps_dt2p5,normal,1,0,2.0,0.08,0.16,15101124334.346058,4.496710385048194e-40,8698247616583.329,False
nve_1000ps_dt2p5,direct110,1,0,2.0,0.08,0.16,48974561374.296555,3.5665877270226016e-39,28209347351594.816,False
nve_1000ps_dt2p5,transverse,1,0,2.0,0.08,0.16,55722595869.41208,3.170671377311381e-39,32096215220781.36,False
nve_1000ps_dt2p5,normal,1,0,3.0,0.02,0.04,13731419786.907463,4.946310882235624e-40,7909297797258.699,False
nve_1000ps_dt2p5,direct110,1,0,3.0,0.02,0.04,60014824790.796234,2.915735337812608e-39,34568539079498.633,False
nve_1000ps_dt2p5,transverse,1,0,3.0,0.02,0.04,60215839988.35747,2.94853529293261e-39,34684323833293.902,False
nve_1000ps_dt2p5,normal,1,0,3.0,0.04,0.08,16174471956.042679,4.1878663192738636e-40,9316495846680.582,False
nve_1000ps_dt2p5,direct110,1,0,3.0,0.04,0.08,56600796610.04987,3.0833354399659057e-39,32602058847388.727,False
nve_1000ps_dt2p5,transverse,1,0,3.0,0.04,0.08,50286413282.3152,3.5189864093013086e-39,28964974050613.555,False
nve_1000ps_dt2p5,normal,1,0,3.0,0.08,0.16,15112607507.201147,4.49780714006944e-40,8704861924147.86,False
nve_1000ps_dt2p5,direct110,1,0,3.0,0.08,0.16,48103560323.952065,3.634091152148299e-39,27707650746596.39,False
nve_1000ps_dt2p5,transverse,1,0,3.0,0.08,0.16,55343026735.93365,3.19248975226032e-39,31877583399897.78,False
nve_1000ps_dt2p5,normal,2,0,2.0,0.02,0.04,16225369429.379604,4.6127280321339175e-40,9345812791322.652,False
nve_1000ps_dt2p5,direct110,2,0,2.0,0.02,0.04,61105841954.31534,2.9338221628813537e-39,35196964965685.63,False
nve_1000ps_dt2p5,transverse,2,0,2.0,0.02,0.04,53077372425.550186,3.3695535507140074e-39,30572566517116.906,False
nve_1000ps_dt2p5,normal,2,0,2.0,0.04,0.08,15963701617.957167,4.6792771418825025e-40,9195092131943.328,False
nve_1000ps_dt2p5,direct110,2,0,2.0,0.04,0.08,58876662881.30458,3.057192680050916e-39,33912957819631.438,False
nve_1000ps_dt2p5,transverse,2,0,2.0,0.04,0.08,51801099588.4026,3.4706647576497176e-39,29837433362919.9,False
nve_1000ps_dt2p5,normal,2,0,2.0,0.08,0.16,16556220960.481394,4.539300028361468e-40,9536383273237.283,False
nve_1000ps_dt2p5,direct110,2,0,2.0,0.08,0.16,53429570089.834526,3.368594630300434e-39,30775432371744.688,False
nve_1000ps_dt2p5,transverse,2,0,2.0,0.08,0.16,57390086123.152664,3.125416683553909e-39,33056689606935.934,False
nve_1000ps_dt2p5,normal,2,0,3.0,0.02,0.04,16120807706.129454,4.656890195876759e-40,9285585238730.564,False
nve_1000ps_dt2p5,direct110,2,0,3.0,0.02,0.04,62857286039.11873,2.8578647077663533e-39,36205796758532.39,False
nve_1000ps_dt2p5,transverse,2,0,3.0,0.02,0.04,51619981874.117935,3.470004235626989e-39,29733109559491.93,False
nve_1000ps_dt2p5,normal,2,0,3.0,0.04,0.08,15816947176.366861,4.719620054473154e-40,9110561573587.312,False
nve_1000ps_dt2p5,direct110,2,0,3.0,0.04,0.08,59945370953.35576,3.0149237821552995e-39,34528533669132.918,False
nve_1000ps_dt2p5,transverse,2,0,3.0,0.04,0.08,51799221434.754074,3.482665715390268e-39,29836351546418.348,False
nve_1000ps_dt2p5,normal,2,0,3.0,0.08,0.16,16700416535.35192,4.508849426744332e-40,9619439924362.705,False
nve_1000ps_dt2p5,direct110,2,0,3.0,0.08,0.16,53474986436.87783,3.3759383872299404e-39,30801592187641.63,False
nve_1000ps_dt2p5,transverse,2,0,3.0,0.08,0.16,61130327417.90545,2.9461170460652245e-39,35211068592713.54,False
nve_1000ps_dt2p5,normal,2,1,2.0,0.02,0.04,12544246165.916767,5.057657411589215e-40,7225485791568.058,False
nve_1000ps_dt2p5,direct110,2,1,2.0,0.02,0.04,71425664554.13515,2.4060201151254548e-39,41141182783181.84,False
nve_1000ps_dt2p5,transverse,2,1,2.0,0.02,0.04,60913917743.50935,3.000003624856865e-39,35086416620261.387,False
nve_1000ps_dt2p5,normal,2,1,2.0,0.04,0.08,14216349332.19868,4.3115140691636886e-40,8188617215346.44,False
nve_1000ps_dt2p5,direct110,2,1,2.0,0.04,0.08,54752942032.30668,3.1075247442114715e-39,31537694610608.65,False
nve_1000ps_dt2p5,transverse,2,1,2.0,0.04,0.08,46414540011.0787,3.7816414392705514e-39,26734775046381.33,False
nve_1000ps_dt2p5,normal,2,1,2.0,0.08,0.16,13557885247.236267,4.5203283257902226e-40,7809341902408.09,False
nve_1000ps_dt2p5,direct110,2,1,2.0,0.08,0.16,51843783482.74856,3.27808535624731e-39,29862019286063.168,False
nve_1000ps_dt2p5,transverse,2,1,2.0,0.08,0.16,53118919420.50016,3.302449179742918e-39,30596497586208.094,False
nve_1000ps_dt2p5,normal,2,1,3.0,0.02,0.04,12559902005.496422,5.1991527079429814e-40,7234503555165.939,False
nve_1000ps_dt2p5,direct110,2,1,3.0,0.02,0.04,69398834746.41292,2.4732100647435457e-39,39973728813933.84,False
nve_1000ps_dt2p5,transverse,2,1,3.0,0.02,0.04,60101547921.84176,3.1266924759832344e-39,34618491602980.85,False
nve_1000ps_dt2p5,normal,2,1,3.0,0.04,0.08,13691840221.275686,4.478983248743734e-40,7886499967454.795,False
nve_1000ps_dt2p5,direct110,2,1,3.0,0.04,0.08,54401342061.98587,3.130977895628647e-39,31335173027703.86,False
nve_1000ps_dt2p5,transverse,2,1,3.0,0.04,0.08,44492633294.756035,3.9542482374652e-39,25627756777779.477,False
nve_1000ps_dt2p5,normal,2,1,3.0,0.08,0.16,13564197703.549032,4.5228454450555806e-40,7812977877244.242,False
nve_1000ps_dt2p5,direct110,2,1,3.0,0.08,0.16,52298847922.98641,3.251109179185631e-39,30124136403640.17,False
nve_1000ps_dt2p5,transverse,2,1,3.0,0.08,0.16,52243259877.99494,3.3598163046748035e-39,30092117689725.086,False
nve_1000ps_dt2p5,normal,4,0,2.0,0.02,0.04,15865214301.980242,4.989111152385122e-40,9138363437940.62,False
nve_1000ps_dt2p5,direct110,4,0,2.0,0.02,0.04,62889728799.35067,3.024976869313831e-39,36224483788425.984,False
nve_1000ps_dt2p5,transverse,4,0,2.0,0.02,0.04,51741207481.60977,3.4349863335240706e-39,29802935509407.227,False
nve_1000ps_dt2p5,normal,4,0,2.0,0.04,0.08,16520064170.201416,4.831439645554403e-40,9515556962036.016,False
nve_1000ps_dt2p5,direct110,4,0,2.0,0.04,0.08,59803324142.55018,3.1824757401997325e-39,34446714706108.902,False
nve_1000ps_dt2p5,transverse,4,0,2.0,0.04,0.08,48849806389.70369,3.638318469320366e-39,28137488480469.324,False
nve_1000ps_dt2p5,normal,4,0,2.0,0.08,0.16,17156246020.229153,4.612418149199129e-40,9881997707651.992,False
nve_1000ps_dt2p5,direct110,4,0,2.0,0.08,0.16,57691553257.354614,3.293137083746784e-39,33230334676236.258,False
nve_1000ps_dt2p5,transverse,4,0,2.0,0.08,0.16,54191972899.4695,3.261656320835947e-39,31214576390094.43,False
nve_1000ps_dt2p5,normal,4,0,3.0,0.02,0.04,16559559443.973103,4.775633593593005e-40,9538306239728.508,False
nve_1000ps_dt2p5,direct110,4,0,3.0,0.02,0.04,63294263577.88899,3.008637759246142e-39,36457495820864.06,False
nve_1000ps_dt2p5,transverse,4,0,3.0,0.02,0.04,49793457342.92504,3.563262045220991e-39,28681031429524.824,False
nve_1000ps_dt2p5,normal,4,0,3.0,0.04,0.08,15852160682.95875,5.022437713630586e-40,9130844553384.24,False
nve_1000ps_dt2p5,direct110,4,0,3.0,0.04,0.08,56569037920.05417,3.369938828923547e-39,32583765841951.203,False
nve_1000ps_dt2p5,transverse,4,0,3.0,0.04,0.08,50935394931.935844,3.4805686663063864e-39,29338787480795.047,False
nve_1000ps_dt2p5,normal,4,0,3.0,0.08,0.16,16427799801.939156,4.815601732833723e-40,9462412685916.953,False
nve_1000ps_dt2p5,direct110,4,0,3.0,0.08,0.16,59451737511.22089,3.1917192985572035e-39,34244200806463.23,False
nve_1000ps_dt2p5,transverse,4,0,3.0,0.08,0.16,53498970990.92096,3.30446377644839e-39,30815407290770.473,False
nve_1000ps_dt2p5,normal,4,1,2.0,0.02,0.04,19026811462.895573,3.7376073170891585e-40,10959443402627.85,False
nve_1000ps_dt2p5,direct110,4,1,2.0,0.02,0.04,48056747359.66712,3.538587940214006e-39,27680686479168.26,False
nve_1000ps_dt2p5,transverse,4,1,2.0,0.02,0.04,63013423052.24015,2.8768265208867988e-39,36295731678090.33,False
nve_1000ps_dt2p5,normal,4,1,2.0,0.04,0.08,17438340807.94921,4.057111129012954e-40,10044484305378.746,False
nve_1000ps_dt2p5,direct110,4,1,2.0,0.04,0.08,55549687956.3671,3.052005765391417e-39,31996620262867.453,False
nve_1000ps_dt2p5,transverse,4,1,2.0,0.04,0.08,57078658316.633514,3.180407843613075e-39,32877307190380.906,False
nve_1000ps_dt2p5,normal,4,1,2.0,0.08,0.16,15778796335.746164,4.479553732230574e-40,9088586689389.791,False
nve_1000ps_dt2p5,direct110,4,1,2.0,0.08,0.16,51158660529.34275,3.2905090024370557e-39,29467388464901.426,False
nve_1000ps_dt2p5,transverse,4,1,2.0,0.08,0.16,49992529332.95129,3.600880931069598e-39,28795696895779.94,False
nve_1000ps_dt2p5,normal,4,1,3.0,0.02,0.04,19745293718.04106,3.5847399468436833e-40,11373289181591.652,False
nve_1000ps_dt2p5,direct110,4,1,3.0,0.02,0.04,48954955751.1638,3.4775590831511297e-39,28198054512670.35,False
nve_1000ps_dt2p5,transverse,4,1,3.0,0.02,0.04,68500308072.227486,2.664892306238459e-39,39456177449603.03,False
nve_1000ps_dt2p5,normal,4,1,3.0,0.04,0.08,17304887950.643066,4.085751511010228e-40,9967615459570.406,False
nve_1000ps_dt2p5,direct110,4,1,3.0,0.04,0.08,55471162807.57663,3.0570492812910464e-39,31951389777164.14,False
nve_1000ps_dt2p5,transverse,4,1,3.0,0.04,0.08,57091008372.40095,3.183349341404679e-39,32884420822502.945,False
nve_1000ps_dt2p5,normal,4,1,3.0,0.08,0.16,16291078625.64338,4.341451273191198e-40,9383661288370.586,False
nve_1000ps_dt2p5,direct110,4,1,3.0,0.08,0.16,50167140047.49808,3.3556223212738055e-39,28896272667358.89,False
nve_1000ps_dt2p5,transverse,4,1,3.0,0.08,0.16,47956683878.62046,3.756047971928538e-39,27623049914085.387,False
nve_1000ps_dt2p5,normal,4,2,2.0,0.02,0.04,9288313434.00722,6.424466106241953e-40,5350068537988.158,False
nve_1000ps_dt2p5,direct110,4,2,2.0,0.02,0.04,66955474258.1246,2.5025711485269755e-39,38566353172679.77,False
nve_1000ps_dt2p5,transverse,4,2,2.0,0.02,0.04,69008108867.62247,2.656574688599867e-39,39748670707750.54,False
nve_1000ps_dt2p5,normal,4,2,2.0,0.04,0.08,13781445639.80634,4.2023431358883745e-40,7938112688528.451,False
nve_1000ps_dt2p5,direct110,4,2,2.0,0.04,0.08,53014873015.37799,3.024353735238955e-39,30536566856857.723,False
nve_1000ps_dt2p5,transverse,4,2,2.0,0.04,0.08,48250377179.44707,3.533987723725183e-39,27792217255361.51,False
nve_1000ps_dt2p5,normal,4,2,2.0,0.08,0.16,13069828551.629208,4.499794894323239e-40,7528221245738.424,False
nve_1000ps_dt2p5,direct110,4,2,2.0,0.08,0.16,42377112110.90125,3.85257535024259e-39,24409216575879.12,False
nve_1000ps_dt2p5,transverse,4,2,2.0,0.08,0.16,54481221237.69861,3.112293357703523e-39,31381183432914.4,False
nve_1000ps_dt2p5,normal,4,2,3.0,0.02,0.04,9578158354.233377,6.185768360973608e-40,5517019212038.426,False
nve_1000ps_dt2p5,direct110,4,2,3.0,0.02,0.04,69723420387.82835,2.3978632822436566e-39,40160690143389.13,False
nve_1000ps_dt2p5,transverse,4,2,3.0,0.02,0.04,72593889327.90152,2.498767092301739e-39,41814080252871.27,False
nve_1000ps_dt2p5,normal,4,2,3.0,0.04,0.08,13861624038.175306,4.1913486221750565e-40,7984295445988.977,False
nve_1000ps_dt2p5,direct110,4,2,3.0,0.04,0.08,55539581263.01833,2.8830943253364625e-39,31990798807498.56,False
nve_1000ps_dt2p5,transverse,4,2,3.0,0.04,0.08,50792201985.85831,3.359532284312712e-39,29256308343854.383,False
nve_1000ps_dt2p5,normal,4,2,3.0,0.08,0.16,12619466595.021204,4.659504590505146e-40,7268812758732.214,False
nve_1000ps_dt2p5,direct110,4,2,3.0,0.08,0.16,42934087539.52385,3.801722767611443e-39,24730034422765.74,False
nve_1000ps_dt2p5,transverse,4,2,3.0,0.08,0.16,53467303896.42089,3.170505970569738e-39,30797167044338.434,False
nve_1000ps_dt2p5,normal,4,3,2.0,0.02,0.04,17722968299.297157,3.7188341764713295e-40,10208429740395.162,False
nve_1000ps_dt2p5,direct110,4,3,2.0,0.02,0.04,82538026257.44528,2.22078682806847e-39,47541903124288.484,False
nve_1000ps_dt2p5,transverse,4,3,2.0,0.02,0.04,64357916976.67979,2.8414320169167704e-39,37070160178567.555,False
nve_1000ps_dt2p5,normal,4,3,2.0,0.04,0.08,16981615235.775717,3.9173982067799075e-40,9781410375806.812,False
nve_1000ps_dt2p5,direct110,4,3,2.0,0.04,0.08,56986436612.382774,3.219644791433495e-39,32824187488732.477,False
nve_1000ps_dt2p5,transverse,4,3,2.0,0.04,0.08,58481587065.29715,3.138528697689886e-39,33685394149611.156,False
nve_1000ps_dt2p5,normal,4,3,2.0,0.08,0.16,13976467037.255754,4.663679301527842e-40,8050445013459.314,False
nve_1000ps_dt2p5,direct110,4,3,2.0,0.08,0.16,62613271765.333534,2.8832874580119607e-39,36065244536832.12,False
nve_1000ps_dt2p5,transverse,4,3,2.0,0.08,0.16,56123432595.73959,3.2437555721095594e-39,32327097175146.008,False
nve_1000ps_dt2p5,normal,4,3,3.0,0.02,0.04,18167289516.431507,3.6599904472157775e-40,10464358761464.549,False
nve_1000ps_dt2p5,direct110,4,3,3.0,0.02,0.04,89131336695.80727,2.086533330107455e-39,51339649936784.984,False
nve_1000ps_dt2p5,transverse,4,3,3.0,0.02,0.04,62067536913.334206,2.9779649393180546e-39,35750901262080.5,False
nve_1000ps_dt2p5,normal,4,3,3.0,0.04,0.08,17186613344.330284,3.851458834630676e-40,9899489286334.244,False
nve_1000ps_dt2p5,direct110,4,3,3.0,0.04,0.08,58134576583.37934,3.146016855953228e-39,33485516112026.5,False
nve_1000ps_dt2p5,transverse,4,3,3.0,0.04,0.08,59248870073.59659,3.107800212451264e-39,34127349162391.633,False
nve_1000ps_dt2p5,normal,4,3,3.0,0.08,0.16,13975446275.052385,4.678959410224103e-40,8049857054430.174,False
nve_1000ps_dt2p5,direct110,4,3,3.0,0.08,0.16,67437009098.824135,2.6747135381637488e-39,38843717240922.7,False
nve_1000ps_dt2p5,transverse,4,3,3.0,0.08,0.16,56423790296.34716,3.239286873615612e-39,32500103210695.965,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,2.0,0.02,0.04,74198436727.8477,1.246054248933668e-39,10684574888810.068,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,2.0,0.02,0.04,171227307274.1494,1.3189455357242027e-38,24656732247477.516,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,2.0,0.02,0.04,207957841481.78775,1.2469756736130106e-38,29945929173377.438,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,2.0,0.04,0.08,69464479982.74683,1.3346056906972066e-39,10002885117515.543,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,2.0,0.04,0.08,211735167690.8823,1.0649523966108378e-38,30489864147487.05,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,2.0,0.04,0.08,235164108344.07556,1.0950976748583597e-38,33863631601546.883,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,2.0,0.08,0.16,79581647798.66005,1.1637371648103427e-39,11459757283007.047,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,2.0,0.08,0.16,222391544075.7627,1.0133120442129238e-38,32024382346909.83,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,2.0,0.08,0.16,260090322744.27542,9.955313072510252e-39,37453006475175.664,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,3.0,0.02,0.04,77056051576.93301,1.1952144260198024e-39,11096071427078.354,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,3.0,0.02,0.04,174260066505.6931,1.294100706214649e-38,25093449576819.81,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,3.0,0.02,0.04,207757731776.5973,1.2494417714774679e-38,29917113375830.008,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,3.0,0.04,0.08,68513580817.21562,1.3568664075426618e-39,9865955637679.049,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,3.0,0.04,0.08,206239390601.9472,1.0969799522164774e-38,29698472246680.4,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,3.0,0.04,0.08,234748393367.5969,1.0984851469495e-38,33803768644933.953,False
nve_N6_serial_1000ps_dt2p5,normal,1,0,3.0,0.08,0.16,78734266474.6482,1.184472143341262e-39,11337734372349.34,False
nve_N6_serial_1000ps_dt2p5,direct110,1,0,3.0,0.08,0.16,219033373352.5285,1.0363073160094635e-38,31540805762764.105,False
nve_N6_serial_1000ps_dt2p5,transverse,1,0,3.0,0.08,0.16,259534419279.92392,9.978665791401667e-39,37372956376309.05,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,2.0,0.02,0.04,62493001615.30206,1.4369733091954547e-39,8998992232603.496,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,2.0,0.02,0.04,239034617162.48578,1.0193366777997863e-38,34420984871397.953,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,2.0,0.02,0.04,221254975639.93262,1.175653261383083e-38,31860716492150.297,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,2.0,0.04,0.08,72671989025.55164,1.248374655028156e-39,10464766419679.436,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,2.0,0.04,0.08,290767378152.1116,8.119417695138364e-39,41870502453904.06,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,2.0,0.04,0.08,262371716599.40738,9.4979645594385e-39,37781527190314.664,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,2.0,0.08,0.16,84376662687.98448,1.064188291816429e-39,12150239427069.766,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,2.0,0.08,0.16,237869296996.7397,9.797045108829697e-39,34253178767530.516,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,2.0,0.08,0.16,262164935574.3037,9.503882069835594e-39,37751750722699.734,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,3.0,0.02,0.04,60549502279.9392,1.47947564103439e-39,8719128328311.245,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,3.0,0.02,0.04,236557811306.39694,1.0569389141290804e-38,34064324828121.16,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,3.0,0.02,0.04,240499062733.79544,1.1128690226929995e-38,34631865033666.543,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,3.0,0.04,0.08,74893800944.66081,1.2056252733873625e-39,10784707336031.156,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,3.0,0.04,0.08,318276071472.45123,7.39595077593449e-39,45831754292032.98,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,3.0,0.04,0.08,259065400224.5342,9.636683611863531e-39,37305417632332.93,False
nve_N6_serial_1000ps_dt2p5,normal,2,0,3.0,0.08,0.16,85544734214.9671,1.0471849426347495e-39,12318441726955.262,False
nve_N6_serial_1000ps_dt2p5,direct110,2,0,3.0,0.08,0.16,246990300950.06958,9.414477672966618e-39,35566603336810.016,False
nve_N6_serial_1000ps_dt2p5,transverse,2,0,3.0,0.08,0.16,260720253322.69785,9.561102133303514e-39,37543716478468.49,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,2.0,0.02,0.04,94545165258.87573,1.0534113886076905e-39,13614503797278.105,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,2.0,0.02,0.04,132064551882.16667,1.718654332384599e-38,19017295471032.0,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,2.0,0.02,0.04,240006318251.6809,1.1150482815300698e-38,34560909828242.05,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,2.0,0.04,0.08,76561820716.3349,1.2493548825875048e-39,11024902183152.227,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,2.0,0.04,0.08,192071576447.29495,1.1455148576256616e-38,27658307008410.473,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,2.0,0.04,0.08,219148227682.8591,1.2515572018737045e-38,31557344786331.71,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,2.0,0.08,0.16,78150313209.34724,1.2139184344283046e-39,11253645102146.004,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,2.0,0.08,0.16,218783013982.37173,9.869802959729651e-39,31504754013461.53,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,2.0,0.08,0.16,261467002734.39273,1.0238282510731026e-38,37651248393752.555,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,3.0,0.02,0.04,88158612626.78716,1.1220551346271963e-39,12694840218257.35,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,3.0,0.02,0.04,126562189602.19666,1.7996436023842177e-38,18224955302716.32,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,3.0,0.02,0.04,245335398186.73376,1.0982806747781321e-38,35328297338889.664,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,3.0,0.04,0.08,75495966792.56407,1.2638798004037489e-39,10871419218129.227,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,3.0,0.04,0.08,202584555343.73715,1.1233135355805904e-38,29172175969498.15,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,3.0,0.04,0.08,217045278009.823,1.3055044795685384e-38,31254520033414.51,False
nve_N6_serial_1000ps_dt2p5,normal,2,1,3.0,0.08,0.16,77236971613.93062,1.233403580404732e-39,11122123912406.01,False
nve_N6_serial_1000ps_dt2p5,direct110,2,1,3.0,0.08,0.16,219117669936.96017,9.932046136847198e-39,31552944470922.266,False
nve_N6_serial_1000ps_dt2p5,transverse,2,1,3.0,0.08,0.16,259864529084.94717,1.0346583036976213e-38,37420492188232.39,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,2.0,0.02,0.04,60394762682.26237,1.4118224588605048e-39,8696845826245.781,False
nve_N6_serial_1000ps_dt2p5,direct110,4,0,2.0,0.02,0.04,265191911509.43936,9.772196527480132e-39,38187635257359.266,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,2.0,0.02,0.04,219247898887.683,1.1680871506057538e-38,31571697439826.355,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,2.0,0.04,0.08,71560223974.74088,1.1625346763214522e-39,10304672252362.686,False
nve_N6_serial_1000ps_dt2p5,direct110,4,0,2.0,0.04,0.08,244482797369.92374,1.012936998990583e-38,35205522821269.016,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,2.0,0.04,0.08,274183547589.06638,9.138987436209841e-39,39482430852825.555,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,2.0,0.08,0.16,77346319508.98572,1.0846822355131303e-39,11137870009293.943,False
