model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,1.0,12.0,0.64,0.4,0.32,22.91109402366015,2.691174116883063e-05,22.91106711191898,
shape_refinement/old_family,1.0,12.0,0.64,0.4,0.4,20.538215522477618,2.6911613097617437e-05,20.53818861086452,
shape_refinement/old_family,1.0,12.0,0.64,0.48,0.0,30.14656700320151,2.69119266553584e-05,30.146540091274854,
shape_refinement/old_family,1.0,12.0,0.64,0.48,0.08,29.377305857219174,2.6911904764955187e-05,29.37727894531441,
shape_refinement/old_family,1.0,12.0,0.64,0.48,0.16,27.38934065683661,2.6911841160221816e-05,27.389313744995448,
shape_refinement/old_family,1.0,12.0,0.64,0.48,0.24,24.81980518445126,2.691174306795435e-05,24.81977827270819,
shape_refinement/old_family,1.0,12.0,0.64,0.48,0.32,22.11561230391713,2.691162938249621e-05,22.115585392287745,
shape_refinement/old_family,1.0,12.0,0.64,0.56,0.0,25.626951745781057,2.691179789965863e-05,25.626924833983157,
shape_refinement/old_family,1.0,12.0,0.64,0.56,0.08,25.340596389132855,2.6911778721938953e-05,25.340569477354133,
shape_refinement/old_family,1.0,12.0,0.64,0.56,0.16,24.555062906312518,2.6911724966480582e-05,24.555035994587552,
shape_refinement/old_family,1.0,12.0,0.64,0.56,0.24,23.401555879432273,2.691165216297424e-05,23.40152896778011,
shape_refinement/old_family,1.0,12.0,0.64,0.64,0.0,25.633407197534908,2.691167903217361e-05,25.633380285855875,
shape_refinement/old_family,1.0,12.0,0.64,0.64,0.08,25.50611843619524,2.6911667538583157e-05,25.5060915245277,
shape_refinement/old_family,1.0,12.0,0.64,0.64,0.16,25.09702922934547,2.6911641929806017e-05,25.09700231770354,
shape_refinement/old_family,1.0,12.0,0.72,0.0,0.0,34.51286132676561,2.691218652484132e-05,34.51283441457908,
shape_refinement/old_family,1.0,12.0,0.72,0.08,0.0,36.28944714163373,2.6912172192669248e-05,36.289420229461534,
shape_refinement/old_family,1.0,12.0,0.72,0.08,0.08,34.34946917516985,2.6912157566013635e-05,34.349442263012286,
shape_refinement/old_family,1.0,12.0,0.72,0.16,0.0,42.102959904773655,2.691213025251336e-05,42.1029329926434,
shape_refinement/old_family,1.0,12.0,0.72,0.16,0.08,37.092963558838576,2.6912114805372144e-05,37.09293664672377,
shape_refinement/old_family,1.0,12.0,0.72,0.16,0.16,33.39570321770776,2.6912069751726926e-05,33.39567630563801,
shape_refinement/old_family,1.0,12.0,0.72,0.24,0.0,50.72084535180337,2.6912063824007903e-05,50.720818439739546,
shape_refinement/old_family,1.0,12.0,0.72,0.24,0.08,44.37589669803294,2.6912047229330445e-05,44.37586978598571,
shape_refinement/old_family,1.0,12.0,0.72,0.24,0.16,35.293622127828996,2.6911998962832374e-05,35.29359521583003,
shape_refinement/old_family,1.0,12.0,0.72,0.24,0.24,30.80658676134508,2.6911923719793374e-05,30.80655984942136,
shape_refinement/old_family,1.0,12.0,0.72,0.32,0.0,58.05334511493452,2.6911977898037595e-05,58.053318202956625,
shape_refinement/old_family,1.0,12.0,0.72,0.32,0.08,52.02368429237448,2.6911960208390024e-05,52.02365738041428,
shape_refinement/old_family,1.0,12.0,0.72,0.32,0.16,40.51351903966196,2.6911908946766673e-05,40.51349212775301,
shape_refinement/old_family,1.0,12.0,0.72,0.32,0.24,31.172560255996505,2.6911830013179583e-05,31.172533344166492,
shape_refinement/old_family,1.0,12.0,0.72,0.32,0.32,26.41260737550831,2.691173564219236e-05,26.412580463772667,
shape_refinement/old_family,1.0,12.0,0.72,0.4,0.0,60.03342228591427,2.6911878928150306e-05,60.033395374035344,
shape_refinement/old_family,1.0,12.0,0.72,0.4,0.08,55.288946409425556,2.6911860880488942e-05,55.28891949756468,
shape_refinement/old_family,1.0,12.0,0.72,0.4,0.16,44.606075622345394,2.6911809121985477e-05,44.60604871053627,
shape_refinement/old_family,1.0,12.0,0.72,0.4,0.24,33.651883093766514,2.691173221860945e-05,33.651856182034294,
shape_refinement/old_family,1.0,12.0,0.72,0.4,0.32,25.555513036103576,2.6911651731968178e-05,25.555486124451843,
shape_refinement/old_family,1.0,12.0,0.72,0.48,0.0,55.18578588593746,2.691177420340584e-05,55.18575897416326,
shape_refinement/old_family,1.0,12.0,0.72,0.48,0.08,51.965227461104135,2.6911757820517514e-05,51.965200549346314,
shape_refinement/old_family,1.0,12.0,0.72,0.48,0.16,44.05993095513866,2.6911712823361844e-05,44.05990404342584,
shape_refinement/old_family,1.0,12.0,0.72,0.48,0.24,34.767442951503085,2.6911655613056113e-05,34.767416039847475,
shape_refinement/old_family,1.0,12.0,0.72,0.56,0.0,45.50085790208069,2.69116711107472e-05,45.500830990409575,
shape_refinement/old_family,1.0,12.0,0.72,0.56,0.08,43.669404415201434,2.691166097253647e-05,43.66937750354046,
shape_refinement/old_family,1.0,12.0,0.72,0.56,0.16,38.97179866424987,2.6911639339436837e-05,38.97177175261053,
shape_refinement/old_family,1.0,12.0,0.72,0.64,0.0,36.0703098612645,2.691157646791373e-05,36.07028294968803,
shape_refinement/old_family,1.0,12.0,0.72,0.64,0.08,35.27914112312536,2.6911582268260504e-05,35.279114211543096,
shape_refinement/old_family,1.0,12.0,0.72,0.72,0.0,33.85571072645334,2.6911496163502242e-05,33.855683814957175,
shape_refinement/old_family,1.0,12.0,0.8,0.0,0.0,39.92007705835407,2.691194078380734e-05,39.92005014641328,
shape_refinement/old_family,1.0,12.0,0.8,0.08,0.0,43.739077381858536,2.6911930483949904e-05,43.73905046992805,
shape_refinement/old_family,1.0,12.0,0.8,0.08,0.08,39.479777167716264,2.691191987315408e-05,39.47975025579639,
shape_refinement/old_family,1.0,12.0,0.8,0.16,0.0,55.72732232958839,2.6911900263888546e-05,55.727295417688126,
shape_refinement/old_family,1.0,12.0,0.8,0.16,0.08,44.4745538271464,2.6911888817533337e-05,44.474526915257584,
shape_refinement/old_family,1.0,12.0,0.8,0.16,0.16,37.72508881371255,2.6911855539039668e-05,37.72506190185701,
shape_refinement/old_family,1.0,12.0,0.8,0.24,0.0,73.35194047448877,2.691185217156195e-05,73.3519135626366,
shape_refinement/old_family,1.0,12.0,0.8,0.24,0.08,58.419231348142986,2.691183968317886e-05,58.4192044363033,
shape_refinement/old_family,1.0,12.0,0.8,0.24,0.16,41.36076331049502,2.6911803762980137e-05,41.36073639869125,
shape_refinement/old_family,1.0,12.0,0.8,0.24,0.24,33.91880064187175,2.6911749541340335e-05,33.918773730122204,
shape_refinement/old_family,1.0,12.0,0.8,0.32,0.0,89.7820848966968,2.6911789600032314e-05,89.7820579849072,
shape_refinement/old_family,1.0,12.0,0.8,0.32,0.08,74.971436948427,2.691177650578466e-05,74.9714100366505,
shape_refinement/old_family,1.0,12.0,0.8,0.32,0.16,51.833390798367624,2.6911739638024496e-05,51.833363886627986,
shape_refinement/old_family,1.0,12.0,0.8,0.32,0.24,35.42995015611734,2.691168763453742e-05,35.42992324442971,
shape_refinement/old_family,1.0,12.0,0.8,0.32,0.32,28.09205156845103,2.6911640382189195e-05,28.092024656810647,
shape_refinement/old_family,1.0,12.0,0.8,0.4,0.0,98.18390935898826,2.6911717123182018e-05,98.18388244727113,
shape_refinement/old_family,1.0,12.0,0.8,0.4,0.08,86.07709099110247,2.6911705092493317e-05,86.07706407939737,
shape_refinement/old_family,1.0,12.0,0.8,0.4,0.16,62.541983396083744,2.6911673357959516e-05,62.541956484410385,
shape_refinement/old_family,1.0,12.0,0.8,0.4,0.24,41.57063530322744,2.691163809324903e-05,41.570608391589346,
shape_refinement/old_family,1.0,12.0,0.8,0.48,0.0,95.09256987373684,2.6911640118607606e-05,95.09254296209672,
shape_refinement/old_family,1.0,12.0,0.8,0.48,0.08,86.41357517333441,2.6911633262177804e-05,86.41354826170115,
shape_refinement/old_family,1.0,12.0,0.8,0.48,0.16,67.00174050008991,2.6911621105231574e-05,67.0017135884688,
shape_refinement/old_family,1.0,12.0,0.8,0.56,0.0,81.5009760362809,2.691156420236015e-05,81.5009491247167,
shape_refinement/old_family,1.0,12.0,0.8,0.56,0.08,75.92887175595786,2.6911571488233503e-05,75.92884484438638,
shape_refinement/old_family,1.0,12.0,0.8,0.64,0.0,62.49853453225626,2.6911494596598768e-05,62.498507620761664,
shape_refinement/old_family,1.0,12.0,0.88,0.0,0.0,43.93292724082045,2.691170630915473e-05,43.93290032911414,
shape_refinement/old_family,1.0,12.0,0.88,0.08,0.0,51.43399549738946,2.6911700315790215e-05,51.43396858568914,
shape_refinement/old_family,1.0,12.0,0.88,0.08,0.08,43.27536478748656,2.691169395955548e-05,43.2753378757926,
shape_refinement/old_family,1.0,12.0,0.88,0.16,0.0,73.1695452362325,2.6911682558237544e-05,73.16951832454994,
shape_refinement/old_family,1.0,12.0,0.88,0.16,0.08,50.99733853939116,2.6911675302717947e-05,50.99731162771585,
shape_refinement/old_family,1.0,12.0,0.88,0.16,0.16,40.894426019802026,2.691165452960607e-05,40.894399108147496,
shape_refinement/old_family,1.0,12.0,0.88,0.24,0.0,103.52258278762974,2.691165383158487e-05,103.52255587597591,
shape_refinement/old_family,1.0,12.0,0.88,0.24,0.08,72.58445769397233,2.6911645764647366e-05,72.58443078232656,
shape_refinement/old_family,1.0,12.0,0.88,0.24,0.16,46.488915169271195,2.6911623678425345e-05,46.48888825764752,
shape_refinement/old_family,1.0,12.0,0.88,0.24,0.24,36.14252656139249,2.6911595162976367e-05,36.14249964979733,
shape_refinement/old_family,1.0,12.0,0.88,0.32,0.0,132.37383813363834,2.6911615779867303e-05,132.37381122202257,
shape_refinement/old_family,1.0,12.0,0.88,0.32,0.08,99.98885915828028,2.6911608274486414e-05,99.988832246672,
shape_refinement/old_family,1.0,12.0,0.88,0.32,0.16,62.559013154634044,2.691159009960246e-05,62.55898624304395,
shape_refinement/old_family,1.0,12.0,0.88,0.32,0.24,38.9114597434517,2.6911576470595872e-05,38.91143283187523,
shape_refinement/old_family,1.0,12.0,0.88,0.4,0.0,150.18960452317447,2.6911571086267713e-05,150.18957761160337,
shape_refinement/old_family,1.0,12.0,0.88,0.4,0.08,122.52861940962575,2.691156802041521e-05,122.52859249805773,
shape_refinement/old_family,1.0,12.0,0.88,0.4,0.16,80.88982348457938,2.6911566929953568e-05,80.88979657301245,
shape_refinement/old_family,1.0,12.0,0.88,0.48,0.0,151.51908957317636,2.6911523380253505e-05,151.51906266165298,
shape_refinement/old_family,1.0,12.0,0.88,0.48,0.08,131.0848258480557,2.6911533294252017e-05,131.0847989365224,
shape_refinement/old_family,1.0,12.0,0.88,0.56,0.0,136.0996053154912,2.6911476817051012e-05,136.09957840401438,
shape_refinement/old_family,1.0,12.0,0.96,0.0,0.0,46.069592272951894,2.6911480428455933e-05,46.06956536147147,
shape_refinement/old_family,1.0,12.0,0.96,0.08,0.0,56.629820142956895,2.6911479400104087e-05,56.62979323147749,
shape_refinement/old_family,1.0,12.0,0.96,0.08,0.08,45.29268237250662,2.6911477570424843e-05,45.29265546102905,
shape_refinement/old_family,1.0,12.0,0.96,0.16,0.0,86.95001734876118,2.691147561519444e-05,86.94999043728556,
shape_refinement/old_family,1.0,12.0,0.96,0.16,0.08,55.16052952579328,2.6911472035860913e-05,55.160502614321246,
shape_refinement/old_family,1.0,12.0,0.96,0.16,0.16,42.56831972009593,2.6911463151399364e-05,42.568292808632776,
shape_refinement/old_family,1.0,12.0,0.96,0.24,0.0,132.82884952366902,2.691146763103929e-05,132.82882261220138,
shape_refinement/old_family,1.0,12.0,0.96,0.24,0.08,82.3506035287327,2.691146339186532e-05,82.35057661726931,
shape_refinement/old_family,1.0,12.0,0.96,0.24,0.16,49.58534212824965,2.6911456358587567e-05,49.58531521679329,
shape_refinement/old_family,1.0,12.0,0.96,0.24,0.24,37.299568663345816,2.6911465332824716e-05,37.29954175188048,
shape_refinement/old_family,1.0,12.0,0.96,0.32,0.0,181.4853495155592,2.6911454620179054e-05,181.48532260410457,
shape_refinement/old_family,1.0,12.0,0.96,0.32,0.08,118.16875419762681,2.6911454766123688e-05,118.16872728617204,
shape_refinement/old_family,1.0,12.0,0.96,0.32,0.16,69.55376557161647,2.691146582596991e-05,69.55373866015064,
shape_refinement/old_family,1.0,12.0,0.96,0.4,0.0,211.54604454522712,2.6911437444748824e-05,211.54601763378966,
shape_refinement/old_family,1.0,12.0,0.96,0.4,0.08,151.78648776103938,2.6911453220604703e-05,151.78646084958615,
shape_refinement/old_family,1.0,12.0,0.96,0.48,0.0,221.27702645445765,2.6911419140646863e-05,221.27699954303853,
shape_refinement/old_family,1.0,16.0,0.01,0.0,0.0,0.006547726181527092,9.136578467962978e-07,0.006546812523680296,1.584342858962151e-07
shape_refinement/old_family,1.0,16.0,0.01,0.01,0.0,0.01063120935485506,1.827315693591342e-06,0.010629382039161467,3.079160203122888e-07
shape_refinement/old_family,1.0,16.0,0.01,0.01,0.01,0.0171825225564851,2.7409735399290176e-06,0.01717978158294517,4.5052298443259985e-07
shape_refinement/old_family,1.0,16.0,0.08,0.0,0.0,0.4199743724788863,5.262205689176493e-06,0.4199691102731971,2.062745009781116e-06
shape_refinement/old_family,1.0,16.0,0.08,0.08,0.0,0.6473222486737977,5.262205694150223e-06,0.6473169864681035,1.3263061013901734e-06
shape_refinement/old_family,1.0,16.0,0.08,0.08,0.08,1.08065488053701,5.26220569756408e-06,1.0806496183313123,1.2199089745035476e-06
shape_refinement/old_family,1.0,16.0,0.16,0.0,0.0,1.691684413355216,5.262205700183918e-06,1.691679151149516,1.291834385132035e-06
shape_refinement/old_family,1.0,16.0,0.16,0.08,0.0,1.719847463463065,5.26220570218545e-06,1.7198422012573626,1.5120075350645905e-06
shape_refinement/old_family,1.0,16.0,0.16,0.08,0.08,2.089103998642315,5.262205703780031e-06,2.0890987364366116,1.3988533054510285e-06
shape_refinement/old_family,1.0,16.0,0.16,0.16,0.0,2.2383520566571624,5.2622057061466616e-06,2.238346794451456,1.2155932882507159e-06
shape_refinement/old_family,1.0,16.0,0.16,0.16,0.08,2.703218557290388,5.26220570697646e-06,2.703213295084681,1.2170909413633524e-06
shape_refinement/old_family,1.0,16.0,0.16,0.16,0.16,4.084658498814285,5.262205708602897e-06,4.084653236608577,1.243690725516444e-06
shape_refinement/old_family,1.0,16.0,0.24,0.0,0.0,3.8526524698738203,5.26220570711647e-06,3.852647207668113,1.209057711759841e-06
shape_refinement/old_family,1.0,16.0,0.24,0.08,0.0,3.6756099903215675,5.262205707781344e-06,3.67560472811586,1.195299704574855e-06
shape_refinement/old_family,1.0,16.0,0.24,0.08,0.08,4.143615426506713,5.2622057083032955e-06,4.143610164301005,1.186359045204357e-06
shape_refinement/old_family,1.0,16.0,0.24,0.16,0.0,3.5677298885839788,5.262205709049831e-06,3.56772462637827,1.2896370390413664e-06
shape_refinement/old_family,1.0,16.0,0.24,0.16,0.08,4.089677890489708,5.262205709253292e-06,4.089672628283998,1.28952403681331e-06
shape_refinement/old_family,1.0,16.0,0.24,0.16,0.16,5.29832928995094,5.262205709474903e-06,5.298324027745231,1.1914011947305272e-06
shape_refinement/old_family,1.0,16.0,0.24,0.24,0.0,4.061181631003217,5.26220570958429e-06,4.061176368797508,1.191970277205123e-06
shape_refinement/old_family,1.0,16.0,0.24,0.24,0.08,4.554794287385281,5.2622057094751605e-06,4.554789025179572,1.2035531746208321e-06
shape_refinement/old_family,1.0,16.0,0.24,0.24,0.16,5.997626398113637,5.262205708958288e-06,5.997621135907927,1.1901510573123678e-06
shape_refinement/old_family,1.0,16.0,0.24,0.24,0.24,8.288503141664325,5.262205707661106e-06,8.288497879458617,1.2341809565441504e-06
shape_refinement/old_family,1.0,16.0,0.32,0.0,0.0,6.96196655622615,5.262205709786412e-06,6.9619612940204405,1.2264300498384801e-06
shape_refinement/old_family,1.0,16.0,0.32,0.08,0.0,6.602321902112706,5.262205709795029e-06,6.602316639906997,1.198318663367208e-06
shape_refinement/old_family,1.0,16.0,0.32,0.08,0.08,7.642002283868456,5.262205709747835e-06,7.641997021662746,1.2028076737538902e-06
shape_refinement/old_family,1.0,16.0,0.32,0.16,0.0,5.892860664544117,5.262205709564259e-06,5.892855402338408,1.1924858816780005e-06
shape_refinement/old_family,1.0,16.0,0.32,0.16,0.08,6.702292796921856,5.262205709383754e-06,6.702287534716147,1.196400924771894e-06
shape_refinement/old_family,1.0,16.0,0.32,0.16,0.16,8.813729986184129,5.26220570869825e-06,8.813724723978419,1.1941479203355692e-06
shape_refinement/old_family,1.0,16.0,0.32,0.24,0.0,5.463937993511191,5.2622057085870186e-06,5.463932731305483,1.2228598367498238e-06
shape_refinement/old_family,1.0,16.0,0.32,0.24,0.08,6.0527377261215545,5.262205708263029e-06,6.052732463915846,1.2371558536451747e-06
shape_refinement/old_family,1.0,16.0,0.32,0.24,0.16,7.7463081930537525,5.2622057072270775e-06,7.746302930848045,1.228355541181124e-06
shape_refinement/old_family,1.0,16.0,0.32,0.24,0.24,9.803595368927061,5.2622057053671626e-06,9.803590106721355,1.196987482135015e-06
shape_refinement/old_family,1.0,16.0,0.32,0.32,0.0,5.780550501047478,5.26220570654708e-06,5.780545238841771,1.196290780500876e-06
shape_refinement/old_family,1.0,16.0,0.32,0.32,0.08,6.2758793760769445,5.262205706117268e-06,6.275874113871239,1.1964205031134156e-06
shape_refinement/old_family,1.0,16.0,0.32,0.32,0.16,7.699450277963538,5.262205704820666e-06,7.699445015757833,1.1997591453649648e-06
shape_refinement/old_family,1.0,16.0,0.32,0.32,0.24,9.882639676559107,5.262205702669732e-06,9.882634414353404,1.2067967916980605e-06
shape_refinement/old_family,1.0,16.0,0.32,0.32,0.32,12.595822425604252,5.26220569975908e-06,12.595817163398552,1.1889917459484423e-06
shape_refinement/old_family,1.0,16.0,0.375,0.375,0.0,7.145361505139482,5.262205702401753e-06,7.145356242933779,1.236268296351432e-06
shape_refinement/old_family,1.0,16.0,0.4,0.0,0.0,11.06919726610759,5.262205708979949e-06,11.06919200390188,1.2204030402203546e-06
shape_refinement/old_family,1.0,16.0,0.4,0.08,0.0,10.630306942961509,5.262205708690328e-06,10.6303016807558,1.242852926752007e-06
shape_refinement/old_family,1.0,16.0,0.4,0.08,0.08,11.764387042388766,5.262205708377917e-06,11.764381780183058,1.2462840386985654e-06
shape_refinement/old_family,1.0,16.0,0.4,0.16,0.0,9.565192828779761,5.262205707750031e-06,9.565187566574053,1.242191722182203e-06
shape_refinement/old_family,1.0,16.0,0.4,0.16,0.08,10.774862217251188,5.262205707381099e-06,10.77485695504548,1.2198689491600116e-06
shape_refinement/old_family,1.0,16.0,0.4,0.16,0.16,13.365293616511252,5.262205706243382e-06,13.365288354305546,1.1858316612956144e-06
shape_refinement/old_family,1.0,16.0,0.4,0.24,0.0,8.379820517394649,5.262205706028455e-06,8.379815255188943,1.1951752531011981e-06
shape_refinement/old_family,1.0,16.0,0.4,0.24,0.08,9.224572324956464,5.262205705595007e-06,9.224567062750758,1.1984942056559593e-06
shape_refinement/old_family,1.0,16.0,0.4,0.24,0.16,11.70014447860245,5.262205704295038e-06,11.700139216396746,1.193643331316879e-06
shape_refinement/old_family,1.0,16.0,0.4,0.24,0.24,14.854674524582599,5.262205702156949e-06,14.854669262376897,1.2265550605715965e-06
shape_refinement/old_family,1.0,16.0,0.4,0.32,0.0,7.574767960590432,5.262205703489076e-06,7.5747626983847285,1.2057785633239795e-06
shape_refinement/old_family,1.0,16.0,0.4,0.32,0.08,8.13613745004808,5.262205703005282e-06,8.136132187842378,1.2150577688849484e-06
shape_refinement/old_family,1.0,16.0,0.4,0.32,0.16,9.765962829672874,5.262205701577484e-06,9.765957567467172,1.2301917125114979e-06
shape_refinement/old_family,1.0,16.0,0.4,0.32,0.24,12.324824225671343,5.262205699287101e-06,12.324818963465644,1.1891378380326305e-06
shape_refinement/old_family,1.0,16.0,0.4,0.32,0.32,15.596249710309696,5.262205696291582e-06,15.596244448103999,1.1935715429705858e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.0,7.926401081406281,5.2622057002603315e-06,7.926395819200581,1.1983007714988503e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.08,8.37438123733131,5.262205699750862e-06,8.37437597512561,1.1900922665120106e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.16,9.63958590224659,5.262205698257787e-06,9.639580640040892,1.1838172788714019e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.24,11.508897200702886,5.262205695889095e-06,11.508891938497191,1.1989581574835112e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.32,13.693206546612545,5.2622056928271794e-06,13.693201284406852,1.2070545699816397e-06
shape_refinement/old_family,1.0,16.0,0.4,0.4,0.4,15.89589718201877,5.262205689325632e-06,15.89589191981308,1.1962872719124774e-06
shape_refinement/old_family,1.0,16.0,0.48,0.0,0.0,16.149727402386574,5.262205705845795e-06,16.14972214018087,1.195189451224434e-06
shape_refinement/old_family,1.0,16.0,0.48,0.08,0.0,15.799565842692871,5.262205705452813e-06,15.799560580487165,1.1978723264367206e-06
shape_refinement/old_family,1.0,16.0,0.48,0.08,0.08,16.72881841320731,5.262205705049368e-06,16.728813151001606,1.185939303589161e-06
shape_refinement/old_family,1.0,16.0,0.48,0.16,0.0,14.888028274405714,5.2622057042734135e-06,14.88802301220001,1.1841940544067053e-06
shape_refinement/old_family,1.0,16.0,0.48,0.16,0.08,16.127686051916353,5.262205703843014e-06,16.12768078971065,1.2014955284667303e-06
shape_refinement/old_family,1.0,16.0,0.48,0.16,0.16,17.96337099504493,5.262205702566716e-06,17.963365732839225,1.2178822374803237e-06
shape_refinement/old_family,1.0,16.0,0.48,0.24,0.0,13.60788535430521,5.262205702330267e-06,13.607880092099508,1.2355985501697622e-06
shape_refinement/old_family,1.0,16.0,0.48,0.24,0.08,14.542023990650346,5.262205701866768e-06,14.542018728444644,1.2143008266503275e-06
shape_refinement/old_family,1.0,16.0,0.48,0.24,0.16,16.95684683157715,5.262205700503223e-06,16.95684156937145,1.1931731285455807e-06
shape_refinement/old_family,1.0,16.0,0.48,0.24,0.24,18.81248157427414,5.262205698327037e-06,18.812476312068444,1.19390265972917e-06
shape_refinement/old_family,1.0,16.0,0.48,0.32,0.0,12.112816052421799,5.2622056997129635e-06,12.112810790216098,1.1964268964263016e-06
shape_refinement/old_family,1.0,16.0,0.48,0.32,0.08,12.715354940811219,5.26220569922078e-06,12.71534967860552,1.1964474086829535e-06
shape_refinement/old_family,1.0,16.0,0.48,0.32,0.16,14.452006702925647,5.262205697779492e-06,14.45200144071995,1.197909906506108e-06
shape_refinement/old_family,1.0,16.0,0.48,0.32,0.24,16.991430458086885,5.262205695496276e-06,16.991425195881188,1.195301430275042e-06
shape_refinement/old_family,1.0,16.0,0.48,0.32,0.32,18.658913728142515,5.2622056925509976e-06,18.658908465936822,1.204038401259781e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.0,10.947924560119706,5.262205696593655e-06,10.947919297914009,1.188516682985951e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.08,11.35597450998712,5.262205696084756e-06,11.355969247781424,1.20294007002298e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.16,12.51654081396381,5.26220569459567e-06,12.516535551758114,1.2100193746429474e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.24,14.257722000983033,5.262205692237904e-06,14.257716738777342,1.1960168403611579e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.32,16.33754467934766,5.262205689193069e-06,16.33753941714197,1.186381402313816e-06
shape_refinement/old_family,1.0,16.0,0.48,0.4,0.4,17.868043379454548,5.262205685712145e-06,17.86803811724886,1.2002050829722155e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.0,11.626456867109091,5.2622056932002695e-06,11.626451604903398,1.1984391328212496e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.08,11.95937059046425,5.262205692691988e-06,11.959365328258556,1.1964345834059031e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.16,12.877901004725782,5.262205691202037e-06,12.87789574252009,1.1948713289910984e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.24,14.165978862996562,5.2622056888324814e-06,14.165973600790874,1.186350843340733e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.32,15.5345362562603,5.2622056857453276e-06,15.534530994054613,1.2100684203197254e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.4,16.697258875768444,5.262205682155355e-06,16.69725361356276,1.204574785821507e-06
shape_refinement/old_family,1.0,16.0,0.48,0.48,0.48,17.434680959232253,5.262205678372805e-06,17.434675697026574,1.187731214713494e-06
shape_refinement/old_family,1.0,16.0,0.56,0.0,0.0,22.028442547630018,5.262205701439354e-06,22.028437285424317,1.1862346954841057e-06
shape_refinement/old_family,1.0,16.0,0.56,0.08,0.0,22.001033622857165,5.262205701044201e-06,22.001028360651464,1.1876658830250132e-06
shape_refinement/old_family,1.0,16.0,0.56,0.08,0.08,22.413263876939002,5.262205700642569e-06,22.4132586147333,1.200762852239751e-06
shape_refinement/old_family,1.0,16.0,0.56,0.16,0.0,22.03176447298254,5.2622056998810775e-06,22.03175921077684,1.2058040150962878e-06
shape_refinement/old_family,1.0,16.0,0.56,0.16,0.08,22.500487955917173,5.262205699461915e-06,22.500482693711472,1.1789207142118292e-06
shape_refinement/old_family,1.0,16.0,0.56,0.16,0.16,23.063561510840348,5.262205698233348e-06,23.06355624863465,1.1957731152664739e-06
shape_refinement/old_family,1.0,16.0,0.56,0.24,0.0,21.913540266375986,5.262205698021715e-06,21.91353500417029,1.184243742498436e-06
shape_refinement/old_family,1.0,16.0,0.56,0.24,0.08,22.181986647215048,5.262205697578842e-06,22.18198138500935,1.2003929687683113e-06
shape_refinement/old_family,1.0,16.0,0.56,0.24,0.16,22.776969438735268,5.262205696284075e-06,22.77696417652957,1.2040273126507665e-06
shape_refinement/old_family,1.0,16.0,0.56,0.24,0.24,22.963300781150227,5.26220569423911e-06,22.963295518944534,1.199748261759723e-06
shape_refinement/old_family,1.0,16.0,0.56,0.32,0.0,20.95436090415057,5.262205695593557e-06,20.954355641944872,1.209326912137746e-06
shape_refinement/old_family,1.0,16.0,0.56,0.32,0.08,21.055042917552438,5.262205695127013e-06,21.055037655346744,1.2163267534796985e-06
shape_refinement/old_family,1.0,16.0,0.56,0.32,0.16,21.39187877558603,5.262205693763751e-06,21.391873513380336,1.200208356113026e-06
shape_refinement/old_family,1.0,16.0,0.56,0.32,0.24,21.82544252552104,5.262205691612149e-06,21.82543726331535,1.1880870654640723e-06
shape_refinement/old_family,1.0,16.0,0.56,0.32,0.32,21.587330291956782,5.262205688851394e-06,21.587325029751092,1.1909511541483455e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.0,18.895949152233992,5.262205692773957e-06,18.8959438900283,1.1934241631911192e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.08,18.95292496543774,5.262205692290688e-06,18.952919703232048,1.1954730319662475e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.16,19.161885995231447,5.262205690876002e-06,19.161880733025757,1.1929835464684303e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.24,19.54057479226593,5.262205688634143e-06,19.54056953006024,1.1924945590341802e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.32,19.8682715740846,5.262205685738073e-06,19.868266311878912,1.2050833293945127e-06
shape_refinement/old_family,1.0,16.0,0.56,0.4,0.4,19.44076191629911,5.262205682450273e-06,19.440756654093427,1.1975807706839013e-06
shape_refinement/old_family,1.0,16.0,0.56,0.48,0.0,16.850251314746917,5.262205689768444e-06,16.850246052541227,1.1941263748397896e-06
