model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,0.98,12.0,0.96,0.16,0.08,57.86194110302241,2.8346813376229053e-05,57.86191275620904,
shape_refinement/old_family,0.98,12.0,0.96,0.16,0.16,46.590067612603015,2.8338552059077436e-05,46.59003927405096,
shape_refinement/old_family,0.98,12.0,0.96,0.24,0.0,118.86047171335674,2.8335816305929945e-05,118.86044337754043,
shape_refinement/old_family,0.98,12.0,0.96,0.24,0.08,77.09230387137187,2.8333218796509906e-05,77.09227553815307,
shape_refinement/old_family,0.98,12.0,0.96,0.24,0.16,50.10359485388594,2.832574452775179e-05,50.10356652814141,
shape_refinement/old_family,0.98,12.0,0.96,0.24,0.24,39.233801775406114,2.8314425898063473e-05,39.23377346098022,
shape_refinement/old_family,0.98,12.0,0.96,0.32,0.0,154.97129606538172,2.8318245237211186e-05,154.9712677471365,
shape_refinement/old_family,0.98,12.0,0.96,0.32,0.08,102.61157629229407,2.8316024371907055e-05,102.6115479762697,
shape_refinement/old_family,0.98,12.0,0.96,0.32,0.16,63.00695009596541,2.8309829856095248e-05,63.00692178613555,
shape_refinement/old_family,0.98,12.0,0.96,0.4,0.0,176.07810178568806,2.8298429730670372e-05,176.07807348725834,
shape_refinement/old_family,0.98,12.0,0.96,0.4,0.08,126.27902995948104,2.8296861502044468e-05,126.27900166261954,
shape_refinement/old_family,0.98,12.0,0.96,0.48,0.0,182.6610068421046,2.8277881108505893e-05,182.66097856422348,
shape_refinement/old_family,0.98,16.0,0.01,0.0,0.0,0.013819118864327067,1.0036272676623888e-06,0.013818115237059404,1.7237435510886162e-07
shape_refinement/old_family,0.98,16.0,0.01,0.01,0.0,0.01778314923802999,2.007274455025102e-06,0.017781141963574963,3.3907074440984285e-07
shape_refinement/old_family,0.98,16.0,0.01,0.01,0.01,0.03159493511461192,3.0109213688422437e-06,0.03159192419324308,4.9771324195369e-07
shape_refinement/old_family,0.98,16.0,0.08,0.0,0.0,0.8723785596750333,5.5437208102578706e-06,0.872373015954223,2.108612733112019e-06
shape_refinement/old_family,0.98,16.0,0.08,0.08,0.0,1.0963724074184438,5.5599022294265474e-06,1.0963668475162143,1.3883937434576114e-06
shape_refinement/old_family,0.98,16.0,0.08,0.08,0.08,1.9393491937546257,5.575138131706061e-06,1.939343618616494,1.286264756039668e-06
shape_refinement/old_family,0.98,16.0,0.16,0.0,0.0,3.35267862310615,5.585537261841314e-06,3.352673037568888,1.4240726679739931e-06
shape_refinement/old_family,0.98,16.0,0.16,0.08,0.0,3.1197351068045145,5.599555312841775e-06,3.1197295072492017,1.5814493299125788e-06
shape_refinement/old_family,0.98,16.0,0.16,0.08,0.08,3.550803325750624,5.612678128649081e-06,3.5507977130724955,1.4263556681566864e-06
shape_refinement/old_family,0.98,16.0,0.16,0.16,0.0,3.921615256851421,5.633760292822911e-06,3.921609623091128,1.2973084110576492e-06
shape_refinement/old_family,0.98,16.0,0.16,0.16,0.08,4.680854087159471,5.644967783509822e-06,4.680848442191687,1.2831246101185911e-06
shape_refinement/old_family,0.98,16.0,0.16,0.16,0.16,6.833759008443037,5.672698686430915e-06,6.83375333574435,1.355160641480779e-06
shape_refinement/old_family,0.98,16.0,0.24,0.0,0.0,7.0977822973179245,5.638490887170429e-06,7.097776658827037,1.2773508751739452e-06
shape_refinement/old_family,0.98,16.0,0.24,0.08,0.0,6.6295321447777855,5.649068036616847e-06,6.629526495709749,1.266332833319177e-06
shape_refinement/old_family,0.98,16.0,0.24,0.08,0.08,6.567625782645485,5.6591271581766515e-06,6.567620123518327,1.2700557597833944e-06
shape_refinement/old_family,0.98,16.0,0.24,0.16,0.0,6.35525933129085,5.675248372579484e-06,6.3552536560424775,1.3568019857434008e-06
shape_refinement/old_family,0.98,16.0,0.24,0.16,0.08,6.840105245886996,5.684068894975553e-06,6.840099561818102,1.3634270275841118e-06
shape_refinement/old_family,0.98,16.0,0.24,0.16,0.16,8.139394611446136,5.705961922682521e-06,8.139388905484212,1.2608247349172115e-06
shape_refinement/old_family,0.98,16.0,0.24,0.24,0.0,7.390878683090263,5.706588390891773e-06,7.390872976501872,1.2676767111585716e-06
shape_refinement/old_family,0.98,16.0,0.24,0.24,0.08,8.026429100643208,5.713864560642808e-06,8.026423386778648,1.2792034169706312e-06
shape_refinement/old_family,0.98,16.0,0.24,0.24,0.16,9.822044954932103,5.731916559399178e-06,9.822039223015544,1.2582026744922814e-06
shape_refinement/old_family,0.98,16.0,0.24,0.24,0.24,12.493452372072761,5.753085785075975e-06,12.493446618986976,1.3313673292714157e-06
shape_refinement/old_family,0.98,16.0,0.32,0.0,0.0,11.717416188210219,5.688060754722547e-06,11.717410500149464,1.276290638569781e-06
shape_refinement/old_family,0.98,16.0,0.32,0.08,0.0,11.017736999659508,5.6952222830724516e-06,11.017731304437225,1.262793760686576e-06
shape_refinement/old_family,0.98,16.0,0.32,0.08,0.08,10.697753741507999,5.702179951341522e-06,10.697748039328047,1.2702946942791744e-06
shape_refinement/old_family,0.98,16.0,0.32,0.16,0.0,9.864604568792199,5.713114776379708e-06,9.864598855677423,1.2754587768290738e-06
shape_refinement/old_family,0.98,16.0,0.32,0.16,0.08,10.09881761063895,5.71954209430043e-06,10.098811891096855,1.2592281407597506e-06
shape_refinement/old_family,0.98,16.0,0.32,0.16,0.16,10.555489307902695,5.735532659456951e-06,10.555483572370036,1.2890944512927938e-06
shape_refinement/old_family,0.98,16.0,0.32,0.24,0.0,9.6033279525629,5.734313336160628e-06,9.603322218249565,1.3100802889839027e-06
shape_refinement/old_family,0.98,16.0,0.32,0.24,0.08,10.114687919007785,5.740042900191819e-06,10.114682178964886,1.3145215971652394e-06
shape_refinement/old_family,0.98,16.0,0.32,0.24,0.16,11.38860421294211,5.7542554903909136e-06,11.38859845868662,1.2896273681669678e-06
shape_refinement/old_family,0.98,16.0,0.32,0.24,0.24,13.008031645364802,5.770745763220901e-06,13.008025874619038,1.265686553806325e-06
shape_refinement/old_family,0.98,16.0,0.32,0.32,0.0,10.532641116898727,5.75221195371104e-06,10.532635364686774,1.2692301591954447e-06
shape_refinement/old_family,0.98,16.0,0.32,0.32,0.08,11.027093046642452,5.7572262942088635e-06,11.027087289416158,1.266937685785837e-06
shape_refinement/old_family,0.98,16.0,0.32,0.32,0.16,12.416037661891206,5.769652668760453e-06,12.416031892238538,1.256158199816457e-06
shape_refinement/old_family,0.98,16.0,0.32,0.32,0.24,14.455042414964502,5.783999039918197e-06,14.455036630965463,1.3067931977781663e-06
shape_refinement/old_family,0.98,16.0,0.32,0.32,0.32,16.84374634560736,5.795343410315259e-06,16.843740550263952,1.2486093226016237e-06
shape_refinement/old_family,0.98,16.0,0.375,0.375,0.0,12.37431150906448,5.765168496004819e-06,12.374305743895984,1.296821069056659e-06
shape_refinement/old_family,0.98,16.0,0.4,0.0,0.0,16.92437905941183,5.725496638194929e-06,16.92437333391519,1.2979615342180298e-06
shape_refinement/old_family,0.98,16.0,0.4,0.08,0.0,15.974510628132863,5.729850511841668e-06,15.974504898282351,1.3155932700817888e-06
shape_refinement/old_family,0.98,16.0,0.4,0.08,0.08,15.958489087162038,5.73421420050521e-06,15.958483352947837,1.3102064062966215e-06
shape_refinement/old_family,0.98,16.0,0.4,0.16,0.0,14.03790641166665,5.74072258728461e-06,14.037900670944063,1.269511978688875e-06
shape_refinement/old_family,0.98,16.0,0.4,0.16,0.08,14.603612704046474,5.745098161866537e-06,14.603606958948312,1.2511162095356696e-06
shape_refinement/old_family,0.98,16.0,0.4,0.16,0.16,15.573553460308833,5.755984952464895e-06,15.57354770432388,1.2653771049632636e-06
shape_refinement/old_family,0.98,16.0,0.4,0.24,0.0,12.621020375276032,5.753274711139553e-06,12.62101462200132,1.2642840612842717e-06
shape_refinement/old_family,0.98,16.0,0.4,0.24,0.08,13.250990916303794,5.7576490778768246e-06,13.250985158654716,1.2661932990323412e-06
shape_refinement/old_family,0.98,16.0,0.4,0.24,0.16,14.88358224727593,5.768513475948733e-06,14.883576478762453,1.2597683855277943e-06
shape_refinement/old_family,0.98,16.0,0.4,0.24,0.24,16.445220489611817,5.781022621953965e-06,16.445214708589194,1.3097088739668564e-06
shape_refinement/old_family,0.98,16.0,0.4,0.32,0.0,12.377339241479977,5.762882712651119e-06,12.377333478597263,1.2977066625218793e-06
shape_refinement/old_family,0.98,16.0,0.4,0.32,0.08,12.861297457335958,5.767257428670251e-06,12.861291690078529,1.2910472149215115e-06
shape_refinement/old_family,0.98,16.0,0.4,0.32,0.16,14.197047765066163,5.778124706628091e-06,14.197041986941457,1.2880288376879122e-06
shape_refinement/old_family,0.98,16.0,0.4,0.32,0.24,16.051794256390906,5.790709689157678e-06,16.051788465681216,1.2588672153859373e-06
shape_refinement/old_family,0.98,16.0,0.4,0.32,0.32,17.72243392814029,5.800673349785699e-06,17.72242812746694,1.2613316672169117e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.0,13.181405846727515,5.766643093055562e-06,13.18140008008442,1.2600635730499012e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.08,13.536845978179208,5.771035514718639e-06,13.536840207143694,1.2536785256278866e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.16,14.526460130130287,5.7819704808176675e-06,14.526454348159806,1.273172154617568e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.24,15.949705419794764,5.794777457171965e-06,15.949699625017306,1.266096108479915e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.32,17.554569823959604,5.805275910645603e-06,17.554564018683692,1.2822836746596206e-06
shape_refinement/old_family,0.98,16.0,0.4,0.4,0.4,19.11486561948391,5.810796279342622e-06,19.114859808687633,1.2617241580414967e-06
shape_refinement/old_family,0.98,16.0,0.48,0.0,0.0,22.583426957440036,5.748438413697152e-06,22.58342120900162,1.251578820456502e-06
shape_refinement/old_family,0.98,16.0,0.48,0.08,0.0,21.42477840607972,5.750682505350054e-06,21.424772655397216,1.262702501730073e-06
shape_refinement/old_family,0.98,16.0,0.48,0.08,0.08,22.550946812520984,5.753065704673596e-06,22.55094105945528,1.2451935413962297e-06
shape_refinement/old_family,0.98,16.0,0.48,0.16,0.0,18.907652621779384,5.756167141947376e-06,18.907646865612243,1.2889271501308334e-06
shape_refinement/old_family,0.98,16.0,0.48,0.16,0.08,20.150834510481438,5.758918486131762e-06,20.15082875156295,1.2961112287727742e-06
shape_refinement/old_family,0.98,16.0,0.48,0.16,0.16,22.989257559380494,5.765735976702901e-06,22.989251793644517,1.28747106535895e-06
shape_refinement/old_family,0.98,16.0,0.48,0.24,0.0,16.639086208865905,5.761982580208247e-06,16.639080446883323,1.28512671407793e-06
shape_refinement/old_family,0.98,16.0,0.48,0.24,0.08,17.62711423773966,5.76523666401213e-06,17.627108472502997,1.270936095057472e-06
shape_refinement/old_family,0.98,16.0,0.48,0.24,0.16,20.298913192871954,5.773352714520819e-06,20.29890741951924,1.2644256995757417e-06
shape_refinement/old_family,0.98,16.0,0.48,0.24,0.24,22.718845228548552,5.782688091068438e-06,22.71883944586046,1.2559569582300997e-06
shape_refinement/old_family,0.98,16.0,0.48,0.32,0.0,15.411413725104277,5.765130576314704e-06,15.411407959973701,1.250691630753678e-06
shape_refinement/old_family,0.98,16.0,0.48,0.32,0.08,16.023174488645246,5.768951726209499e-06,16.02316871969352,1.2679193592647848e-06
shape_refinement/old_family,0.98,16.0,0.48,0.32,0.16,17.71804506034676,5.778508137817955e-06,17.71803928183862,1.2578436476003417e-06
shape_refinement/old_family,0.98,16.0,0.48,0.32,0.24,20.10557886646546,5.789725321950125e-06,20.10557307674014,1.2734213155761367e-06
shape_refinement/old_family,0.98,16.0,0.48,0.32,0.32,21.728271729874315,5.798829237529411e-06,21.728265931045076,1.2731907630376883e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.0,15.216397934736012,5.763576106249327e-06,15.216392171159905,1.2781482378249818e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.08,15.550737149190837,5.767990512269724e-06,15.550731381200325,1.2818085092462257e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.16,16.482369597071237,5.77901752658705e-06,16.48236381805371,1.2693082873487628e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.24,17.827617752718577,5.792128132565463e-06,17.827611960590446,1.259352115895904e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.32,19.368505678029734,5.803341690103558e-06,19.368499874688045,1.2691216520198547e-06
shape_refinement/old_family,0.98,16.0,0.48,0.4,0.4,20.478048889854577,5.810087246781065e-06,20.478043079767332,1.2857173344438296e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.0,16.131410065886783,5.756536816195998e-06,16.131404309349968,1.2433658205622909e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.08,16.350097568760887,5.761545508027185e-06,16.350091807215378,1.26905872790525e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.16,16.948873720196293,5.7739831407699415e-06,16.948867946213152,1.249587073305312e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.24,17.776994995298068,5.7888599856251075e-06,17.77698920643808,1.2636133330413084e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.32,18.64208514786527,5.802079526985728e-06,18.642079345785742,1.2735361577703844e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.4,19.366569402995005,5.811056928671888e-06,19.366563591938075,1.2550827577229027e-06
shape_refinement/old_family,0.98,16.0,0.48,0.48,0.48,19.82627644591664,5.8144007467310705e-06,19.826270631515893,1.2746355509990527e-06
shape_refinement/old_family,0.98,16.0,0.56,0.0,0.0,28.63326842669756,5.75873603500384e-06,28.633262667961525,1.2586440281179669e-06
shape_refinement/old_family,0.98,16.0,0.56,0.08,0.0,27.400862002644736,5.759428399342582e-06,27.400856243216335,1.2568217238000045e-06
shape_refinement/old_family,0.98,16.0,0.56,0.08,0.08,28.479485451295854,5.760326319898226e-06,28.479479690969534,1.2629738118313086e-06
shape_refinement/old_family,0.98,16.0,0.56,0.16,0.0,24.77818575294,5.760882024806008e-06,24.778179992057975,1.2620509243419449e-06
shape_refinement/old_family,0.98,16.0,0.56,0.16,0.08,26.256495851820176,5.762350083682783e-06,26.25649008947009,1.2693096641954177e-06
shape_refinement/old_family,0.98,16.0,0.56,0.16,0.16,27.810509451129846,5.765930914166681e-06,27.81050368519893,1.2578180162470816e-06
shape_refinement/old_family,0.98,16.0,0.56,0.24,0.0,22.40333111322703,5.761565565435734e-06,22.403325351661465,1.2599887436203768e-06
shape_refinement/old_family,0.98,16.0,0.56,0.24,0.08,23.46725443555047,5.763864775767032e-06,23.46724867168569,1.2698684043639583e-06
shape_refinement/old_family,0.98,16.0,0.56,0.24,0.16,25.67522435449936,5.76965551946049e-06,25.67521858484384,1.2807997077259004e-06
shape_refinement/old_family,0.98,16.0,0.56,0.24,0.24,26.287090070901673,5.7763889610521115e-06,26.287084294512713,1.270210783509482e-06
shape_refinement/old_family,0.98,16.0,0.56,0.32,0.0,20.837991930985638,5.759765244201326e-06,20.837986171220393,1.279429028514215e-06
shape_refinement/old_family,0.98,16.0,0.56,0.32,0.08,21.386977584712863,5.763058548831702e-06,21.386971821654313,1.2671167051789927e-06
shape_refinement/old_family,0.98,16.0,0.56,0.32,0.16,22.76075154411377,5.771398878974596e-06,22.76074577271489,1.255090213438054e-06
shape_refinement/old_family,0.98,16.0,0.56,0.32,0.24,24.10086058735211,5.781443393807392e-06,24.100854805908714,1.2578251779890973e-06
shape_refinement/old_family,0.98,16.0,0.56,0.32,0.32,23.979921541812274,5.790001355588502e-06,23.979915751810918,1.2644925727908315e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.0,19.867728620610308,5.754200573323811e-06,19.867722866409736,1.261224539505157e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.08,20.068555366170553,5.75859153016169e-06,20.068549607579023,1.2508882714579292e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.16,20.633964979220764,5.769607629532559e-06,20.633959209613135,1.2613261204624414e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.24,21.3997165539995,5.782937609437396e-06,21.39971077106189,1.2591665488096612e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.32,21.96176659993818,5.794868992093795e-06,21.961760805069186,1.2814832522699142e-06
shape_refinement/old_family,0.98,16.0,0.56,0.4,0.4,21.572497034001447,5.802973546684793e-06,21.5724912310279,1.2676289812574048e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.0,19.42155446258335,5.744308291783218e-06,19.42154871827506,1.2718005941033142e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.08,19.50798723539401,5.749887820621232e-06,19.50798148550619,1.2648307520070858e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.16,19.75419705269135,5.763574417765143e-06,19.754191289116932,1.271238880675046e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.24,20.097079043786064,5.7799310052697114e-06,20.09707326385506,1.2607284505259553e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.32,20.396852398773248,5.7948783064869475e-06,20.396846603894943,1.2608798401004848e-06
shape_refinement/old_family,0.98,16.0,0.56,0.48,0.4,20.431798894698716,5.805916463877786e-06,20.431793088782253,1.2646959622430024e-06
shape_refinement/old_family,0.98,16.0,0.56,0.56,0.0,20.56706165521271,5.730245070319019e-06,20.56705592496764,1.2719644537639851e-06
shape_refinement/old_family,0.98,16.0,0.56,0.56,0.08,20.626780735068678,5.737151022527953e-06,20.626774997917657,1.257880732907779e-06
shape_refinement/old_family,0.98,16.0,0.56,0.56,0.16,20.773880648807047,5.753418007507135e-06,20.77387489538904,1.2587660833673908e-06
shape_refinement/old_family,0.98,16.0,0.56,0.56,0.24,20.92397982602777,5.7723358758731855e-06,20.923974053691897,1.2665382154994675e-06
shape_refinement/old_family,0.98,16.0,0.56,0.56,0.32,20.968785008757223,5.789734137703913e-06,20.968779219023084,1.2553309751694994e-06
shape_refinement/old_family,0.98,16.0,0.64,0.0,0.0,34.936362058387424,5.760029936081057e-06,34.93635629835749,1.278787575847994e-06
shape_refinement/old_family,0.98,16.0,0.64,0.08,0.0,33.897393122214915,5.759544979962449e-06,33.89738736266993,1.2754984967664398e-06
shape_refinement/old_family,0.98,16.0,0.64,0.08,0.08,34.4094719836966,5.7592845848146645e-06,34.409466224412014,1.2658262115634803e-06
shape_refinement/old_family,0.98,16.0,0.64,0.16,0.0,32.04947844953875,5.757883681448072e-06,32.04947269165507,1.2591921232339681e-06
shape_refinement/old_family,0.98,16.0,0.64,0.16,0.08,32.805402091332226,5.75827063897842e-06,32.80539633306159,1.257113897784235e-06
shape_refinement/old_family,0.98,16.0,0.64,0.16,0.16,32.71981831183354,5.7590924139255656e-06,32.719812552741125,1.2641619611831693e-06
shape_refinement/old_family,0.98,16.0,0.64,0.24,0.0,30.964820227394437,5.754503404590889e-06,30.96481447289103,1.2609683714212509e-06
shape_refinement/old_family,0.98,16.0,0.64,0.24,0.08,31.15655086157048,5.755895483005131e-06,31.156545105674997,1.2603275591239723e-06
shape_refinement/old_family,0.98,16.0,0.64,0.24,0.16,31.024430931830302,5.7594772203536825e-06,31.024425172353084,1.2687959231892218e-06
