source_frame,atoms,n_Si,n_O,n_H,source_config_type,observed_group,empty_gap_x_A,empty_gap_y_A,empty_gap_z_A,included
395,192,192,0,0,bulk,Si_vacuum0,1.4716972899999996,1.4251346499999995,0.9944645500000009,True
396,192,192,0,0,bulk,Si_vacuum0,1.4864511999999983,1.5088542200000006,1.0514008899999996,True
397,192,192,0,0,bulk,Si_vacuum0,1.5071180699999995,1.5279681199999997,1.02834986,True
398,192,192,0,0,bulk,Si_vacuum0,1.5276356699999998,1.5174834200000007,1.0212179199999998,True
399,192,192,0,0,bulk,Si_vacuum0,1.5471203400000009,1.5985931099999982,1.0656451200000023,True
400,192,192,0,0,bulk,Si_vacuum0,1.49561789,1.5219314600000002,1.0570460699999995,True
401,192,192,0,0,bulk,Si_vacuum0,1.5099605299999996,1.5641996099999995,1.0516587799999995,True
402,192,192,0,0,bulk,Si_vacuum0,1.6436203400000007,1.5947943800000002,1.0195623499999975,True
403,192,192,0,0,bulk,Si_vacuum0,1.4623811,1.6021598800000005,1.003692000000001,True
404,192,192,0,0,bulk,Si_vacuum0,1.4650708799999999,1.60389039,1.0712546200000002,True
405,192,192,0,0,bulk,Si_vacuum0,1.44569466,1.5558819799999999,1.0458322500000004,True
406,192,192,0,0,bulk,Si_vacuum0,1.44863677,1.5557948100000007,1.0492996600000009,True
407,192,192,0,0,bulk,Si_vacuum0,1.5213195600000002,1.5894162199999997,1.0943417899999992,True
408,192,192,0,0,bulk,Si_vacuum0,1.5555277300000003,1.5909745200000018,1.0345797099999998,True
409,192,192,0,0,bulk,Si_vacuum0,1.5392874699999997,1.5741719299999997,1.0711918500000004,True
410,192,192,0,0,bulk,Si_vacuum0,1.4839312099999993,1.57673986,0.997782890000001,True
411,192,192,0,0,bulk,Si_vacuum0,1.4352558500000006,1.4464505199999995,1.086605059999997,True
412,192,192,0,0,bulk,Si_vacuum0,1.4444613800000001,1.5116763900000003,1.0475428399999995,True
413,192,192,0,0,bulk,Si_vacuum0,1.43566677,1.5375406399999996,1.027095199999999,True
414,192,192,0,0,bulk,Si_vacuum0,1.6006467599999998,1.5802065299999997,1.0519904799999988,True
415,192,192,0,0,bulk,Si_vacuum0,1.620673160000001,1.5412748899999993,1.0544467100000017,True
416,192,192,0,0,bulk,Si_vacuum0,1.5376196100000024,1.5169914900000012,0.9854779399999962,True
417,192,192,0,0,bulk,Si_vacuum0,1.5211444900000002,1.5570354899999999,1.1052754299999998,True
418,192,192,0,0,bulk,Si_vacuum0,1.4646411899999994,1.5679105100000001,1.0284987200000002,True
419,192,192,0,0,bulk,Si_vacuum0,1.4895515800000005,1.5261083800000002,1.06986734,True
420,192,192,0,0,bulk,Si_vacuum0,1.5694518400000008,1.4963660700000014,1.0310809699999988,True
421,192,192,0,0,bulk,Si_vacuum0,1.5750664900000002,1.5408925299999998,0.9990600899999996,True
422,192,192,0,0,bulk,Si_vacuum0,1.5092363399999995,1.5589618799999987,0.9920251999999999,True
423,192,192,0,0,bulk,Si_vacuum0,1.5414030199999997,1.6036818500000003,1.0664759699999975,True
424,192,192,0,0,bulk,Si_vacuum0,1.6145875300000005,1.5304300900000003,0.9896789800000003,True
425,192,192,0,0,bulk,Si_vacuum0,1.5152898700000008,1.5606801999999975,1.08350714,True
426,192,192,0,0,bulk,Si_vacuum0,1.4266748299999985,1.4663915900000022,1.0501965800000006,True
427,192,192,0,0,bulk,Si_vacuum0,1.50584429,1.5786241100000002,1.0757288,True
428,192,192,0,0,bulk,Si_vacuum0,1.5168854999999983,1.6192913400000017,1.0923273999999998,True
429,192,192,0,0,bulk,Si_vacuum0,1.55224694,1.6151875799999986,1.1396701800000002,True
430,192,192,0,0,bulk,Si_vacuum0,1.5420285799999989,1.55773698,1.0720056699999994,True
431,192,192,0,0,bulk,Si_vacuum0,1.55352667,1.54986483,1.0252259099999994,True
432,192,192,0,0,bulk,Si_vacuum0,1.4647849099999972,1.56067238,1.0222553899999993,True
433,216,72,144,0,bulk,Si_O_vacuum0,1.266829999999999,1.266829999999999,0.895800000000003,True
434,216,72,144,0,bulk,Si_O_vacuum0,0.49597764000000033,0.3848115299999998,0.3946006500000001,True
435,216,72,144,0,bulk,Si_O_vacuum0,0.4255088099999993,0.3157510200000001,0.5182389700000005,True
436,216,72,144,0,bulk,Si_O_vacuum0,0.45363532000000045,0.40351024000000096,0.25487903999999695,True
437,216,72,144,0,bulk,Si_O_vacuum0,0.3201807699999994,0.5127249299999992,0.34132217000000037,True
438,216,72,144,0,bulk,Si_O_vacuum0,0.5093670300000015,0.49104088000000073,0.2802036600000001,True
439,216,72,144,0,bulk,Si_O_vacuum0,0.3349914999999999,0.3585512000000017,0.40022140000000017,True
440,216,72,144,0,bulk,Si_O_vacuum0,0.5779926499999988,0.5843674199999994,0.2612117199999989,True
441,216,72,144,0,bulk,Si_O_vacuum0,0.36347609999999997,0.6883889100000001,0.3069926099999999,True
442,216,72,144,0,bulk,Si_O_vacuum0,0.5247212399999999,0.4603055099999995,0.39952809000000056,True
443,216,72,144,0,bulk,Si_O_vacuum0,0.37993357999999927,0.44079258000000004,0.3334669999999995,True
444,216,72,144,0,bulk,Si_O_vacuum0,0.4008812599999997,0.44016386999999807,0.29214129999999994,True
445,216,72,144,0,bulk,Si_O_vacuum0,0.3186903400000006,0.5411807100000005,0.31772278,True
446,216,72,144,0,bulk,Si_O_vacuum0,0.5016227199999984,0.51525013,0.3149442700000008,True
447,216,72,144,0,bulk,Si_O_vacuum0,0.4214363,0.32463338000000175,0.3625042099999999,True
448,216,72,144,0,bulk,Si_O_vacuum0,0.427512019999999,0.43872258999999875,0.34133264999999974,True
449,216,72,144,0,bulk,Si_O_vacuum0,0.48231251000000075,0.3457083300000002,0.3652868899999992,True
450,216,72,144,0,bulk,Si_O_vacuum0,0.2935209299999997,0.5014736999999988,0.36571136000000093,True
451,216,72,144,0,bulk,Si_O_vacuum0,0.41128713000000006,0.5122015800000013,0.46223770999999986,True
452,216,72,144,0,bulk,Si_O_vacuum0,0.3572170799999977,0.43840365999999986,0.3540113799999998,True
453,216,72,144,0,bulk,Si_O_vacuum0,0.40572121000000033,0.3223062600000012,0.3421196100000004,True
454,216,72,144,0,bulk,Si_O_vacuum0,0.4315346800000028,0.35345464,0.4497864099999999,True
455,216,72,144,0,bulk,Si_O_vacuum0,0.3648668899999993,0.39471173000000115,0.35081132000000004,True
456,216,72,144,0,bulk,Si_O_vacuum0,0.5482660100000011,0.44517600000000035,0.2916668200000011,True
457,216,72,144,0,bulk,Si_O_vacuum0,0.4036471899999997,0.2841570600000012,0.35194635999999774,True
458,216,72,144,0,bulk,Si_O_vacuum0,0.42603205000000005,0.3562585399999981,0.29912815000000076,True
459,216,72,144,0,bulk,Si_O_vacuum0,0.33505118999999967,0.4235417899999999,0.40972554999999794,True
460,216,72,144,0,bulk,Si_O_vacuum0,0.37193188999999927,0.3748916899999995,0.4476097500000011,True
461,216,72,144,0,bulk,Si_O_vacuum0,0.3720726500000007,0.4945464599999993,0.3006953800000005,True
462,216,72,144,0,bulk,Si_O_vacuum0,0.30660284000000126,0.34797876999999994,0.40950370000000247,True
463,216,72,144,0,bulk,Si_O_vacuum0,0.5168612200000012,0.5143380399999992,0.2865297000000015,True
464,216,72,144,0,bulk,Si_O_vacuum0,0.47340812999999776,0.3916425100000012,0.3992819399999957,True
465,216,72,144,0,bulk,Si_O_vacuum0,0.3977036699999997,0.4664335899999982,0.4721412299999999,True
466,216,72,144,0,bulk,Si_O_vacuum0,0.38482971999999976,0.3603667600000005,0.32162372000000067,True
467,216,72,144,0,bulk,Si_O_vacuum0,0.3939956700000011,0.497795540000004,0.3739849800000022,True
468,216,72,144,0,bulk,Si_O_vacuum0,0.406400060000001,0.6559936399999986,0.31583239000000024,True
469,216,72,144,0,bulk,Si_O_vacuum0,0.4476924999999995,0.4423799000000001,0.31325791999999636,True
470,216,72,144,0,bulk,Si_O_vacuum0,0.41957702999999824,0.342930079999999,0.29824765999999947,True
471,216,72,144,0,bulk,Si_O_vacuum0,0.4327939199999993,0.5887967099999998,0.3531320499999982,True
472,216,72,144,0,bulk,Si_O_vacuum0,0.47323141999999946,0.4413185999999985,0.5473475600000018,True
473,216,72,144,0,bulk,Si_O_vacuum0,0.37535964999999905,0.40764127000000017,0.3269073300000001,True
474,216,72,144,0,bulk,Si_O_vacuum0,0.4150948399999992,0.4752015799999999,0.29930110000000176,True
475,216,72,144,0,bulk,Si_O_vacuum0,0.37252903000000137,0.3223613300000018,0.30353511,True
476,216,72,144,0,bulk,Si_O_vacuum0,0.4318102300000011,0.41615291000000015,0.5216210500000021,True
477,216,72,144,0,bulk,Si_O_vacuum0,0.4524980500000009,0.34648383000000066,0.31083032000000105,True
478,216,72,144,0,bulk,Si_O_vacuum0,0.34563436000000003,0.46256331999999983,0.4417150000000005,True
479,216,72,144,0,bulk,Si_O_vacuum0,0.5452164700000002,0.47118318999999975,0.3400457899999999,True
480,216,72,144,0,bulk,Si_O_vacuum0,0.5548303599999994,0.55656276,0.31800467000000043,True
481,216,72,144,0,bulk,Si_O_vacuum0,0.5915976000000013,0.5521509900000007,0.3345814700000002,True
482,216,72,144,0,bulk,Si_O_vacuum0,0.36540476999999977,0.46913464999999976,0.34079050000000094,True
483,216,72,144,0,bulk,Si_O_vacuum0,0.39653559999999854,0.5470844999999998,0.6761559099999985,True
484,216,72,144,0,bulk,Si_O_vacuum0,0.40796623999999937,0.48620239000000004,0.3543388499999992,True
485,216,72,144,0,bulk,Si_O_vacuum0,0.5203460700000002,0.47455565000000094,0.40022843999999763,True
486,216,72,144,0,bulk,Si_O_vacuum0,0.4229716899999999,0.39479931000000196,0.3779904400000003,True
487,216,72,144,0,bulk,Si_O_vacuum0,0.39516989999999813,0.4537623100000002,0.404828350000002,True
488,216,72,144,0,bulk,Si_O_vacuum0,0.329503039999999,0.45844625000000083,0.3701286000000003,True
489,216,72,144,0,bulk,Si_O_vacuum0,0.45177733999999964,0.3306557199999994,0.2991924600000044,True
490,216,72,144,0,bulk,Si_O_vacuum0,0.3390859299999998,0.381431299999999,0.32504899999999964,True
491,216,72,144,0,bulk,Si_O_vacuum0,0.48521027999999944,0.4346776599999994,0.39350816999999927,True
492,216,72,144,0,bulk,Si_O_vacuum0,0.4257010400000031,0.3304999300000007,0.4378842199999997,True
493,216,72,144,0,bulk,Si_O_vacuum0,0.3100864199999996,0.4758946000000001,0.3486743499999984,True
494,216,72,144,0,bulk,Si_O_vacuum0,0.3882849800000006,0.3231083899999999,0.39251953000000034,True
495,216,72,144,0,bulk,Si_O_vacuum0,0.44746929999999985,0.4855188600000003,0.33194166999999997,True
496,216,72,144,0,bulk,Si_O_vacuum0,0.32713453000000026,0.5333371699999983,0.37224552000000066,True
497,224,192,0,32,bulk,Si_H_vacuum1,1.8456722800000012,1.1485185200000003,21.207686759999998,True
498,224,192,0,32,bulk,Si_H_vacuum1,1.30355226,0.9077856000000004,20.791219969999997,True
499,224,192,0,32,bulk,Si_H_vacuum1,1.4156065599999985,0.927855460000001,20.84989056,True
500,224,192,0,32,bulk,Si_H_vacuum1,1.2652753600000008,0.9283547600000006,21.014613230000002,True
501,224,192,0,32,bulk,Si_H_vacuum1,1.3423221399999978,0.8977441199999984,21.00552376,True
502,224,192,0,32,bulk,Si_H_vacuum1,1.4867162299999994,1.0079564399999998,20.685683100000002,True
503,224,192,0,32,bulk,Si_H_vacuum1,1.410667870000001,0.8622785300000001,20.87300907,True
504,224,192,0,32,bulk,Si_H_vacuum1,1.3959726899999998,0.9110061500000003,20.8990994,True
505,224,192,0,32,bulk,Si_H_vacuum1,1.2719215600000005,0.9779526800000006,20.74829885,True
506,224,192,0,32,bulk,Si_H_vacuum1,1.2940671899999996,0.8806696700000003,20.89414342,True
507,224,192,0,32,bulk,Si_H_vacuum1,1.4905559599999996,0.8281006900000001,20.87041617,True
508,224,192,0,32,bulk,Si_H_vacuum1,1.39692464,0.9723118600000001,20.996854019999997,True
509,224,192,0,32,bulk,Si_H_vacuum1,1.2693687600000005,0.8768984000000001,20.933913729999997,True
510,224,192,0,32,bulk,Si_H_vacuum1,1.3337511699999998,0.9195338899999999,20.905915209999996,True
511,224,192,0,32,bulk,Si_H_vacuum1,1.3612566299999995,0.8953224100000003,20.829855319999997,True
512,224,192,0,32,bulk,Si_H_vacuum1,1.4472584399999997,0.90185229,20.853120809999997,True
513,224,192,0,32,bulk,Si_H_vacuum1,1.2713710799999995,0.8415179499999996,20.94196137,True
514,224,192,0,32,bulk,Si_H_vacuum1,1.2234601799999996,0.9449467900000006,21.046982559999996,True
515,224,192,0,32,bulk,Si_H_vacuum1,1.2944716500000002,0.8693998700000006,21.172788710000003,True
516,224,192,0,32,bulk,Si_H_vacuum1,1.3104096599999993,0.9698941200000002,20.707418849999996,True
517,224,192,0,32,bulk,Si_H_vacuum1,1.250149960000001,0.9546848799999982,20.6425451,True
518,224,192,0,32,bulk,Si_H_vacuum1,1.30490912,0.8712462400000003,21.11212191,True
519,224,192,0,32,bulk,Si_H_vacuum1,1.1849703299999994,0.8595919300000008,21.08557616,True
520,224,192,0,32,bulk,Si_H_vacuum1,1.1732677,0.8742522500000001,20.733307330000002,True
521,224,192,0,32,bulk,Si_H_vacuum1,1.3770405399999994,0.7748940599999998,20.14590019,True
522,224,192,0,32,bulk,Si_H_vacuum1,1.3099998200000014,0.9414906100000009,20.546013279999997,True
523,224,192,0,32,bulk,Si_H_vacuum1,1.1082433200000008,0.8154414500000008,20.656943369999997,True
524,224,192,0,32,bulk,Si_H_vacuum1,1.3323154300000013,0.9582159100000004,20.88955973,True
525,224,192,0,32,bulk,Si_H_vacuum1,1.26019015,0.9012864499999999,20.703057060000003,True
526,224,192,0,32,bulk,Si_H_vacuum1,1.2504447899999989,0.8641676499999996,20.290309070000003,True
527,224,192,0,32,bulk,Si_H_vacuum1,1.1154315300000002,0.9388325199999986,20.62130974,True
528,224,192,0,32,bulk,Si_H_vacuum1,1.1003126799999994,0.804891330000001,20.697999049999996,True
529,224,192,0,32,bulk,Si_H_vacuum1,1.2887024500000017,0.92582292,20.946363899999998,True
530,224,192,0,32,bulk,Si_H_vacuum1,1.3770272999999997,0.9032135300000004,20.84216691,True
531,224,192,0,32,bulk,Si_H_vacuum1,1.3266089899999993,0.9139377399999996,20.48757322,True
532,224,192,0,32,bulk,Si_H_vacuum1,1.2965762700000003,0.9105766099999993,20.572723359999998,True
533,224,192,0,32,bulk,Si_H_vacuum1,1.2974949600000014,0.7829515800000018,20.541491190000002,True
534,224,192,0,32,bulk,Si_H_vacuum1,1.26161412,0.8649158700000001,20.748928340000003,True
535,224,192,0,32,bulk,Si_H_vacuum1,1.4608862800000002,0.7590581500000002,20.806186379999996,True
536,224,192,0,32,bulk,Si_H_vacuum1,1.291801379999998,0.90520852,20.54723242,True
537,224,192,0,32,bulk,Si_H_vacuum1,1.1635504999999984,0.96945705,20.530222719999998,True
538,224,192,0,32,bulk,Si_H_vacuum1,1.2117886200000003,0.92494798,20.609457839999997,True
539,224,192,0,32,bulk,Si_H_vacuum1,1.3134401600000025,0.83818477,20.40730767,True
540,224,192,0,32,bulk,Si_H_vacuum1,1.2956683000000002,0.88224415,20.68775449,True
541,224,192,0,32,bulk,Si_H_vacuum1,1.3588988300000002,0.9039377199999996,20.667296639999996,True
542,224,192,0,32,bulk,Si_H_vacuum1,1.2261269,0.9150501700000014,20.60400196,True
543,224,192,0,32,bulk,Si_H_vacuum1,1.27502207,0.8393826799999996,21.07033724,True
544,224,192,0,32,bulk,Si_H_vacuum1,1.3418140300000003,0.8626436200000006,20.925781530000002,True
545,224,192,0,32,bulk,Si_H_vacuum1,1.1888812000000002,0.84430989,20.89453123,True
546,224,192,0,32,bulk,Si_H_vacuum1,1.2315867900000004,0.9394577599999994,20.892823749999998,True
547,224,192,0,32,bulk,Si_H_vacuum1,1.2481771400000006,0.8653730800000005,21.021293179999997,True
548,224,192,0,32,bulk,Si_H_vacuum1,1.4022578699999997,1.051330779999998,20.977279969999998,True
549,224,192,0,32,bulk,Si_H_vacuum1,1.3147058400000005,0.99541784,20.72308264,True
550,224,192,0,32,bulk,Si_H_vacuum1,1.3024471299999976,0.9009205999999994,20.41193605,True
551,224,192,0,32,bulk,Si_H_vacuum1,1.40188374,0.9334601100000004,20.852069080000003,True
552,224,192,0,32,bulk,Si_H_vacuum1,1.41778259,0.8857487600000002,21.01109068,True
553,224,192,0,32,bulk,Si_H_vacuum1,1.4177102400000006,0.9544775000000002,20.877359549999998,True
554,224,192,0,32,bulk,Si_H_vacuum1,1.4463608699999997,0.8777375399999997,20.79364629,True
555,224,192,0,32,bulk,Si_H_vacuum1,1.3621080600000002,0.9623010999999999,20.777765289999998,True
556,224,192,0,32,bulk,Si_H_vacuum1,1.3397228500000016,1.0087218599999994,20.78496735,True
557,224,192,0,32,bulk,Si_H_vacuum1,1.2384156900000003,0.8594073099999999,20.892816749999998,True
558,224,192,0,32,bulk,Si_H_vacuum1,1.2995884699999996,0.8474438500000007,20.73221775,True
559,224,192,0,32,bulk,Si_H_vacuum1,1.4420799000000002,0.8904469899999999,20.92191637,True
560,224,192,0,32,bulk,Si_H_vacuum1,1.4618807400000022,0.9036000400000002,20.908077919999997,True
561,224,192,0,32,bulk,Si_H_vacuum1,1.410049820000001,0.8717815099999997,20.79185554,True
562,224,192,0,32,bulk,Si_H_vacuum1,1.34037255,0.84573076,20.45110261,True
563,224,192,0,32,bulk,Si_H_vacuum1,1.3326306899999978,0.8805535000000007,21.002050259999997,True
564,224,192,0,32,bulk,Si_H_vacuum1,1.3175600900000006,0.8184818999999999,20.798034089999998,True
565,224,192,0,32,bulk,Si_H_vacuum1,1.4304021999999992,0.9197090599999985,20.551073569999996,True
566,224,192,0,32,bulk,Si_H_vacuum1,1.257465080000001,0.7866029000000004,20.95725426,True
567,224,192,0,32,bulk,Si_H_vacuum1,1.3465246599999996,0.8098451100000005,20.720644999999998,True
568,224,192,0,32,bulk,Si_H_vacuum1,1.2134589099999997,0.8198887099999993,20.591276119999996,True
569,224,192,0,32,bulk,Si_H_vacuum1,1.286151139999999,0.9436689999999998,21.03773671,True
570,224,192,0,32,bulk,Si_H_vacuum1,1.3099582500000004,0.9027934499999996,20.88567162,True
571,224,192,0,32,bulk,Si_H_vacuum1,1.3629901600000014,0.8781304000000004,20.82921436,True
572,224,192,0,32,bulk,Si_H_vacuum1,1.180160970000002,0.8582965500000008,20.71478549,True
573,224,192,0,32,bulk,Si_H_vacuum1,1.2752160399999999,0.9189983900000013,20.2905716,True
574,224,192,0,32,bulk,Si_H_vacuum1,1.1038175699999992,0.9004704299999983,20.796027149999997,True
575,224,192,0,32,bulk,Si_H_vacuum1,1.211990980000002,0.893826479999999,20.82488002,True
576,224,192,0,32,bulk,Si_H_vacuum1,1.1615262200000007,0.8833380799999998,20.620286869999997,True
577,224,192,0,32,bulk,Si_H_vacuum1,1.3174548000000008,0.887755920000001,20.939085029999998,True
578,224,192,0,32,bulk,Si_H_vacuum1,1.3078306,0.8710272099999989,20.71561564,True
579,224,192,0,32,bulk,Si_H_vacuum1,1.3186519600000004,0.9584175799999991,20.63953826,True
580,224,192,0,32,bulk,Si_H_vacuum1,1.2883136399999986,0.7973630000000017,20.878322360000002,True
581,224,192,0,32,bulk,Si_H_vacuum1,1.3971335800000004,0.8240104099999992,20.73607066,True
582,224,192,0,32,bulk,Si_H_vacuum1,1.1672723999999992,0.9188471200000011,20.813700339999997,True
583,224,192,0,32,bulk,Si_H_vacuum1,1.3343628,0.8613432900000003,20.81578706,True
584,224,192,0,32,bulk,Si_H_vacuum1,1.3678340500000006,0.77136929,20.838492369999997,True
585,224,192,0,32,bulk,Si_H_vacuum1,1.4283665300000004,0.8714821600000001,20.572541339999997,True
586,224,192,0,32,bulk,Si_H_vacuum1,1.1933157199999995,0.9186658399999995,20.784215309999997,True
587,224,192,0,32,bulk,Si_H_vacuum1,1.2089237199999998,0.9082140299999996,20.756272279999997,True
588,224,192,0,32,bulk,Si_H_vacuum1,1.30687337,0.9519718600000001,20.7616841,True
589,224,192,0,32,bulk,Si_H_vacuum1,1.3218246100000002,0.8287920800000004,20.655592019999997,True
590,232,192,8,32,bulk,Si_O_H_vacuum1,1.485922530000001,0.9681406399999991,19.50052017999999,True
591,232,192,8,32,bulk,Si_O_H_vacuum1,1.2905817700000004,0.8537956999999997,19.442605459999992,True
592,232,192,8,32,bulk,Si_O_H_vacuum1,1.2173740199999985,0.92277042,19.639375249999997,True
593,232,192,8,32,bulk,Si_O_H_vacuum1,1.3367386300000013,0.7933016900000005,19.781350749999998,True
594,232,192,8,32,bulk,Si_O_H_vacuum1,1.220363379999998,0.97784739,20.106418439999995,True
595,232,192,8,32,bulk,Si_O_H_vacuum1,1.21549384,1.0153348599999996,20.640671189999992,True
596,232,192,8,32,bulk,Si_O_H_vacuum1,1.2330870599999988,0.9777694999999997,20.436746459999995,True
597,232,192,8,32,bulk,Si_O_H_vacuum1,1.3127084699999998,0.9495712099999997,19.808470649999997,True
598,232,192,8,32,bulk,Si_O_H_vacuum1,1.21282537,0.9460113099999985,19.600710709999998,True
599,232,192,8,32,bulk,Si_O_H_vacuum1,1.1635911000000005,0.9993247499999999,19.664129449999997,True
600,232,192,8,32,bulk,Si_O_H_vacuum1,1.2717006799999997,0.9539028499999995,19.520267819999997,True
601,232,192,8,32,bulk,Si_O_H_vacuum1,1.0377207400000013,0.9634137599999999,19.98458790999999,True
602,232,192,8,32,bulk,Si_O_H_vacuum1,0.8805808599999978,1.0116834599999995,20.184664259999998,True
603,232,192,8,32,bulk,Si_O_H_vacuum1,0.8997199699999999,0.8381119199999999,19.924675829999998,True
604,232,192,8,32,bulk,Si_O_H_vacuum1,0.8360106400000002,0.9593401299999996,19.932969319999998,True
605,232,192,8,32,bulk,Si_O_H_vacuum1,0.9983915699999998,0.92761231,19.878195509999998,True
606,232,192,8,32,bulk,Si_O_H_vacuum1,0.9964062800000001,0.7659767299999997,19.882666059999995,True
607,232,192,8,32,bulk,Si_O_H_vacuum1,0.9785472700000011,0.7965483599999993,19.788770849999995,True
608,232,192,8,32,bulk,Si_O_H_vacuum1,1.1599850099999987,0.865887879999999,19.709047089999995,True
609,232,192,8,32,bulk,Si_O_H_vacuum1,1.0402092699999992,0.8767748499999986,19.643462579999998,True
610,232,192,8,32,bulk,Si_O_H_vacuum1,1.16500453,0.90013657,20.483384849999997,True
611,232,192,8,32,bulk,Si_O_H_vacuum1,1.2305653199999997,0.9260241899999997,20.462363029999995,True
612,232,192,8,32,bulk,Si_O_H_vacuum1,1.0287960100000009,0.9320075200000002,20.197912019999997,True
613,232,192,8,32,bulk,Si_O_H_vacuum1,1.1291472900000001,0.92558409,19.761314009999992,True
614,232,192,8,32,bulk,Si_O_H_vacuum1,1.0115753099999982,0.8413278000000003,19.678218199999996,True
615,232,192,8,32,bulk,Si_O_H_vacuum1,1.0033252899999987,1.0380337900000005,19.729848969999992,True
616,232,192,8,32,bulk,Si_O_H_vacuum1,1.1787993800000003,0.7637461299999998,19.792807829999997,True
617,232,192,8,32,bulk,Si_O_H_vacuum1,1.3193953599999984,0.7606751300000004,19.733017309999994,True
618,232,192,8,32,bulk,Si_O_H_vacuum1,1.0990480499999997,1.02421726,20.038200989999996,True
619,232,192,8,32,bulk,Si_O_H_vacuum1,1.0875375200000001,0.84037589,20.528047389999994,True
620,232,192,8,32,bulk,Si_O_H_vacuum1,1.3101286600000013,0.9027509300000005,20.234791989999994,True
621,232,192,8,32,bulk,Si_O_H_vacuum1,1.2963154800000003,0.8647832099999999,20.155831669999994,True
622,232,192,8,32,bulk,Si_O_H_vacuum1,1.16586669,0.7857974299999997,20.342404179999992,True
623,232,192,8,32,bulk,Si_O_H_vacuum1,1.2829868599999992,0.8371215399999999,20.245236839999997,True
624,232,192,8,32,bulk,Si_O_H_vacuum1,1.2854067100000004,0.9173655400000006,20.070212229999996,True
625,232,192,8,32,bulk,Si_O_H_vacuum1,1.1789496600000007,0.8256885599999991,20.260504269999995,True
626,232,192,8,32,bulk,Si_O_H_vacuum1,1.3733258099999999,0.6830281599999994,20.126737709999997,True
627,232,192,8,32,bulk,Si_O_H_vacuum1,1.2522392900000006,0.7865694799999997,19.835903659999992,True
628,232,192,8,32,bulk,Si_O_H_vacuum1,1.2564294199999995,0.83607672,19.523605449999994,True
629,232,192,8,32,bulk,Si_O_H_vacuum1,1.1901481000000016,0.8045986499999999,19.815151089999997,True
630,232,192,8,32,bulk,Si_O_H_vacuum1,1.22684469,0.7386165499999999,20.111409639999994,True
631,232,192,8,32,bulk,Si_O_H_vacuum1,1.2075117999999994,0.7977910500000005,20.031719689999996,True
632,232,192,8,32,bulk,Si_O_H_vacuum1,1.0887044800000012,0.9014924800000002,19.582899989999998,True
633,232,192,8,32,bulk,Si_O_H_vacuum1,1.0514759599999997,0.76016275,19.897638599999997,True
634,232,192,8,32,bulk,Si_O_H_vacuum1,0.7503831700000014,0.92118235,19.840812109999995,True
635,232,192,8,32,bulk,Si_O_H_vacuum1,1.01040948,0.9348209999999991,19.961524789999995,True
636,232,192,8,32,bulk,Si_O_H_vacuum1,0.9714258899999989,0.8039222299999996,19.972746879999995,True
637,232,192,8,32,bulk,Si_O_H_vacuum1,1.10158193,0.770977749999999,20.359242119999998,True
638,232,192,8,32,bulk,Si_O_H_vacuum1,1.1051618399999996,0.7151228299999999,20.031758529999998,True
639,232,192,8,32,bulk,Si_O_H_vacuum1,1.3209468500000006,0.9245054699999989,20.043963909999995,True
640,232,192,8,32,bulk,Si_O_H_vacuum1,1.115001869999998,0.8523440399999996,19.984574039999995,True
641,232,192,8,32,bulk,Si_O_H_vacuum1,1.2795717799999988,0.8636778199999999,20.03484565999999,True
642,232,192,8,32,bulk,Si_O_H_vacuum1,1.1973136899999988,0.8179532200000003,20.154732099999997,True
643,232,192,8,32,bulk,Si_O_H_vacuum1,1.1553130300000012,0.9422752700000001,20.438860499999997,True
644,232,192,8,32,bulk,Si_O_H_vacuum1,1.0152528199999982,0.8273694699999996,20.433869579999996,True
645,232,192,8,32,bulk,Si_O_H_vacuum1,0.9882448599999998,0.7898680899999997,20.404060869999995,True
646,232,192,8,32,bulk,Si_O_H_vacuum1,0.8252666500000008,0.7112396999999991,20.557634039999996,True
647,232,192,8,32,bulk,Si_O_H_vacuum1,0.8638739499999997,0.9662886500000009,19.918625199999997,True
648,232,192,8,32,bulk,Si_O_H_vacuum1,1.0985816900000005,0.9844760100000002,20.084551369999996,True
649,232,192,8,32,bulk,Si_O_H_vacuum1,1.0996248199999985,0.93171586,20.410018309999995,True
650,232,192,8,32,bulk,Si_O_H_vacuum1,1.00983516,0.8109946300000003,19.759932389999996,True
651,232,192,8,32,bulk,Si_O_H_vacuum1,0.9865318999999988,0.7506980999999998,19.85206747999999,True
652,232,192,8,32,bulk,Si_O_H_vacuum1,1.1859726700000002,0.9208495499999998,20.034249499999998,True
653,232,192,8,32,bulk,Si_O_H_vacuum1,1.1598348799999996,0.8265412199999993,19.949998079999997,True
654,232,192,8,32,bulk,Si_O_H_vacuum1,1.2790078700000023,0.9719635699999997,19.985451869999995,True
655,232,192,8,32,bulk,Si_O_H_vacuum1,1.179155209999998,0.8678482000000006,20.148306749999996,True
656,232,192,8,32,bulk,Si_O_H_vacuum1,1.2011346099999998,0.8103541299999993,20.168488559999997,True
657,232,192,8,32,bulk,Si_O_H_vacuum1,1.3536585499999987,0.9233377600000002,19.781131539999997,True
658,232,192,8,32,bulk,Si_O_H_vacuum1,1.241805480000001,0.7877241400000005,19.754647729999995,True
659,232,192,8,32,bulk,Si_O_H_vacuum1,1.0950432000000023,0.91124637,19.986647989999994,True
