model,ring,j,l,gx,gy,gz,units
unchanged,7,-5,1,0.00042374423657121665,0.0008153113334963364,0.0003055246492323731,eV/L0
unchanged,7,-5,2,0.0005943317394020043,0.0004219362429458643,-0.0001799885151003101,eV/L0
unchanged,7,-5,3,0.0008040871745353301,0.00023709612131222175,-7.89751066550081e-05,eV/L0
unchanged,7,-5,4,0.0006614500106395671,0.000438400626615265,0.00022518597985576993,eV/L0
unchanged,7,-5,5,0.00021556635263028255,0.00012704348244420004,-0.00017914873429947776,eV/L0
unchanged,7,-5,6,-3.87698885908526e-06,-0.00021364043859509952,0.0003085262211927999,eV/L0
unchanged,7,-5,7,-0.0001191201428504393,5.191544438868741e-05,-5.7470802691729644e-05,eV/L0
unchanged,7,-5,8,-0.00019100125744630272,-9.59702877848815e-05,-9.594438904275849e-05,eV/L0
unchanged,7,-5,9,-0.0001661750662253225,4.7715208852628266e-05,-8.7619402164531e-05,eV/L0
unchanged,7,-5,10,-0.00016016735726878307,-1.6917593405406167e-05,-0.00015829588750122204,eV/L0
unchanged,7,-4,-6,-8.38290611533774e-06,5.0217759995893214e-05,5.815843592855208e-05,eV/L0
unchanged,7,-4,-5,-3.0340599231918633e-05,0.0001892302621698624,0.00012762807912669564,eV/L0
unchanged,7,-4,-4,-4.213475297085375e-06,-3.228538593897823e-05,-5.7082534065086494e-05,eV/L0
unchanged,7,-4,-3,7.1566881185069025e-06,2.564074605747091e-05,-3.512066177717153e-05,eV/L0
unchanged,7,-4,-2,3.353440110254207e-05,-8.352305692666823e-05,-8.839631253036819e-05,eV/L0
unchanged,7,-4,-1,0.00017859357316815937,0.00014271272653143188,-0.0005754746555621181,eV/L0
unchanged,7,-4,0,0.0005405854110663172,-1.896349667580312e-06,0.0006767190822245763,eV/L0
unchanged,7,-4,1,0.0008101016769297331,0.0015366528240326781,0.0003413869902199026,eV/L0
unchanged,7,-4,2,0.001128569342439656,0.000660484020379554,-0.00026312006215588676,eV/L0
unchanged,7,-4,3,0.001299149754013501,0.0007901601004971183,0.00020905861018875386,eV/L0
unchanged,7,-4,4,0.00048348663713001757,0.0003559579567596421,-0.0003005766442357594,eV/L0
unchanged,7,-4,5,-5.235922773459484e-06,-0.00037300350362226337,0.0005265892761114942,eV/L0
unchanged,7,-4,6,-0.0002170924303668438,0.00012750437848550958,-0.00015471194566539365,eV/L0
unchanged,7,-4,7,-0.00034231456180845753,-0.0001844533928239007,-0.00014948291460040574,eV/L0
unchanged,7,-4,8,-0.00029227622595726104,1.1236606070663065e-05,-9.750942555465375e-05,eV/L0
unchanged,7,-4,9,-0.00022910202025953379,-3.924278913569075e-05,-2.707903308107274e-05,eV/L0
unchanged,7,-4,10,-0.00017526703536872732,4.463622915733662e-05,-0.00010757818454883333,eV/L0
unchanged,7,-3,-7,-7.854886561703415e-05,-9.024588797535914e-05,0.00010854344194192061,eV/L0
unchanged,7,-3,-6,-9.041134851779742e-05,1.2248122350938131e-05,0.00014404284861780595,eV/L0
unchanged,7,-3,-5,-5.5064612562423074e-05,-0.00013949785506504737,-9.686354498654431e-05,eV/L0
unchanged,7,-3,-4,-1.0045115691973269e-05,-8.74674275891708e-05,7.6651699802996e-06,eV/L0
unchanged,7,-3,-3,-8.424779271161189e-07,-8.781126754023693e-05,-4.398060100667295e-05,eV/L0
unchanged,7,-3,-2,-0.00012576346563414605,5.870451896839784e-06,-3.660338527046504e-05,eV/L0
unchanged,7,-3,-1,-0.00028019313658973446,0.00011434417483617336,-0.00088848482522265,eV/L0
unchanged,7,-3,0,0.0005265942271137847,4.8706188077189406e-05,0.0006733351694543928,eV/L0
unchanged,7,-3,1,0.0018067538493204526,0.0021044369161904775,0.0003342553721267664,eV/L0
unchanged,7,-3,2,0.002358675877492921,0.0017364568402149208,0.0005417333515896683,eV/L0
unchanged,7,-3,3,0.0010349941602490061,0.0006094383032568866,-0.000602374217050068,eV/L0
unchanged,7,-3,4,-4.781184475591129e-06,-0.0007641740711594853,0.0010693064893079536,eV/L0
unchanged,7,-3,5,-0.000488394814774849,0.00015425244972062585,-0.0004077519225618852,eV/L0
unchanged,7,-3,6,-0.0006638281479652728,-0.0003632909919021316,-0.0003202805223469566,eV/L0
unchanged,7,-3,7,-0.0004850603234591063,-5.8218450483188096e-05,-0.00016836770857593116,eV/L0
unchanged,7,-3,8,-0.0003485936118366419,-0.0001245451796170556,-9.195352925647726e-05,eV/L0
unchanged,7,-3,9,-0.00024219891932800841,2.2431879976407774e-06,-2.4466015660970817e-05,eV/L0
unchanged,7,-3,10,-0.00018043083982504705,2.755457687599349e-05,-3.5691795002517215e-05,eV/L0
unchanged,7,-2,-7,-0.0001002869557136551,8.044990512609373e-05,0.00023235035576982976,eV/L0
unchanged,7,-2,-6,-0.00014269331689537262,2.827350723341723e-05,-5.7862387383465925e-05,eV/L0
unchanged,7,-2,-5,-0.00011795010856670587,-1.8977830508272164e-05,-3.684149665796016e-05,eV/L0
unchanged,7,-2,-4,-3.0273718847752766e-05,-0.0001022331841502952,-3.0844226581597876e-05,eV/L0
unchanged,7,-2,-3,0.00013408329617009323,-1.9836417380703998e-05,5.9203829458015946e-05,eV/L0
unchanged,7,-2,-2,1.4274700740242448e-05,0.000259427705378328,0.00019834040549067354,eV/L0
unchanged,7,-2,-1,-0.0015940105334278168,0.0007520878667844439,-0.0006531456853138796,eV/L0
unchanged,7,-2,0,-0.0017539301268185746,-0.001244128182965526,0.00048264624141374196,eV/L0
unchanged,7,-2,1,0.004970618638524075,0.003855626546872668,0.002018122529960296,eV/L0
unchanged,7,-2,2,0.002419682378774375,0.0024462234111777463,-0.00019272329495715725,eV/L0
unchanged,7,-2,3,2.473150366592453e-05,-0.0013631386643351065,0.0019503291209695113,eV/L0
unchanged,7,-2,4,-0.0010164535956866906,0.000360228710638025,-0.0007265617452074497,eV/L0
unchanged,7,-2,5,-0.0013067095916432122,-0.0004576561008452013,-0.000655124197603272,eV/L0
unchanged,7,-2,6,-0.0008151219903706643,-5.1393138751624e-06,-0.0002452983859830003,eV/L0
unchanged,7,-2,7,-0.0005090836621920984,-0.00010703764212621797,-0.00014196302735981742,eV/L0
unchanged,7,-2,8,-0.0003267165966065211,-3.412884609029906e-06,-3.8796157147111776e-05,eV/L0
unchanged,7,-2,9,-0.0002321776549122823,-1.7263495240048908e-05,-1.0508118793375297e-05,eV/L0
unchanged,7,-2,10,-0.00017120604300760545,4.392862774438537e-05,9.997201394073896e-06,eV/L0
unchanged,7,-1,-8,-0.00012641655195365766,-1.7130111423872536e-05,0.00043513927586878276,eV/L0
unchanged,7,-1,-7,-0.00016665648982671223,8.151337944536157e-05,5.0418874145181544e-05,eV/L0
unchanged,7,-1,-6,-0.00019252605099672347,-9.568452373878624e-05,6.172860915715808e-05,eV/L0
unchanged,7,-1,-5,-0.00022404950030346577,-0.00027411496836108625,0.00010103855570326825,eV/L0
unchanged,7,-1,-4,-0.00016960666283911898,-0.0004741557465829467,0.0002745773982895285,eV/L0
unchanged,7,-1,-3,0.00029558609867459115,-0.0007723562847517787,0.00038081058488746987,eV/L0
unchanged,7,-1,-2,0.0016353138416778817,-0.0003775564045988848,0.0009022065911802762,eV/L0
unchanged,7,-1,-1,3.872740577044945e-05,0.0033836462311032,0.00245205364602147,eV/L0
unchanged,7,-1,0,-0.010249720581696853,0.00023500186995602587,0.002770600739916328,eV/L0
unchanged,7,-1,1,0.006688865516624106,0.003385790674273949,0.0023143454932757998,eV/L0
unchanged,7,-1,2,9.095344384500458e-06,-0.0025629417236413972,0.003502426887910907,eV/L0
unchanged,7,-1,3,-0.0024531350519965134,-0.0007004601970759419,-0.002391605943349853,eV/L0
unchanged,7,-1,4,-0.002363746537590674,-0.0010642868659752648,-0.0014531215761912329,eV/L0
unchanged,7,-1,5,-0.0011388940958332067,5.372908252234174e-05,-0.000711443188873001,eV/L0
unchanged,7,-1,6,-0.0006029608663996731,5.420577065655889e-05,-0.00044020836288598063,eV/L0
unchanged,7,-1,7,-0.00036207151405068445,0.00020294522035007537,-0.0002196972360082318,eV/L0
unchanged,7,-1,8,-0.00025826483772407486,0.00011777476626304954,-0.00012618043882031045,eV/L0
unchanged,7,-1,9,-0.0001991577396761235,0.00012359879706823533,-7.657485770397915e-05,eV/L0
unchanged,7,-1,10,-0.00016491275188858947,0.00012403147085310326,-1.4936538427840872e-05,eV/L0
unchanged,7,0,-8,-0.00015455600728983885,0.00032187441601280666,0.00011476139765816435,eV/L0
unchanged,7,0,-7,-0.00019982053664579008,0.00040455076902281087,-0.00014491423495888216,eV/L0
unchanged,7,0,-6,-0.0002427501953283752,0.0004752972081432512,-0.0002028818843829749,eV/L0
unchanged,7,0,-5,-0.0003462974069989382,0.0005970648642748766,-0.0002165842505037974,eV/L0
unchanged,7,0,-4,-0.0005185603858515593,0.0006111402967873568,-0.00021527432261111187,eV/L0
unchanged,7,0,-3,-0.00047390789676636757,0.0006085501019754329,-0.0001906461027618759,eV/L0
unchanged,7,0,-2,0.0018176922071080758,-1.7904525617589695e-05,-0.001331461075690108,eV/L0
unchanged,7,0,-1,0.010256510233335235,0.00254838559726625,-0.000540622153540589,eV/L0
unchanged,7,0,0,-0.00010352766214826486,0.05439731976204485,0.039154021753704096,eV/L0
unchanged,7,0,1,0.0002074315913264179,0.018976653051856224,-0.02729769263986419,eV/L0
unchanged,7,0,2,-0.006839474333768115,-0.0036100027292761245,-0.0027994148271410675,eV/L0
unchanged,7,0,3,-0.005149028393263407,-0.0033636805854088633,-0.003059956817585961,eV/L0
unchanged,7,0,4,-0.0018997857764979297,-0.0011368382853277383,-0.0018896671099501313,eV/L0
unchanged,7,0,5,-0.000831257812888808,-0.0008873935155004624,-0.0012990319730625812,eV/L0
unchanged,7,0,6,-0.0004332776671700712,-0.0006015271202351252,-0.0006458835798447991,eV/L0
unchanged,7,0,7,-0.0002928967114347763,-0.0005190991397445484,-0.0003689222670849318,eV/L0
unchanged,7,0,8,-0.00021811514476418237,-0.000386466951136913,-0.00016436285159847783,eV/L0
unchanged,7,0,9,-0.00020038951022198986,-0.00028574360280028346,-0.0001764994595172546,eV/L0
unchanged,7,1,-9,-0.00012323710877591427,0.00014972346959716377,9.335549277009645e-05,eV/L0
unchanged,7,1,-8,-0.0001656456023549067,0.00035711742594514667,0.00010292645101040792,eV/L0
unchanged,7,1,-7,-0.00021146993895162586,0.0004285863932118208,0.00016613263175134702,eV/L0
unchanged,7,1,-6,-0.000279726835209645,0.0005276221636260985,0.0003792266034762844,eV/L0
unchanged,7,1,-5,-0.00040484398426529806,0.0005910544552394228,0.000635725143517205,eV/L0
unchanged,7,1,-4,-0.0007552114760811505,0.0008409397840353827,0.0012733309713827076,eV/L0
unchanged,7,1,-3,-0.0016717348915112912,0.0009958748557742413,0.0017955293536621889,eV/L0
unchanged,7,1,-2,-0.004704490661344969,0.0029990294951754704,0.002703966522632417,eV/L0
unchanged,7,1,-1,-0.0066029112278243535,0.003250302556249023,0.0021804495692766567,eV/L0
unchanged,7,1,0,-0.00020036367887474047,-0.019250293447954443,0.026701059287960013,eV/L0
unchanged,7,1,1,0.00010261634340256201,-0.05459024183226715,-0.03790524962507077,eV/L0
unchanged,7,1,2,0.010102410141024145,-0.002595815434249642,0.0010051329049881,eV/L0
unchanged,7,1,3,0.0015758407283945246,-5.2747768077673805e-05,0.0013192492205416106,eV/L0
unchanged,7,1,4,-0.0006165574621138935,-0.0006549209094148725,0.0001766259114035437,eV/L0
unchanged,7,1,5,-0.0005710426972745037,-0.000651074352090987,0.00023885472236079847,eV/L0
unchanged,7,1,6,-0.00036241296411856146,-0.0006279731644642449,0.0002792840836416775,eV/L0
unchanged,7,1,7,-0.00025047646287002184,-0.0005290827704498545,0.0002444094304060369,eV/L0
unchanged,7,1,8,-0.000209831056610329,-0.00048749143230187144,0.00019499142081140828,eV/L0
unchanged,7,1,9,-0.00018987098269463112,-0.0002401072529368828,-0.00017285247746812732,eV/L0
unchanged,7,2,-9,-0.00015664753023502363,-8.048811263520529e-05,7.15982168681747e-05,eV/L0
unchanged,7,2,-8,-0.00018482254875341056,-7.989820972200701e-05,7.303600439035574e-05,eV/L0
unchanged,7,2,-7,-0.00024269728914104197,-0.00011358073711824182,0.00015256469110086135,eV/L0
unchanged,7,2,-6,-0.00033715159958189065,-0.0001798964249255312,0.000226218745845898,eV/L0
unchanged,7,2,-5,-0.0005497144809842011,-3.541327270703699e-05,0.00043269776141261943,eV/L0
unchanged,7,2,-4,-0.0010338255819543627,-3.7568751801921075e-05,0.0006684660069832654,eV/L0
unchanged,7,2,-3,-0.002197792836150996,0.0010244976064710453,0.0013214812232384219,eV/L0
unchanged,7,2,-2,-0.0023256148188254325,0.000618204392613578,0.002224906209704611,eV/L0
unchanged,7,2,-1,-1.247432189127258e-06,0.0022777309078195196,-0.0033609769631193793,eV/L0
unchanged,7,2,0,0.006750368919038921,-0.0035805090271885808,-0.0024921597692075044,eV/L0
unchanged,7,2,1,-0.010096535225649808,-1.2907219269353241e-05,-0.0025945843006850893,eV/L0
unchanged,7,2,2,-4.022612953829933e-05,-0.0031942200063984115,-0.00218141550715603,eV/L0
unchanged,7,2,3,0.0014737082315047412,0.00048724242375932205,-0.0009127514489640833,eV/L0
unchanged,7,2,4,0.0002068766608643118,0.0008281492857332717,-0.00046613066225486486,eV/L0
unchanged,7,2,5,-0.00020364335935906796,0.000541403637783816,-0.00031947931291607316,eV/L0
unchanged,7,2,6,-0.0002364822715640425,0.00029621413775535003,-0.00019130816025099762,eV/L0
unchanged,7,2,7,-0.00019780004207841834,0.00015228072130499037,-9.640053403567148e-05,eV/L0
unchanged,7,2,8,-0.00019595293274763046,-7.338421539101528e-06,-0.0002766909134723419,eV/L0
unchanged,7,3,-9,-0.00017406219838177021,-9.766529657075814e-06,4.619809733741796e-06,eV/L0
unchanged,7,3,-8,-0.0002276620073251371,4.2925666354745565e-05,1.2461086923986233e-05,eV/L0
unchanged,7,3,-7,-0.000299445414092706,3.615562655214397e-06,4.1248771686448156e-05,eV/L0
unchanged,7,3,-6,-0.0004653875402686269,9.506205953579094e-05,0.0001404912923804396,eV/L0
unchanged,7,3,-5,-0.0007379707769019683,-1.0799905515382187e-06,0.00022639230508461207,eV/L0
unchanged,7,3,-4,-0.0011969172532194598,0.00042612799402076045,0.0005935083013439008,eV/L0
unchanged,7,3,-3,-0.000991058513375648,-0.00035693204630138234,0.0007465304834893012,eV/L0
unchanged,7,3,-2,-1.6930047944035686e-05,0.0013174166243386759,-0.001846639742218982,eV/L0
unchanged,7,3,-1,0.0023670783675835256,-0.0023359436603380915,8.76745243693399e-05,eV/L0
unchanged,7,3,0,0.0048740038174125986,-0.0036894351177312957,-0.002049370948483506,eV/L0
unchanged,7,3,1,-0.0016348365490351355,0.0012516151603259025,-0.00045291438601933136,eV/L0
unchanged,7,3,2,-0.0015120072359052666,-0.0006831256848010493,0.0007778740582361541,eV/L0
unchanged,7,3,3,-1.3065284218158175e-05,-0.00024703621881163885,-0.00017149008494261932,eV/L0
unchanged,7,3,4,9.920618728765075e-05,3.6640161814530737e-05,-2.8330166094367174e-05,eV/L0
unchanged,7,3,5,-5.005814797745697e-05,5.069147682047178e-05,2.3540699967150714e-05,eV/L0
unchanged,7,3,6,-0.00012443109961374988,5.735989976502562e-05,0.0001432489572852947,eV/L0
unchanged,7,3,7,-0.00015219745584128306,-0.0001298157513087791,-6.892337504926696e-05,eV/L0
unchanged,7,3,8,-0.00015036059339320964,5.1546674426847706e-05,-9.086118985710968e-05,eV/L0
unchanged,7,4,-9,-0.0001863431300833443,2.5649862153218057e-06,3.602597663851719e-05,eV/L0
unchanged,7,4,-8,-0.00024330018304804515,2.0019591017244303e-05,3.109414594367256e-05,eV/L0
unchanged,7,4,-7,-0.0003024474181441907,8.959261496842343e-05,0.00010552147255912128,eV/L0
unchanged,7,4,-6,-0.0004352185356360966,4.9156484817361646e-05,0.00016407886298046816,eV/L0
unchanged,7,4,-5,-0.0006016895414137673,0.0003373408084759001,0.00028508709646822865,eV/L0
unchanged,7,4,-4,-0.00044961904425261276,-0.0001784872918389094,0.0004334550588518883,eV/L0
unchanged,7,4,-3,9.691072244037136e-06,0.0007253080419232312,-0.0010324340952005417,eV/L0
unchanged,7,4,-2,0.0009828261367731163,-0.0005396939201011168,0.0005672905795466643,eV/L0
unchanged,7,4,-1,0.0022018502018542356,-0.0015595127070740747,-0.0005092588007383886,eV/L0
unchanged,7,4,0,0.0017587064256700577,-0.0020737546712657467,-0.0004346655811014413,eV/L0
unchanged,7,4,1,0.0005613325540966288,7.610234153393482e-07,-0.0006536750735981086,eV/L0
unchanged,7,4,2,-0.00022140567876946981,-0.0001418842663448743,0.0009300464264788622,eV/L0
unchanged,7,4,3,-0.00010699244543371092,-6.956097473815645e-06,4.5430187093764625e-05,eV/L0
unchanged,7,4,4,-5.171230510835924e-07,-2.3589096797678214e-05,-1.9313946915331335e-05,eV/L0
unchanged,7,4,5,-1.0721146395192512e-05,6.194222308381814e-05,2.339716505882392e-05,eV/L0
unchanged,7,4,6,-6.463420051302649e-05,-0.0001657710629285243,-0.0001344028197055215,eV/L0
unchanged,7,4,7,-0.00011509071070739635,2.266495561252257e-06,-9.252664200472744e-05,eV/L0
unchanged,7,5,-9,-0.00014357264471415488,-7.748387468496669e-06,6.130548177347932e-05,eV/L0
unchanged,7,5,-8,-0.00023921904269063235,4.4085439926950495e-05,8.357343946436787e-05,eV/L0
unchanged,7,5,-7,-0.00026423148717495156,-1.068881354646557e-05,0.00011256165451588516,eV/L0
unchanged,7,5,-6,-0.00029955788390957015,0.00017026145891742156,0.00011385352127427788,eV/L0
unchanged,7,5,-5,-0.00019517224677237756,-0.00014541437695908123,0.00019575888434350335,eV/L0
unchanged,7,5,-4,8.599214627573494e-06,0.0003630748020074779,-0.0005206794394486864,eV/L0
unchanged,7,5,-3,0.0004614885621854187,-0.0003312320509898222,0.00029576411754100927,eV/L0
unchanged,7,5,-2,0.0012062713924194388,-0.0006828650489606801,-0.00019951216587928453,eV/L0
unchanged,7,5,-1,0.001042578751038357,-0.000601607780462551,0.0002660910411504968,eV/L0
unchanged,7,5,0,0.0007746676598555102,-0.001481432424873749,-0.00041056716571039655,eV/L0
unchanged,7,5,1,0.0005476904664671096,2.111076777479062e-05,-0.0006829634771963963,eV/L0
unchanged,7,5,2,0.00019771786541353774,-0.00010732347040713144,0.0006137188633187961,eV/L0
unchanged,7,5,3,4.8655046799126776e-05,4.346368936673503e-05,4.127731878212144e-05,eV/L0
unchanged,7,5,4,1.4068304398895197e-05,4.6540004006849355e-05,4.713637114028898e-05,eV/L0
unchanged,7,5,5,1.3528890475605696e-06,-0.00020458105244372383,-0.00015048992626610184,eV/L0
unchanged,7,5,6,-5.0652414015184185e-05,-4.244780429721459e-05,-4.904714625499941e-05,eV/L0
unchanged,7,6,-8,-0.00015715868806131733,-2.2840572378168023e-05,0.00013909524834930601,eV/L0
unchanged,7,6,-7,-0.00019033199061864898,9.161355459979226e-05,7.936164564539503e-05,eV/L0
unchanged,7,6,-6,-0.00010060322170397357,-8.178926518964841e-05,0.00012139444379268695,eV/L0
unchanged,7,6,-5,9.097038088587286e-06,0.0002222605152665128,-0.00031752498140497716,eV/L0
unchanged,7,6,-4,0.00020512796584008715,-0.00012905621661210256,0.0001964560986353297,eV/L0
unchanged,7,6,-3,0.0006069234081736986,-0.00036909021979929485,-0.00022127292667407838,eV/L0
unchanged,7,6,-2,0.0007484897699810727,-0.0002051192000308684,7.6812263293726e-05,eV/L0
unchanged,7,6,-1,0.000557031600825192,-0.00036968665226968736,0.00018647811140394633,eV/L0
unchanged,7,6,0,0.00041124742008781664,-0.0007999283055758056,-0.0003651981936511907,eV/L0
unchanged,7,6,1,0.0003536145478542172,5.921372905547401e-05,-0.0006765323902339483,eV/L0
unchanged,7,6,2,0.00023649345660962001,-7.577251166548702e-05,0.00034057465686597167,eV/L0
unchanged,7,6,3,0.00012453805786281956,0.00016011730377662764,7.009784582723801e-06,eV/L0
unchanged,7,6,4,6.360651241011911e-05,-0.0001771969812007228,-0.00011946460107714046,eV/L0
unchanged,7,6,5,2.7197730780173935e-07,-5.857144945777952e-05,-2.3366104904955724e-05,eV/L0
unchanged,7,7,-8,-8.13333533370317e-05,3.940943032155548e-05,0.00011873137903388265,eV/L0
unchanged,7,7,-7,-7.942501338656847e-05,-0.00010141449870027297,0.0001924837509448537,eV/L0
unchanged,7,7,-6,-5.906967827165581e-06,0.00010419337869114246,-0.00013722098870249362,eV/L0
unchanged,7,7,-5,0.000111330818804621,-8.028047182438438e-05,0.00011608054699414194,eV/L0
unchanged,7,7,-4,0.00031151323512614395,-0.0001631550408240429,-0.00012197129179477683,eV/L0
unchanged,7,7,-3,0.0004466157968101993,-0.00016769122391600816,9.500090994947904e-06,eV/L0
unchanged,7,7,-2,0.0004710921201692353,-0.0001525689022462435,-3.7005028422352514e-05,eV/L0
unchanged,7,7,-1,0.0003407266636614961,-0.00012770056766812457,0.00024234024829668298,eV/L0
unchanged,7,7,0,0.0002816150545470117,-0.0005170039013785913,-0.0003741537248511353,eV/L0
unchanged,7,7,1,0.0002451131920590825,5.453831576827035e-05,-0.0005764970856680238,eV/L0
unchanged,7,7,2,0.00020303329053996468,-3.503702074392632e-05,0.00017507116762446596,eV/L0
unchanged,7,7,3,0.00014883396118030165,-0.00011003225425007513,-0.00010560320391865388,eV/L0
unchanged,7,7,4,5.916196361304071e-05,-8.231096260049967e-05,3.675873248344945e-05,eV/L0
unchanged,7,8,-7,1.2800795596159141e-05,-7.730430325582784e-05,0.00011563007060489876,eV/L0
unchanged,7,8,-6,4.3680904788736604e-05,-0.00011846261487738622,0.000167418006119039,eV/L0
unchanged,7,8,-5,0.00016170358126648654,-7.6102069258555e-05,-6.110920235605975e-05,eV/L0
unchanged,7,8,-4,0.00026690996732167005,-9.442532105934483e-05,4.907150136404581e-05,eV/L0
unchanged,7,8,-3,0.00032135468137982077,-0.00011437735166060952,-4.761166177362835e-05,eV/L0
unchanged,7,8,-2,0.0003052594301669807,-1.5407124070162903e-05,4.419639894462661e-06,eV/L0
unchanged,7,8,-1,0.00024474356620371316,-5.789562353267194e-05,0.0001286406288820348,eV/L0
unchanged,7,8,0,0.00021252597460347966,-0.000274009866253126,-0.00031974294026090394,eV/L0
unchanged,7,8,1,0.00019753647087352884,2.889792392046043e-05,-0.0005257325388093016,eV/L0
unchanged,7,8,2,0.00016811392361785189,-0.00026280024231448563,9.606335147413793e-05,eV/L0
unchanged,7,8,3,0.00011902617215482014,-7.037421961946466e-05,7.873944934667095e-05,eV/L0
unchanged,7,9,-6,0.00010252501623289004,-0.00012771820175207034,1.0810892775453725e-05,eV/L0
unchanged,7,9,-5,0.00015342458749404325,-0.00011620175044934224,7.543558201506911e-05,eV/L0
unchanged,7,9,-4,0.00020577709862607864,-7.772085325869696e-05,1.9685338434212037e-05,eV/L0
unchanged,7,9,-3,0.00022012643063994174,-1.0640915906911835e-05,1.0164099745464836e-05,eV/L0
unchanged,7,9,-2,0.0002187880282348537,6.903874524311734e-06,-2.5888972445859298e-05,eV/L0
unchanged,7,9,-1,0.00019000037670999337,-1.0422140997708009e-05,0.00010908464101003348,eV/L0
unchanged,7,9,0,0.00018603562049864954,-0.000263321774105202,-0.00021260467548794943,eV/L0
unchanged,7,9,1,0.00016065353702470207,-0.0002596969709842757,-0.00016532247937478474,eV/L0
unchanged,9,-9,0,0.00014260727548747945,0.0002447300672966704,0.00010645489396703921,eV/L0
unchanged,9,-9,1,0.00015628344888999016,0.00021874005871745864,0.00014068690411524204,eV/L0
unchanged,9,-9,2,0.00015893785359702417,4.067679625924198e-05,-6.857471306683852e-05,eV/L0
unchanged,9,-9,3,0.00017460512024389217,-8.24836719102072e-06,1.6442022693191492e-05,eV/L0
unchanged,9,-9,4,0.00017980263051552988,1.7292764483869783e-05,1.2034327184660014e-05,eV/L0
unchanged,9,-9,5,0.000176942554716477,3.0139717279534807e-05,-3.363373700766227e-05,eV/L0
unchanged,9,-9,6,0.00016485103250284884,0.00011625160657480954,-1.0363417335904964e-05,eV/L0
unchanged,9,-9,7,0.00010154399179497659,8.840083663490245e-05,-3.65949657741813e-05,eV/L0
unchanged,9,-8,-2,0.0001236832574875393,6.715960266471346e-05,-6.773669883452328e-05,eV/L0
unchanged,9,-8,-1,0.0001474472877838731,0.0002461611383576624,-4.670172898178909e-05,eV/L0
unchanged,9,-8,0,0.0001615428633384178,-1.912652404103963e-05,0.00041060613924356356,eV/L0
unchanged,9,-8,1,0.00016859072141449133,0.00019633744531253496,0.0002580549896393256,eV/L0
unchanged,9,-8,2,0.0001855715689084883,2.1457723905701047e-05,-9.725445140523547e-05,eV/L0
unchanged,9,-8,3,0.0002285680100418621,3.2592666807975165e-05,2.4714729232750896e-05,eV/L0
unchanged,9,-8,4,0.00024374580447666008,4.360880910913937e-05,-7.218707909941127e-06,eV/L0
unchanged,9,-8,5,0.00024336564545418852,0.00010911538291178621,5.241466906157575e-06,eV/L0
unchanged,9,-8,6,0.000191847146237923,6.264846612677871e-05,-2.5124391603139858e-05,eV/L0
unchanged,9,-8,7,0.00013184636662001115,0.0001765876760312553,-5.3168222501181755e-05,eV/L0
unchanged,9,-8,8,2.6460112790007895e-05,0.00015472011971171142,-0.0001825888543037411,eV/L0
unchanged,9,-7,-3,9.661614453823523e-05,6.880000117052312e-05,-4.099011578802367e-05,eV/L0
unchanged,9,-7,-2,0.00014013879353309039,0.0001089823781838079,0.00012077797303936055,eV/L0
unchanged,9,-7,-1,0.00016767770173723825,2.76929326950938e-05,-8.981574078452569e-05,eV/L0
unchanged,9,-7,0,0.00019077740667584696,-1.891596355629804e-05,0.00047868748640735124,eV/L0
unchanged,9,-7,1,0.00021214703161788703,0.0003209765485290115,0.0002803900804779745,eV/L0
unchanged,9,-7,2,0.00025085030284430036,0.00011042795001844127,-0.00016149420914950862,eV/L0
unchanged,9,-7,3,0.0003206980582823351,4.270545536985757e-05,-2.2635427641017842e-05,eV/L0
unchanged,9,-7,4,0.00034796330360651505,0.00015488968454551645,6.564771387256567e-05,eV/L0
unchanged,9,-7,5,0.00028752900656131146,7.012962049368568e-05,-1.757604617658586e-05,eV/L0
unchanged,9,-7,6,0.00018323225509854146,0.00011260822663867234,7.316110510565856e-05,eV/L0
unchanged,9,-7,7,7.17367236768523e-05,1.8649786499390172e-05,-4.239537408675398e-05,eV/L0
unchanged,9,-7,8,1.8954920266366507e-05,4.756674455150039e-05,-6.419462248505454e-05,eV/L0
unchanged,9,-7,9,-4.81329079944362e-05,4.8669304706289576e-05,-0.00012557167240084095,eV/L0
unchanged,9,-6,-4,6.123917982080099e-05,4.8774079112411234e-05,-5.274293080101615e-07,eV/L0
unchanged,9,-6,-3,8.574699421460324e-05,0.00015741024378492974,0.00011216724236574378,eV/L0
unchanged,9,-6,-2,0.0001337875596583278,-0.0001457174240114524,1.3246739047010227e-05,eV/L0
unchanged,9,-6,-1,0.00019879389928997813,8.760592478908748e-05,-0.00017169474922242318,eV/L0
unchanged,9,-6,0,0.00024327991915106968,-7.213137311300396e-05,0.0005496580275469058,eV/L0
unchanged,9,-6,1,0.00028735077773593427,0.0005624882191122533,0.0003371800243961202,eV/L0
unchanged,9,-6,2,0.00035472821969286417,0.00014793562029776495,-0.000244108597203661,eV/L0
unchanged,9,-6,3,0.000504877461869014,0.0001893981565000018,4.319242412485766e-05,eV/L0
unchanged,9,-6,4,0.00048426438223374616,0.0001756948835664048,7.693408912295284e-06,eV/L0
unchanged,9,-6,5,0.0003388455279774378,0.0002097783695851519,0.00011787025537762289,eV/L0
unchanged,9,-6,6,0.00011015548704260711,4.657622884555496e-05,-6.734412053445923e-05,eV/L0
