first,second,test,partition,radius_over_L0,inner_fraction,first_finite_part_eV,second_finite_part_eV,finite_part_change_eV
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,3.0,0.5,0.3128016881778944,0.3131933676525864,0.00039167947469198605
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,3.0,0.75,0.3252600408317761,0.32567778015887366,0.0004177393270975438
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,3.5,0.5,0.3248497931787019,0.3252651616769857,0.00041536849828383016
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,3.5,0.75,0.3370631878769278,0.33750029497187917,0.00043710709495137223
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,4.0,0.5,0.3347934198151863,0.33522447962349766,0.0004310598083113737
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,4.0,0.75,0.3474356475703366,0.34788344579784236,0.0004477982275057357
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,4.5,0.5,0.34362377380799847,0.3440655270461227,0.00044175323812423173
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,4.5,0.75,0.3548135178178867,0.3552659309667805,0.00045241314889377104
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,5.0,0.5,0.35045852806147376,0.35090667227122413,0.0004481442097503674
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,5.0,0.75,0.3599406495485475,0.36039475162882223,0.0004541020802747431
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,5.5,0.5,0.3555781148920465,0.3560293161054846,0.0004512012134381127
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,5.5,0.75,0.3632491979247463,0.36370306337775526,0.0004538654530089614
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,6.0,0.5,0.3596896491999482,0.36014161540375716,0.00045196620380894004
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,6.0,0.75,0.3662072288676585,0.3666578303133203,0.0004506014456617802
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,6.5,0.5,0.3627807710925293,0.36323089123821745,0.00045012014568812653
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,6.5,0.75,0.3679758937298782,0.36841909205071594,0.00044319832083772326
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,7.0,0.5,0.3651107740850491,0.36555613676062915,0.00044536267558004106
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,7.0,0.75,0.3696605721228876,0.3700910842185412,0.00043051209565359017
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,7.5,0.5,0.3670852886422943,0.3675231918174443,0.00043790317515002286
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,7.5,0.75,0.3709415302016089,0.37135593518685606,0.000414404985247141
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,8.0,0.5,0.3686541507952852,0.3690827790701524,0.00042862827486722654
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,smooth,8.0,0.75,0.3722329295705752,0.3726312196006011,0.000398290030025894
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,2.0,1.0,0.3121519568643209,0.31254232591078995,0.00039036904646905235
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,2.5,1.0,0.33259952392236736,0.3330106949714742,0.0004111710491068177
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,3.0,1.0,0.33299091172483386,0.33342364714698713,0.0004327354221532742
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,3.5,1.0,0.3532487223124572,0.3536983006404859,0.00044957832802872133
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,4.0,1.0,0.35907858202048815,0.3595316916617527,0.00045310964126454856
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,4.5,1.0,0.3604192323265687,0.36087456485265157,0.00045533252608287444
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,5.0,1.0,0.36618361345200756,0.36663708730726885,0.00045347385526128825
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,5.5,1.0,0.37008763449831966,0.370535083030942,0.00044744853262235207
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,6.0,1.0,0.36636797246307634,0.36680729094243164,0.00043931847935529955
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,6.5,1.0,0.371006075394796,0.3714219383217062,0.0004158629269102043
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,7.0,1.0,0.3740945706369707,0.374489136157096,0.00039456552012528956
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,7.5,1.0,0.375496302117835,0.37587588140037964,0.0003795792825446176
historical_R8_r6_stable_plus,historical_R8_r8_stable_plus,ring,hard,8.0,1.0,0.3740150659796989,0.3743917173360136,0.0003766513563147056
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,2.0,0.5,0.2858596464458307,0.286213914375847,0.0003542679300163054
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,2.0,0.75,0.2871183129661765,0.2874930951708206,0.0003747822046440974
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,2.5,0.5,0.29779938987000665,0.29819462125891194,0.00039523138890529275
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,2.5,0.75,0.3091829379206035,0.30961203632306944,0.0004290984024659661
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,3.0,0.5,0.30992464620776067,0.3103542798877181,0.00042963367995740853
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,3.0,0.75,0.3221514577815368,0.32261158203558,0.0004601242540431816
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,3.5,0.5,0.3217571981523881,0.32221520089805056,0.0004580027456624336
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,3.5,0.75,0.3337324062076352,0.33421815544866507,0.0004857492410298425
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,4.0,0.5,0.3314935697847118,0.3319727617421214,0.0004791919574096415
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,4.0,0.75,0.34385428947049945,0.34435827885598536,0.0005039893854859034
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,4.5,0.5,0.3401108913453802,0.34060701488829714,0.0004961235429169486
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,4.5,0.75,0.35099487107043126,0.35151138617444444,0.0005165151040131821
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,5.0,0.5,0.3467410553402897,0.34725014981204455,0.0005090944717548451
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,5.0,0.75,0.35587594984436427,0.3564024438091075,0.0005264939647432465
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,5.5,0.5,0.3516512184211966,0.35217031317676795,0.0005190947555713255
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,5.5,0.75,0.3589348003597934,0.35946968432943927,0.0005348839696458496
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,6.0,0.5,0.35553204754455764,0.3560593526826215,0.0005273051380638716
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,6.0,0.75,0.3615741443147484,0.362115428617715,0.000541284302966627
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,6.5,0.5,0.35837707823884896,0.35891034072139666,0.0005332624825477028
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,6.5,0.75,0.3630106892965698,0.36355450558543895,0.0005438162888691256
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,7.0,0.5,0.360438508346136,0.36097515563592764,0.0005366472897916363
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,7.0,0.75,0.3643183168343824,0.36485985416759403,0.0005415373332116058
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,7.5,0.5,0.3621222341602325,0.3626596838746755,0.0005374497144430279
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,7.5,0.75,0.36521787075199263,0.36575296634750554,0.0005350955955129022
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,8.0,0.5,0.3634028258005484,0.3639386577883712,0.0005358319878228102
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,8.0,0.75,0.3661682480636125,0.3666944845295165,0.0005262364659039953
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,8.5,0.5,0.3644395875287887,0.36497184452221954,0.0005322569934308463
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,8.5,0.75,0.366851708933417,0.36736829949866934,0.0005165905652523284
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,9.0,0.5,0.36535743577653645,0.36588456271042336,0.0005271269338869011
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,9.0,0.75,0.3676315844828242,0.36813822331139945,0.0005066388285752677
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,9.5,0.5,0.3661398896440087,0.3666607594818272,0.0005208698378185161
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,9.5,0.75,0.3683507115207779,0.3688476218647363,0.0004969103439583789
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,10.0,0.5,0.36684990415710506,0.3673639430139316,0.0005140388568265486
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,smooth,10.0,0.75,0.36902941186812166,0.36951752773783775,0.0004881158697160881
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,2.0,1.0,0.30929993488909774,0.30972785415289533,0.0004279192637975937
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,2.5,1.0,0.3296255395054062,0.3300771002486991,0.0004515607432928892
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,3.0,1.0,0.3298081193715072,0.3302868332328559,0.00047871386134867855
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,3.5,1.0,0.3495846468031292,0.35009175824182037,0.000507111438691199
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,4.0,1.0,0.35507519239981955,0.35559526203473,0.0005200696349104694
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,4.5,1.0,0.3564342987344723,0.35696317811385336,0.0005288793793810642
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,5.0,1.0,0.3617168141179712,0.3622556723218229,0.0005388582038516887
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,5.5,1.0,0.36517374183492873,0.3657186858544253,0.0005449440194965627
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,6.0,1.0,0.36142507775146987,0.361970253641452,0.0005451758899821524
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,6.5,1.0,0.3653749435707595,0.3659113043949781,0.0005363608242185958
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,7.0,1.0,0.3678312044678017,0.36835705253788265,0.0005258480700809365
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,7.5,1.0,0.36897270888700384,0.36948713834474123,0.0005144294577373865
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,8.0,1.0,0.3678622811937232,0.36836713876311666,0.0005048575693934465
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,8.5,1.0,0.3685411060633168,0.36903294654609176,0.0004918404827749523
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,9.0,1.0,0.3699141903472528,0.3703949491324383,0.00048075878518549775
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,9.5,1.0,0.3687867070811707,0.36926269733850337,0.0004759902573326924
historical_R10_r6_stable_plus,historical_R10_r8_stable_plus,ring,hard,10.0,1.0,0.37048812884200477,0.3709605062995802,0.0004723774575754458
