model,model_sha256,anchor,signs,group,constraint,observable,upper_error_dual,lower_error_dual,equality_dual,bound_dual
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_direct_039_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_direct_039_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_raised_direct_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_raised_direct_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_raised_direct_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_positive_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_positive_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_positive_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_negative_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_negative_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_off_path_negative_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_shockley_058_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_shockley_058_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_shockley_058_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.17h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.17h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.42h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.42h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.78h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_1.78h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_2.23h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_2.23h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_3.4h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_3.4h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_5.5h_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,new_opening_5.5h_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct011_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct011_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct011_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct031_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct031_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_direct031_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_raised043_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_raised043_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_raised043_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_plus_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_plus_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_plus_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_minus_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_minus_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_off_minus_Haa,-0.028262408632719976,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_shockley043_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_shockley043_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_shockley043_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.21_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.21_normal_force,-0.0,-0.5862700832783704,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.21_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.62_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.62_normal_force,-0.36190063054946675,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.62_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.93_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.93_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening1.93_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening2.71_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening2.71_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening2.71_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening4.3_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening4.3_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening4.3_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening6.2_energy,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening6.2_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v16_opening6.2_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_0.985_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_0.985_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.015_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.015_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.065_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.065_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.095_normal_force,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,target_interval,v17_near_1.095_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,normal_strain_force_ev,,,-1.3019360174981445,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,cohesive_ev_atom,,,0.004051097839266992,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,C11_GPa,,,-0.011149397652520099,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,C12_GPa,,,0.07029620546227844,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,C44_GPa,,,0.08923366971506874,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,perfect_Haa,,,-2.000813720639062,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,exact_anchor,perfect_Hxx,,,0.5284309363999975,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,u,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,v,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,A,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,B,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,C,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,D3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,D1,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,D2,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,D_Eg,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,K3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_and_tangents,all_signs_relaxed_CONTROL,old_fit_all,nonnegative_bound,eta,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,target_interval,saddle_Hxx,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,exact_anchor,normal_strain_force_ev,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,exact_anchor,cohesive_ev_atom,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,exact_anchor,C11_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,exact_anchor,C12_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,exact_anchor,C44_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,u,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,v,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,A,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,B,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,C,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,D3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,D1,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,D2,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,D_Eg,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,K3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,saddle_Hxx,nonnegative_bound,eta,,,,1.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,target_interval,v19_new_4_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,exact_anchor,normal_strain_force_ev,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,exact_anchor,cohesive_ev_atom,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,exact_anchor,C11_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,exact_anchor,C12_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,exact_anchor,C44_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,u,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,v,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,A,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,B,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,C,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,D3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,D1,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,D2,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,D_Eg,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,K3,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,opening_Haa,nonnegative_bound,eta,,,,1.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,target_interval,saddle_Hxx,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,target_interval,v19_new_4_Haa,-0.0,-0.0,,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,exact_anchor,normal_strain_force_ev,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,exact_anchor,cohesive_ev_atom,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,exact_anchor,C11_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,exact_anchor,C12_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,exact_anchor,C44_GPa,,,-0.0,
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,nonnegative_bound,u,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,nonnegative_bound,v,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,nonnegative_bound,A,,,,0.0
original,8736cb9d28f1430e3991b1046ef42544cefaa3c9a4f5d743e0d02931329f5c2e,bulk5_only_CONTROL,declared_signs,critical_pair,nonnegative_bound,B,,,,0.0
