observable,role,target,scale,units,u,v,A,B,C,D3,D1,D2,D_Eg,K3
v16_off_minus_normal_force,fit,0.3481661631135443,0.03173805605024358,eV/L0,-16.813590738346562,11.38597095206839,0.6246867681671746,-1.2115045315922381,0.14370683581653745,-0.020919282469935338,0.213114796345783,0.014291694972062468,0.03565806505521922,-5.448258609351236e-05
v16_off_minus_Haa,fit,5.497617912510364,0.5497617912510364,eV/L0^2,206.82806219504803,-60.41916866820111,-1.0157909869709207,2.2436810525230837,0.7497543220388452,0.177216042108159,0.8361680121085635,0.9019096010479923,0.05956363235293671,0.0008995568197732223
v16_shockley043_energy,fit,0.061697611386283796,0.00616976113862838,eV/cell,0.5632154678986404,-0.10748971290009797,-0.000389545244704248,0.0007791647689963099,2.9717560446569475e-07,0.002170205116113425,0.00011695681900010212,0.0021473560108882846,0.005755486997243628,2.3548303930268623e-06
v16_shockley043_normal_force,fit,-0.43484281773712713,0.03173805605024358,eV/L0,-37.565164759610546,18.760544753980195,0.7554993509927054,-1.5112322530461717,-0.0009344736983257445,-0.017507887500357554,-0.02877762180353487,-0.045094507592271106,-0.01739463430872872,-3.798788668815459e-05
v16_shockley043_Haa,fit,25.03469226049791,2.5034692260497913,eV/L0^2,412.8447427068079,-95.20126603741673,-1.0823345131106312,2.54705709524314,1.5303984393391754,0.24537350040331762,3.893051267364186,0.3743697298075277,2.983856045454511,0.0008378644728034137
v16_opening1.21_energy,fit,0.19627832926906572,0.019627832926906574,eV/cell,-2.4425034094411724,2.0922739917210857,0.1139426851057872,-0.22345758990099118,0.016928665083631545,0.0003969830687462343,0.026837886464360694,0.003614983905694504,0.012276238738517381,7.763955919460202e-08
v16_opening1.21_normal_force,fit,1.631864707518524,0.03173805605024358,eV/L0,-5.530323340399655,8.105601931946946,0.5796080944282941,-1.113731332948099,0.16990678494870956,0.001351780309973859,0.2163981918962329,0.009867993575580493,0.026620016156386282,5.239523456529126e-07
v16_opening1.21_Haa,fit,-1.3832350292334812,0.13832350292334814,eV/L0^2,52.165767148868476,-34.9061989135108,-0.9424988171927088,2.049047196504848,0.5515113738322504,-0.017482845269643627,-0.06428339437523056,-0.11079897872048275,-0.446472034874483,-5.1114754457510335e-06
v16_opening1.62_energy,fit,0.5246331923940108,0.05246331923940109,eV/cell,-3.024081996799366,3.586377317903907,0.26131462264987304,-0.49875735175135794,0.0857766498617021,0.0006114015309472443,0.07631569491741477,0.004560037817531864,0.014706151275740157,1.8229949870946838e-07
v16_opening1.62_normal_force,fit,0.5093642313524578,0.03173805605024358,eV/L0,-0.30690263527717215,2.2695531994343163,0.31961100337378606,-0.5795519832603065,0.2024666208746475,0.0008334875988888946,0.07294473214864901,0.00044080217720038925,0.001700911501008561,4.994680677691522e-07
v16_opening1.62_Haa,fit,-0.15582859326870177,0.1,eV/L0^2,2.4092995508265065,-7.547102159629559,-0.61001279523302,1.1839259538836897,-0.16672634182023652,0.0008293028413489433,-0.342866610911157,-0.0037475469285313846,-0.0107049272295648,1.2039287907994166e-06
v16_opening1.93_energy,fit,0.6719836252695317,0.06719836252695317,eV/cell,-3.058739453493892,3.9830719820349296,0.3251014781288504,-0.6128547136996096,0.1304679237170109,0.0008027745869524509,0.08682847630019849,0.004605690895522316,0.01492224188925946,3.1546120913260257e-07
v16_opening1.93_normal_force,fit,0.6270410192299789,0.03173805605024358,eV/L0,-0.04832498556669754,1.0565292365966006,0.19340286904161336,-0.3411319613194141,0.1482221841589578,0.0005690791207953325,0.020025097261605593,4.981099044352804e-05,0.00034979590122986186,4.5072559396046227e-07
v16_opening1.93_Haa,fit,-0.6638075680371565,0.1,eV/L0^2,0.32789004908043295,-2.8974159020177317,-0.397004481899677,0.7298403517514431,-0.22871440913834035,-0.0018212306502568868,-0.10822505758657835,-0.0004379201019203376,-0.0021888069387282034,-1.117344965159724e-06
v16_opening2.71_energy,fit,0.7719163228888833,0.07719163228888834,eV/cell,-3.066266053297676,4.325531369352882,0.3925497622550651,-0.7299871534820586,0.18667829393940488,0.0009308732272722048,0.09031232176213323,0.004611237712703438,0.01497667924507713,4.2516111203931714e-07
v16_opening2.71_normal_force,fit,0.0,0.03173805605024358,eV/L0,-0.0012472112504193706,0.2545630342425107,0.04849082564065141,-0.08285382817331373,0.043634190543172885,2.830606503592127e-05,0.0005163878832113243,1.3995479367100166e-07,5.97029158061606e-06,2.6067499636948184e-08
v16_opening2.71_Haa,fit,0.0,0.1,eV/L0^2,0.006072258964129672,-0.4664384315841875,-0.10980796518501167,0.18966014428021896,-0.094123291344744,-0.00015611744913653948,-0.0030798208098167983,-1.3384705587613082e-06,-3.898277547630999e-05,-1.4294943878704263e-07
v16_opening4.3_energy,fit,0.7719163228888833,0.07719163228888834,eV/cell,-3.0665465495542628,4.467675395999991,0.41243324081582067,-0.7637819156379151,0.20498194324290803,0.0009358355827087176,0.09039791293235688,0.004611252233316728,0.01497758584463318,4.2974383038456593e-07
v16_opening4.3_normal_force,fit,0.0,0.03173805605024358,eV/L0,-9.170482313880763e-06,0.042596053624989354,0.0022555945206669792,-0.0038108301768512605,0.0021298112662578505,1.0900195688251712e-08,1.697707083292309e-07,3.583679095195743e-13,9.58444035153586e-10,1.0097314717279747e-11
v16_opening4.3_Haa,fit,0.0,0.1,eV/L0^2,2.7369504551755477e-05,-0.044941287108909045,-0.005485323081957435,0.009275425647270047,-0.005159441588771307,-6.987464232456485e-08,-1.074540274987603e-06,-3.641565538467486e-12,-6.5985552143010525e-09,-6.472584650598425e-11
v16_opening6.2_energy,fit,0.7719163228888833,0.07719163228888834,eV/cell,-3.066549861436537,4.502791042479583,0.4133321338373781,-0.7652997825577925,0.2058328220378573,0.000935837268980544,0.09039793965031616,0.0046112522333519096,0.014977585983341365,4.297453924913539e-07
v16_opening6.2_normal_force,fit,0.0,0.03173805605024358,eV/L0,-2.093962820880421e-07,0.011433426181387802,4.833179368648576e-05,-8.153087977159554e-05,4.5974301020724864e-05,3.692969067850243e-13,7.88477309520209e-12,4.001379382005734e-20,1.8430067871099658e-14,3.4215667170441157e-16
v16_opening6.2_Haa,fit,0.0,0.1,eV/L0^2,4.209201857308413e-07,-0.00789269807007485,-0.00012144867658913877,0.00020491479549999332,-0.00011540143410013668,-2.5137452867801598e-12,-5.1336427455772943e-11,-4.1774421562726096e-19,-1.3071691446303842e-13,-2.3289822299110278e-15
v17_near_0.985_normal_force,fit,-0.24821900083247345,0.03173805605024358,eV/L0,-33.65776521167699,18.77407142364667,0.7661855845424143,-1.5371252502856723,-0.01911872858675559,-0.001746458911773741,-0.044067631079010135,-0.01712816041318846,-0.019560106128757887,-1.761439313358981e-08
v17_near_0.985_Haa,fit,20.878110673451364,2.0878110673451364,eV/L0^2,342.9072031368497,-90.36245740996877,-1.073440204946733,2.5440721742104646,1.6057533876291838,0.1650999254585173,3.824744940564053,1.392888054565281,2.8827087264117948,4.6964245197719724e-06
