case,seed,axis,sign,block,start_ps,end_ps,mean_temperature_K,temperature_linear_trend_K_ns,internal_energy_change_eV,internal_energy_range_eV,work_eV,max_work_residual_eV,endpoint_work_residual_eV
seed49277_axis1_sign-1,49277,1,-1,0,100.0,200.0,300.2393471116924,0.7189193609170529,-0.01477849411594434,0.16205747700632855,-0.015609484041361706,0.001988936764157241,0.000830989925417365
seed49277_axis1_sign-1,49277,1,-1,1,200.0,300.0,300.3157248228552,1.0534617475533183,-0.01061176696248367,0.15375199156505914,-0.010020266322914972,0.0025465100619005074,-0.0005915006395686984
seed49277_axis1_sign-1,49277,1,-1,2,300.0,400.0,300.37998631440917,2.6312919113839954,0.06465405281187486,0.16184623952449328,0.06610367816352883,0.00212303263062813,-0.0014496253516539659
seed49277_axis1_sign-1,49277,1,-1,3,400.0,500.00000000000006,300.46314345895615,0.12634542200687374,-0.03241522037069444,0.15295073855168084,-0.0343261048938199,0.0033022111534776744,0.0019108845231254612
seed49277_axis1_sign-1,49277,1,-1,4,500.00000000000006,600.0,300.56469359834983,1.2062344431792384,0.05167536513408777,0.16755416930709544,0.0514825475186631,0.0020868697201999326,0.00019281761542466747
seed49277_axis1_sign-1,49277,1,-1,5,600.0,700.0,300.6306690120974,-0.5207276001680547,0.060872173175084754,0.17415538492923588,0.06061722551017974,0.0024142659688278917,0.0002549476649050114
seed49277_axis1_sign-1,49277,1,-1,6,700.0,800.0,300.6525763233981,1.5215263884161392,-0.05381421366928407,0.17990334594014712,-0.052766054589679964,0.002260258790979283,-0.001048159079604108
seed49277_axis1_sign-1,49277,1,-1,7,800.0,900.0,300.7536888261078,1.3046134884523402,0.03837162106538017,0.1893501113831917,0.038422553710268606,0.00238048395593507,-5.093264488843785e-05
seed49277_axis1_sign-1,49277,1,-1,8,900.0,1000.0000000000001,300.84292242506564,-0.4650611461534063,0.01677496450201943,0.15496358272457655,0.016681866278420138,0.0024945815575917185,9.309822359929165e-05
seed49277_axis1_sign-1,49277,1,-1,9,1000.0000000000001,1100.0,300.79500785151794,-0.6316460977050168,-0.006700785447264934,0.1655849136791403,-0.0062151168440897075,0.002324070533148842,-0.00048566860317522664
seed49277_axis1_sign-1,49277,1,-1,10,1100.0,1200.0,300.8755448040855,-0.11297012726322109,0.012952080123795895,0.16164896234386106,0.01275686001080556,0.002413606905470378,0.00019522011299033526
seed49277_axis1_sign-1,49277,1,-1,11,1200.0,1300.0,300.89041715139706,0.19483159428493055,0.023721553216091706,0.15712342433016602,0.023838226231071347,0.0022311462139679994,-0.00011667301497964022
seed49277_axis1_sign-1,49277,1,-1,12,1300.0,1400.0,300.91515075738835,-1.5825501662469583,-0.05099195645289001,0.145037704015067,-0.05205787610428447,0.002422392701853182,0.0010659196513944647
seed49277_axis1_sign-1,49277,1,-1,13,1400.0,1500.0,300.86921607154244,1.347559507159042,0.029193432449574175,0.1556875373166804,0.029458553500261636,0.0023409163091328566,-0.0002651210506874613
seed49277_axis1_sign-1,49277,1,-1,14,1500.0,1600.0,300.72433734653424,-1.4327489780071392,-0.03777827362591779,0.16391088965656309,-0.03747343018060492,0.0022709689984426185,-0.000304843445312869
seed49277_axis1_sign-1,49277,1,-1,15,1600.0,1700.0,300.8663458327197,1.8280200848271133,0.045278091869477066,0.17537180524777796,0.0454216904129672,0.002206616701744657,-0.00014359854349013657
seed49277_axis1_sign-1,49277,1,-1,16,1700.0,1800.0,300.9939489380188,0.7038330558807027,0.007231956062241807,0.18619751277856267,0.007332769991750615,0.0022734238946137963,-0.00010081392950880841
seed49277_axis1_sign-1,49277,1,-1,17,1800.0,1900.0,301.0234578516963,0.901469051765044,0.0055898065938890795,0.158418124075979,0.005241400263627266,0.0022920177418895293,0.00034840633026181345
seed49277_axis1_sign-1,49277,1,-1,18,1900.0,2000.0000000000002,300.9951818335831,-0.8205919315027785,0.05205893955690044,0.1656323621377851,0.05174334228988167,0.0022036539712127767,0.000315597267018769
seed49277_axis1_sign+1,49277,1,1,0,100.0,200.0,300.08364675379636,-0.6480468361745998,-0.02676902548500948,0.15567352885818764,-0.026139601950604857,0.0030330997083294177,-0.0006294235344046217
seed49277_axis1_sign+1,49277,1,1,1,200.0,300.0,300.1508009163672,1.2350104231101064,0.05278885277948575,0.1438315900481939,0.051623966478215585,0.002297304208556998,0.0011648863012701655
seed49277_axis1_sign+1,49277,1,1,2,300.0,400.0,300.13861458710244,0.36614778673319726,-0.0186404491405483,0.14501393108457705,-0.018339950906592614,0.002732187238033439,-0.0003004982339556844
seed49277_axis1_sign+1,49277,1,1,3,400.0,500.00000000000006,300.10417537139415,-0.8368339195271595,-0.020154216661921964,0.19655021928747374,-0.019742806869077756,0.0024483013023937255,-0.0004114097928442084
seed49277_axis1_sign+1,49277,1,1,4,500.00000000000006,600.0,300.1223159147697,0.3031476435673377,-0.0024125279505824437,0.18493543181921268,-0.002669302274588184,0.0018958940924740375,0.0002567743240057402
seed49277_axis1_sign+1,49277,1,1,5,600.0,700.0,300.0603906912541,-1.8235031489715838,0.009963474075448175,0.19026290792362488,0.009417141262614991,0.002287940720419844,0.0005463328128331845
seed49277_axis1_sign+1,49277,1,1,6,700.0,800.0,300.1927262319369,1.9133115962526948,0.06653016872951412,0.16159459472555682,0.06764251817011803,0.002844381782310189,-0.001112349440603913
seed49277_axis1_sign+1,49277,1,1,7,800.0,900.0,300.25835912556965,0.8696650638946237,-0.028895208119593008,0.14332900732915732,-0.027711542662434547,0.0021155529555614908,-0.0011836654571584608
seed49277_axis1_sign+1,49277,1,1,8,900.0,1000.0000000000001,300.1747325419954,-0.20075646368681738,-0.0009444327338314906,0.14493493632471655,-0.002650924295245643,0.003153999154701808,0.0017064915614141522
seed49277_axis1_sign+1,49277,1,1,9,1000.0000000000001,1100.0,300.3400554422006,1.4981326190611652,0.06912054827898828,0.1626506042443907,0.06889588671103528,0.0024212616501071114,0.00022466156795300507
seed49277_axis1_sign+1,49277,1,1,10,1100.0,1200.0,300.4825718396316,0.7350983043229479,-0.019282772106180346,0.1908172129947161,-0.019286790063953674,0.002325631437091802,4.017957773327918e-06
seed49277_axis1_sign+1,49277,1,1,11,1200.0,1300.0,300.54394923486626,3.9482987071730453,0.002940086173111922,0.16363065802306664,0.003337938271267521,0.0021436706561719504,-0.00039785209815559885
seed49277_axis1_sign+1,49277,1,1,12,1300.0,1400.0,300.56635930793175,-0.059707539863116596,-0.007029827381757059,0.16474030032713927,-0.00672587202832331,0.0019813837085931874,-0.00030395535343374913
seed49277_axis1_sign+1,49277,1,1,13,1400.0,1500.0,300.58383816038304,-0.08602269315955759,0.04739939776391111,0.15774501980013156,0.04675960020518337,0.0025791020251127172,0.0006397975587277421
seed49277_axis1_sign+1,49277,1,1,14,1500.0,1600.0,300.4341133633614,0.7966194095072715,-0.04317416112644423,0.20630793001737402,-0.043408201607219726,0.002177217835763294,0.00023404048077549366
seed49277_axis1_sign+1,49277,1,1,15,1600.0,1700.0,300.48823267509647,0.4692490382016189,0.013187538864713133,0.1785058392188148,0.013743719710942584,0.0019157859773167168,-0.000556180846229451
seed49277_axis1_sign+1,49277,1,1,16,1700.0,1800.0,300.6349646056934,1.390783828927257,0.06195944489172689,0.1631243601582355,0.06197205925739116,0.0026973518129253804,-1.2614365664270766e-05
seed49277_axis1_sign+1,49277,1,1,17,1800.0,1900.0,300.6608046501322,0.4874680286992007,-0.021951586090835917,0.16036574110330548,-0.022659336829874754,0.002030830394844585,0.0007077507390388371
seed49277_axis1_sign+1,49277,1,1,18,1900.0,2000.0000000000002,300.70973832286404,-1.0167227239094567,0.023141520229273738,0.16358921279879723,0.02326363729690456,0.0020460738419182944,-0.00012211706763082253
